Gene	Brain_Male2	Ovary_Female1	Ovary_Female2	Placenta_Indiv1	Placenta_Indiv2	Placenta_Indiv3	Testis_Male3
ENSMODG00000004788	7.37	16.51	6.15	4.2	1.28	1.95	3.36
ENSMODG00000011676	0	0	0	0	0	0	0
ENSMODG00000018063	335.86	238.14	111.83	201.87	275.13	152.7	131.58
Locus_322103	0.34	2.41	0.37	0	0.47	0.27	8.26
ENSMODG00000016369	0	0	0.11	0	0	0	0
ENSMODG00000011163	2.76	9.14	3.61	14.49	3.29	5.78	1.31
ENSMODG00000008839	0	0	0	0	0	0	0
blastnMouse.Locus_81969	0	0	0	0	0	0	0
ENSMODG00000016611	7.19	4.54	2.68	17.76	10.38	3.48	0.03
ENSMODG00000001130	19.54	12.73	8.86	10.69	4.33	7.92	34.43
ENSMODG00000000493	0	0.06	0.04	0.1	0.25	0.35	0.14
Locus_321607	0	0	0.18	0	0	0	1.64
Locus_86558	0	0.13	0	0	0	0	8.37
ENSMODG00000017305	15.31	8.3	8.5	14.86	8.27	12.06	9.58
ENSMODG00000017393	8.09	8.73	5.51	5.55	2.01	6.45	1.55
ENSMODG00000005587	11.85	1.27	0.95	1.51	4.94	2.1	61.98
ENSMODG00000023117	0.32	0.43	0.25	0.23	0	0.11	14.18
ENSMODG00000024109	10.62	16.01	17.21	2.37	5.4	2.87	52.64
ENSMODG00000004526	1.15	5.77	6.85	5.6	7.01	6.21	5.77
ENSMODG00000005246	44.78	11.62	6.76	0.83	0.09	0.1	0.13
ENSMODG00000024705	1.08	1.86	0.66	2.39	0.19	1.53	0.14
ENSMODG00000023924	14.92	3.19	2.37	1.13	2.73	0.56	0.04
Locus_228710	0	0	0	0	0	0	2.74
Locus_374742	0.48	0.08	0.06	0	0	0	1.9
ENSMODG00000005250	6.07	14.83	17.77	43.29	43.45	34.38	3.7
Locus_421062	0.15	0	0	0	0.31	0	1.63
ENSMODG00000013938	21.8	9.76	31.56	5.26	104.36	30.21	3.13
ENSMODG00000015547	0.09	0.26	1.04	2.66	1.51	2.65	0.3
blastnMouse.ENSMUSG00000085842	0	0	0	0	0	0	0
ENSMODG00000017899	56.12	5.88	13.45	2.31	6.97	3.37	0.31
Locus_320228	0	0	0	0	0	0	2.95
ENSMODG00000020799	9.31	8.29	14.2	7.55	17.96	14.24	16.78
ENSMODG00000013895	5.77	5.78	5.5	4.81	1.38	3.62	30.29
ENSMODG00000001872	20.39	48.35	79.99	709.73	253.83	511.67	26.54
ENSMODG00000006883	4.08	4.24	4.96	0.61	5.4	0.47	0.5
ENSMODG00000002191	12.25	9.47	5.51	4.43	3.38	8.98	84.91
ENSMODG00000021542	93.12	39.69	10.6	83.01	54.32	31.19	22.17
ENSMODG00000009636	0.12	0.98	3.09	0	0	0	1.19
ENSMODG00000010524	0.67	0.32	1.54	0.28	0.07	0.4	0.03
ENSMODG00000014707	19.56	13.68	9.69	13.23	9.16	9.82	2.77
ENSMODG00000005406	0.77	0	0.03	0.06	0.07	0.08	20.01
ENSMODG00000009490	8.8	14.58	38.29	109.98	347.81	225.16	5.69
Locus_321706	0	0	0	0	0	0	0.72
ENSMODG00000022596	0.6	3.16	2.25	5.62	123.14	18.84	0
ENSMODG00000025770	0	0	0	0	0	0	0
ENSMODG00000012653	1.91	0.4	0.48	0	0.08	0.03	1.5
ENSMODG00000012491	0	0	0.3	0	0	0	0
ENSMODG00000016608	7.34	6.17	9.3	25.55	13.45	77.26	26.1
Locus_391423	0	0	0	0	0.09	0	0.36
ENSMODG00000012988	2.89	3.03	5.58	3.01	3.03	2.34	4.46
CUFF.13152	0	0.3	0	0	0	0	1.62
Locus_316931	0	0	0	0	0	0	0.85
ENSMODG00000024647	0	0	0	0	0	0	0
Locus_33722	0.65	0	0	0.82	0	0	0.47
ENSMODG00000000555	54.59	0.34	0.56	0	0	0	3.42
ENSMODG00000017732	2.69	5.31	6.31	44.08	36.22	30.49	7.72
Locus_230043	1.82	0.09	0.05	0.12	0	0	16.34
blastnMouse.Locus_40585	0	0	0	0	0	0	0
Locus_90938	0.19	2.49	0.56	0.66	2.03	0.23	0
ENSMODG00000000344	1.93	3.42	7.15	2.82	7.76	5.16	3.07
ENSMODG00000026448	0	0	0	0	0.9	0	0
Locus_375347	0	0	0	0.04	0	0	37.99
ENSMODG00000022791	0	10.59	3.96	11.28	1.83	5.91	0.11
ENSMODG00000024583	0.26	0	0.1	0	0	0	3.44
Locus_320017	0.11	0	0.04	0.47	0.35	0	1.13
ENSMODG00000023622	0	0	0	0	0	0	0
ENSMODG00000019886	0	0	0	0	0	0	0
ENSMODG00000000521	5.98	18.45	7.15	41.01	10.65	23.31	52.91
Locus_313373	0	0	0	0	0	0	5.75
ENSMODG00000006969	0	0	0	0	0	0	0
ENSMODG00000024091	8.89	10.52	16.89	14.17	34	17.41	98.93
ENSMODG00000024259	1.6	0	0	0	0	0	0.26
Locus_377749	1.76	1.78	0.68	1	0.52	0.46	0.62
Locus_191430	0.2	0.11	0.27	1.34	0.71	2.55	1.86
ENSMODG00000021479	0.53	9.5	18.86	4.54	1.24	9.61	4.56
ENSMODG00000017583	15.65	23.6	23.62	19.58	12.98	24.64	16.54
ENSMODG00000005198	4.56	76.12	59.79	18.33	6.31	36.65	13.52
ENSMODG00000003489	34.99	37.39	41.07	39.29	55.03	33.64	42.81
Locus_122486	0	0.12	0	0	0	0.14	0
ENSMODG00000010653	9.91	18.54	8.09	18.06	4.07	7.87	16
Locus_228236	0	0	0	0	0	0	4.47
ENSMODG00000012866	0	0	0	0	0	0	0
Locus_88659	0	0	0.04	0	0	0	2.36
ENSMODG00000024169	10.44	12.01	6.84	9.43	7.48	6.44	10.83
ENSMODG00000023146	3.6	4.08	3.4	3.12	6.56	3.41	1.79
Locus_88951	0	1.02	0.31	0	0.45	0	0
Locus_316578	0	0	0	0.16	0.7	0.22	0
ENSMODG00000025195	0.54	0	0	0	0	0	1.19
Locus_390838	0.13	0.08	0.11	0.02	0.02	0.02	2.26
ENSMODG00000014939	11.51	6.99	9.18	6.01	13.81	5.19	3.86
ENSMODG00000001700	0	0.3	1.35	0	0	0	0
ENSMODG00000013629	39.62	25.15	32.08	49.47	149.06	69.45	24.2
ENSMODG00000023152	0.21	0	0.08	0	0	0.24	0.05
Locus_318147	0	0	0	0	0	0	0.91
ENSMODG00000004706	1.25	12.88	7.66	5.48	4.82	7.99	3.52
ENSMODG00000024609	0	0	0	0	0	0	0
CUFF.226564	0.3	0.15	0.33	0	1.92	0.72	3.98
Locus_377962	3.24	0.48	0.18	1.9	2.91	2.89	0.77
ENSMODG00000002606	22.43	29.48	21.54	72.79	67.85	34.43	57.92
ENSMODG00000025295	6.38	8.5	20.96	7.89	4.07	73.52	7.15
ENSMODG00000012994	0.16	0	0.23	0.41	5.42	0.38	1.01
ENSMODG00000005504	7.16	4.82	5.63	33.67	42.53	17.56	0.81
ENSMODG00000020441	12.93	11	9.57	19.23	5.11	13.37	7.84
ENSMODG00000024721	0	17.32	20.05	3.19	2.64	3.33	4.4
ENSMODG00000008648	0	0.84	2	0	0	0	2.63
Locus_420645	0	0	0	0	0	0	2.17
ENSMODG00000016182	30.4	27.36	43.02	42.8	115.32	58.5	15.79
blastnMacaque.Locus_372466	0	0	0	0	0	0	0
ENSMODG00000003072	37.3	54.34	35.49	47.19	68.87	32.16	80.22
ENSMODG00000023038	1.92	1.62	2.68	1.49	1.37	1.07	1.12
ENSMODG00000003167	11.8	6.14	4.67	5.73	2.9	7.97	3.62
ENSMODG00000024374	0	0	0	0	0	0	0
ENSMODG00000023576	13.32	40.77	12.13	219.08	39.64	172.24	75.04
ENSMODG00000017407	0.39	1.16	0.09	0.8	0.08	0.28	0.19
ENSMODG00000024342	8.45	4.71	14.54	20.75	84.01	36.49	3.47
ENSMODG00000015236	130.72	0.66	1.1	5.53	2.94	1.91	0.02
Locus_120582	0	0	0	0	0	0	1.01
ENSMODG00000000192	2.83	2.79	4.33	3.77	1	4.69	6.73
ENSMODG00000013054	21.87	10.65	35.45	24.77	144.4	91.83	20.88
ENSMODG00000000827	5.74	10.47	9.44	12.41	26.79	14.42	9.61
ENSMODG00000020175	0	0.14	0.04	0	0.16	0	34.49
Locus_314186	0	0	0	0	0	0	2.12
ENSMODG00000005168	0.12	12.43	4.33	2.66	2.57	5.11	9.34
ENSMODG00000011562	1.81	2.38	1.95	2.29	0.68	3.9	0.31
ENSMODG00000007630	0.51	1.46	2.84	0.5	0.61	0.52	0.39
ENSMODG00000003179	2.26	6.15	5	2.45	1.08	2.27	8.08
ENSMODG00000001913	0	0.07	0	0.51	0	0.22	13.51
ENSMODG00000003111	161.78	78.16	57.46	219.36	159.86	133.05	194.39
ENSMODG00000024388	0.11	0	0	0	0	0	0
ENSMODG00000005101	5.8	5.95	4	7.48	2.4	5.11	18.87
ENSMODG00000014569	2.36	5.39	8.79	4.17	7.91	5.57	7.34
ENSMODG00000015221	10.68	14.31	7.09	13.93	11.45	10.19	14.82
Locus_375319	0.17	1.67	1.4	0	0	0.41	0.17
ENSMODG00000009125	0	10.62	7.28	0.82	3.53	4.9	97.24
ENSMODG00000018830	0.18	0.13	0.1	1.99	1.04	1.38	0.26
ENSMODG00000015535	11.31	4.21	4.87	4.77	4.32	4.57	284.86
ENSMODG00000004989	0.1	0	0.02	0.08	0.1	0.18	1.39
ENSMODG00000023441	0	0	0	0	0	0	0.2
ENSMODG00000014972	1.34	17.32	12.11	5.29	6.19	2.59	23.45
ENSMODG00000021168	0.78	1.12	0.78	0.82	0.48	0.76	0.1
Locus_374802	0	0	0	0	0	0	0.2
ENSMODG00000020338	32.15	29.45	51.38	25.67	84.18	39.6	25.34
ENSMODG00000024520	0	0	0	0	0	0	0
ENSMODG00000019194	2.43	7.73	2.14	34.81	2.87	4.4	4.37
ENSMODG00000004658	0.1	0.07	0.04	0.13	0.11	0.06	0.28
ENSMODG00000019527	12.69	2.85	5.53	23.68	14.16	46.16	2.65
ENSMODG00000018973	2.94	3.98	4.61	15.16	17.08	4.84	1.64
ENSMODG00000016955	0	17.28	30.79	107.58	184.7	137.23	0
ENSMODG00000004665	0	0	0	3.25	0	2.88	0
Locus_418239	0	0	0	0	0	0	5.1
ENSMODG00000010666	6.08	15.79	9.14	33.2	6.4	20.11	14.35
CUFF.176760	0	1.39	0.8	6.19	0	0	2.71
ENSMODG00000004863	2.71	0.58	1.26	4.76	5.11	9.26	0
ENSMODG00000017431	1.22	0.35	0.12	0.62	1.28	1.63	0.16
ENSMODG00000024373	0	3.26	3.56	3.24	1.09	4.23	0.39
ENSMODG00000009402	12.83	1.05	4.12	2.01	2.13	3.99	23.32
ENSMODG00000001677	0.18	0	0	0	0	0	0
ENSMODG00000009247	0.78	1.88	2.74	0.36	0.45	0.46	2.78
CUFF.192911	12.87	0.7	0	0	0	0	0
ENSMODG00000023325	20.38	1.07	0.19	0	0.36	0	2.68
ENSMODG00000000844	0.91	3.32	0.6	0.19	0.04	0.04	3.18
ENSMODG00000007135	4.33	15.59	10.78	13.88	8.01	19.75	3.17
ENSMODG00000012999	4.8	0.4	1.12	2.48	4.45	1.07	4.08
Locus_188229	0	0.17	0	0	0	0	0.67
ENSMODG00000012782	2.91	13.97	6.54	42.68	3.7	17.28	10.19
blastnMacaque.Locus_244736	0	0	0	0	0	0	0
ENSMODG00000006754	2.95	3.28	7.25	12.93	13.27	19.85	3.57
Locus_120525	0	0.04	0.06	0	0	0	17.36
Locus_86786	0	0	0	0	0	0	0
ENSMODG00000015754	12.43	4.88	5.69	68.04	21.51	17.66	4.76
ENSMODG00000020452	26.73	4.73	3.45	2.86	0.75	1.86	9.13
Locus_419949	0	2.36	0.32	0	0	0	0.31
ENSMODG00000003764	816.36	1.88	4.3	0.37	1.84	0.52	0.21
ENSMODG00000007097	0	0	0	0	0	0	0
ENSMODG00000021410	2.54	0.39	0.45	4.23	0.69	0.32	1.05
ENSMODG00000017307	1160.28	41.71	75.22	1.1	8.22	3.76	1451.95
Locus_185986	0	0	0	0	0	0	11.93
Locus_120519	0	0	0.01	0	0	0	40.76
blastnMacaque.Locus_474732	0	0	0	0	0	0.85	0
Locus_190549	0	1.04	0.08	0	0	0	1
Locus_322696	0	0	0	0	0	0	35.82
Locus_90598	0.33	1.19	0.61	0.99	0.7	0.79	0.48
Locus_373063	0	0	0	0	0	0	1.89
ENSMODG00000003695	6.04	0.03	0.1	0.14	0	0	0.05
ENSMODG00000025267	0	0	0	0	0.1	0.33	52.17
Locus_313326	0	0	0	0	0	0	1.24
ENSMODG00000012387	8.98	47.13	40.73	12.51	21.26	11.68	44.25
ENSMODG00000013268	0	0	0	0	0	0	0
Locus_186389	0	0.13	0.1	0	0	0	1.95
ENSMODG00000013061	0	0.14	0.43	0	0	0	0
ENSMODG00000007734	60.85	35.19	14.16	38.18	14.18	24.47	45.15
ENSMODG00000014741	6.84	73.04	20.05	13.29	2.17	2.66	74.19
CUFF.221889	0.35	0.67	0.06	1.18	0	0	0.08
Locus_120842	0	0	0	0	0	0	0.85
Locus_318800	0	0	0	0	0	0	4.74
ENSMODG00000021152	0	0	0	0	0	0	0
ENSMODG00000005547	0	0.06	0	0.31	0	1	0
ENSMODG00000000175	6.2	6	4.67	3.75	5.54	3.35	4.48
ENSMODG00000008488	4.38	5.11	2.09	3.98	0.82	1.21	7.15
ENSMODG00000000534	3.92	5.28	3.9	8.39	12.08	8.54	6.49
Locus_374102	0	0	0	0	0	0	1.34
ENSMODG00000024076	17.75	12.78	29.87	17.12	85.37	38.62	9.82
ENSMODG00000011996	1.57	15.95	17.13	3.37	1.49	4.78	3.62
ENSMODG00000001081	3.42	13.2	22.6	16.09	32.2	25.51	13.58
ENSMODG00000008220	20.83	0.2	0	0	0	0	0
ENSMODG00000001838	3.28	11.47	8.46	12.84	6.4	8.07	14.36
ENSMODG00000007552	0	0.05	0.04	0	0	0	0
ENSMODG00000019270	0	0	0	0	0	0	0.05
Locus_420525	0	0	1.37	0	0	1.11	1.02
Locus_120956	0.02	0.04	0.08	0	0	0	9.26
ENSMODG00000002640	10.15	13.82	6.32	14.66	1.81	5.43	10.83
ENSMODG00000008300	177.77	135.36	57.03	562.36	314.72	193.55	69.6
ENSMODG00000002499	0	0	0	0.09	0	0	0.2
ENSMODG00000002629	17	49.14	23.1	65.46	27.75	60.49	42.9
Locus_230768	0.09	0	0	0	0	0	5.52
blastnMouse.Locus_54369	0	0	0	0	0	0	0
ENSMODG00000019145	0.09	0.09	0.3	0.08	0.19	0.22	0.13
ENSMODG00000012779	21.65	9.75	7.4	10.35	3.75	8.43	21.05
Locus_92648	0	0	0	0	0.37	0	1.03
ENSMODG00000019992	0	0	0	0	0	0	0
ENSMODG00000000677	3.91	6.73	1.99	2.72	0.6	1.93	0.76
Locus_89520	0	0	0.62	0	0	0	1.83
ENSMODG00000005620	57.39	131.51	62.54	39.42	51.84	39.77	205.86
ENSMODG00000006939	0.43	0	0	0	0	0	60.63
ENSMODG00000007783	18.36	3.81	3.64	91.16	11.09	25.07	4.63
ENSMODG00000015235	5.7	3.28	3.58	4.12	1.04	5.45	10.73
Locus_374121	0	0.31	0.12	0	0	0	1.43
ENSMODG00000024786	0	0	0	0	0	0	0
Locus_374371	0	0	0	0	0	0	6.01
Locus_122441	0	0	0	0	0	0	0
ENSMODG00000005451	0	0	0	1.07	1.52	0.21	2.75
ENSMODG00000025684	0.4	0	1.09	2.54	2.31	3.53	1.64
ENSMODG00000020725	6.2	39.27	13.23	121.34	14.14	13.85	3.37
blastnMacaque.Locus_428087	0	0	0	0	0	0	0
ENSMODG00000014358	33.49	132.42	43.53	14.45	11.13	5.17	846.89
Locus_317296	0	0	0.02	0	0	0	34.8
Locus_374034	0.88	0.75	1.73	1.64	1.11	1.04	0.34
ENSMODG00000016441	8.83	6.83	4.41	3.92	1.73	1.66	3.15
Locus_419557	0.23	0	0	0	0	0.27	2.23
CUFF.315198	3.83	1.34	0	0.65	0	0	0.37
ENSMODG00000000363	17.73	11.12	6.21	15.56	11.2	6.38	46.4
Locus_315459	0	0	0	0	0.43	0	1.59
ENSMODG00000011893	1.37	0.87	0.98	0	0.02	0.07	86.53
ENSMODG00000001180	46.18	51.47	8.92	41.83	2.89	6.43	89.05
ENSMODG00000012825	0	0	0	0	0	0	0
Locus_319970	0	0	0.14	0	0	0	0.84
ENSMODG00000007383	78.19	42.18	17.12	106.35	43.49	36.62	27.27
ENSMODG00000010743	22.8	14.83	10.59	20.65	25.46	21.65	10.23
ENSMODG00000003275	0.09	0.27	0.54	0.08	0.1	0	70.77
Locus_373795	0	0.29	0	0	0	0	0
blastnHuman.Locus_145730	0	0	0	0	0	0	0
ENSMODG00000007499	3.73	5.13	3.36	1.77	1.13	2.69	0.95
ENSMODG00000012859	0	0	0	0	0	0	0
ENSMODG00000013370	41.65	135.16	79.19	322.66	89.97	192.03	56.95
ENSMODG00000016702	0	0.13	0.02	0	0	0	0
ENSMODG00000017574	18.61	14.68	9.96	6.6	4.6	4.65	88.74
Locus_231915	0.12	0.24	0.21	0.13	0.04	0.05	1.85
Locus_418746	0	0	0	0	0	0	0.87
ENSMODG00000012304	1.43	1.76	3.2	1.42	0.36	1.54	4.83
ENSMODG00000005204	24.16	28.09	21.77	15.45	35.91	16.22	127.29
Locus_418876	0	0	0	0	0	0	0
ENSMODG00000006790	9.31	27.68	22	14.23	33.96	12.64	28.45
ENSMODG00000009362	39.83	4.48	5.27	5.41	1.03	6.47	11.33
blastnMouse.ENSMUSG00000068680	0	0	0	0	0	0	0
ENSMODG00000015622	2.76	3.53	13.05	1.92	19.02	6.66	4.01
ENSMODG00000015768	0.38	0	0	0.16	0	0	0
ENSMODG00000024142	22.96	21.58	15.71	18.92	19.79	22.2	122.1
ENSMODG00000001395	1.4	0	0	0	0	0	0.06
Locus_122335	0	0	0.09	0	0	0	0.7
Locus_34804	1.1	0.78	0.73	0.93	2.69	0.43	0
ENSMODG00000000638	0	0.59	0.67	0.04	0	0.05	0.07
Locus_317817	0	1.03	0	0	0	0	2.1
ENSMODG00000025241	0	0	0	0	0	0	0
Locus_313892	0	0.16	0	0	0	0	2.34
ENSMODG00000014662	371.88	33.62	13.51	9.78	10.39	3.56	679.92
ENSMODG00000011053	20.62	2.77	1.87	0.4	0.6	0.67	0
ENSMODG00000024687	40.23	18.01	7.22	86.9	63.6	21.79	79.93
Locus_373350	1.65	0.06	0.18	0	0	0	0
ENSMODG00000014296	0	0.02	0.11	0	0	0	0.02
ENSMODG00000004543	22.06	8.9	4.14	2.53	2.09	1.17	7.11
ENSMODG00000004677	4.46	5.03	4.38	8.47	20.83	8.86	1.27
ENSMODG00000010816	431.24	343.16	73.47	338.74	130.31	100	265.08
ENSMODG00000004286	21.76	15.72	21.14	24.03	26.1	26.54	34.42
ENSMODG00000011796	21	29.19	14.66	22.91	12.74	37.4	67.91
ENSMODG00000007100	9.5	19.3	11.07	49.4	10.67	19.85	11.68
ENSMODG00000014021	0	1.4	1.5	0	1.33	1.1	0
Locus_33196	0	0	0	0	0	0	0.58
ENSMODG00000017531	1.49	0.36	0.46	0.08	0.08	0.16	0.97
ENSMODG00000008938	0	0	0	0	0	0	0
ENSMODG00000003547	0.07	0.03	0.03	0	1.39	0.17	0.21
ENSMODG00000006729	6.67	0.05	0.13	0.02	0.01	0	0.29
ENSMODG00000011011	8.27	14.87	13.94	9.06	2.52	9.93	82.96
ENSMODG00000015906	2.16	74.88	29.99	10.3	2.91	3.4	78.27
Locus_391032	0.05	0	0	0	0	0	5.43
ENSMODG00000018436	0.68	4.75	3.24	3.86	2.27	2.9	0.58
Locus_314429	0	0	0	0	0	0	1.91
ENSMODG00000007815	0	0.02	0.1	0.07	0.16	0.67	1
Locus_374629	0.35	0.25	0.06	0.15	0.37	0.21	1.36
ENSMODG00000017016	108.87	74.01	46.78	48.62	60.08	38.81	66.04
ENSMODG00000005387	0.08	0.97	4.72	0.14	2.14	1.6	1.31
ENSMODG00000024829	52.68	86.53	38.42	72.28	10.48	23.98	73.43
Locus_87005	0	0	0	0	0	0	1.51
Locus_321201	0.12	0.23	0.04	0.42	0.13	0	11.53
ENSMODG00000018813	0.6	50.54	110.91	0.13	0.79	8.2	217.49
ENSMODG00000017498	0	0	0	0	0	0	0.18
Locus_390788	0	0.07	0.05	0	0	0	5.43
ENSMODG00000003518	94.23	94.21	69.9	300.18	279.83	239.65	292.33
ENSMODG00000011254	2.62	2.82	6.92	3.62	3.8	11.62	1.11
ENSMODG00000012616	0.95	0.46	0.64	0.16	0.12	0.22	0.3
ENSMODG00000010088	17.59	5.06	19.24	13.18	30.73	82.86	6.88
Locus_420726	0	0.12	0.09	0	0	0	0
ENSMODG00000002092	53.4	13.8	7.23	12.32	2.9	11.72	4.6
ENSMODG00000009642	25.06	30.51	45.54	28.09	50.18	46.55	66.04
Locus_318250	0	0	0	0	0	0	1.61
ENSMODG00000015702	9.42	0	0.23	0.11	0	0	131.44
ENSMODG00000018605	0	0.89	0	0.18	0.44	0.24	0.1
ENSMODG00000021217	0.32	0	0.38	0.45	0.89	7.62	0
ENSMODG00000016026	1.45	3.81	3.27	8.78	2.95	8.29	5.98
ENSMODG00000011780	5.82	3.24	21.7	2.59	18.55	12.77	21.63
Locus_192806	1.47	1.3	0.59	0.75	1.16	0.7	0.21
Locus_122265	0.15	0.11	0.02	0.05	0	0.03	7.1
ENSMODG00000010324	0.3	2.98	2.38	2.19	6.47	4.1	4.56
ENSMODG00000001912	0.05	6.36	3.44	8.77	3.94	6.54	6.31
ENSMODG00000009317	2.99	2.37	1.53	10.99	7.65	6.29	9.12
ENSMODG00000010339	24.71	21.64	14.03	18.47	24.97	10.67	14.09
ENSMODG00000000747	2.75	3.45	3.07	2.34	4.9	4.48	21.12
ENSMODG00000017653	3.17	1.79	4.88	1.98	9.49	4.29	5.4
ENSMODG00000003815	68.07	44.81	27.59	26.25	10.22	22.41	160.74
ENSMODG00000006519	4.32	3.57	8.42	10.22	39.98	15.45	0.23
ENSMODG00000001336	56.6	19.91	23.58	94.92	130.33	49.99	81.79
Locus_392512	0	0	0.11	2.14	0	0	10.22
ENSMODG00000016631	2.62	0.11	2.86	192.23	177.6	4389.16	0.12
ENSMODG00000025297	2.29	13.1	14.5	49.96	38.57	4.6	0.22
ENSMODG00000011310	7.9	6.76	4.68	6.01	3.85	3.9	3.66
Locus_316821	2.58	0.77	0.06	0.14	0.51	0	0.31
ENSMODG00000011909	13.56	24.63	55.35	175.24	215.14	701.73	56.98
ENSMODG00000008382	0.08	0.04	0.09	0	0.08	0	0
Locus_314893	1.73	0	0	0	0	0	0
ENSMODG00000023588	0	0	0.03	0.07	0.08	0.18	0.13
Locus_188930	0	0	0	0.17	0	0.23	2.12
Locus_88956	0	0	0	0	0	0	1.03
ENSMODG00000010220	19.89	7.79	11.4	30.3	96.34	47.02	1.84
ENSMODG00000025515	0	0.03	0	0	0	0	0
ENSMODG00000019912	0.25	0.87	2.01	0.35	0.26	0.2	0.52
CUFF.147779	0.29	0.32	0.35	0.24	0.1	0.68	1.63
ENSMODG00000016376	16.38	36.7	40.42	50.8	28.4	73.23	17.46
ENSMODG00000002192	0.06	0.48	0.45	1.31	0.31	0.49	0.03
ENSMODG00000006419	0	0	0.04	0	0	0.12	0.15
ENSMODG00000009203	34.68	26.68	56.15	39.58	196.95	110.54	33.44
ENSMODG00000025676	12.32	29.32	34.23	62.95	74.16	85.75	22.99
ENSMODG00000005344	0	0	0	0	0	0	504.31
Locus_321037	0	0	0	0	0	0	2.1
Locus_191664	0	0	0	0	0	0	0.7
ENSMODG00000003368	26.23	30.72	32.91	48.6	76.64	44.53	9.65
ENSMODG00000016351	2.73	0.94	0.35	0.12	0.04	0.74	0.09
Locus_189611	0	0	0	0	0	0	1.05
Locus_191846	0	1.07	0.14	0	0	0	0
Locus_392343	0	0	0	0.94	3.21	1.31	0
ENSMODG00000018361	0.44	0.37	0.81	0.09	0	0.07	0.03
ENSMODG00000025087	2.69	0	0	0	0	0	6.52
ENSMODG00000025587	2.61	3.55	3.86	1.41	4.33	1.4	905.59
ENSMODG00000010950	55.95	8.01	11.16	16.65	21.49	44.4	23.18
Locus_392325	0	0.3	0.15	0.18	0.22	0	0.4
ENSMODG00000013956	0	0	0.09	0	0	0	0.49
ENSMODG00000011636	22.17	20.91	23.97	47.78	91.13	67.18	60.93
ENSMODG00000007725	41.99	9.22	11.8	26.87	33.46	52.84	21.49
Locus_316844	0	0	0	0	0	0	0.89
Locus_228582	0	0	0	0	0	0	0
ENSMODG00000014683	2.7	2.68	5.53	0.58	0.84	0.69	2.26
ENSMODG00000000211	0.22	0.57	0.87	0.7	0.39	1.06	0.14
ENSMODG00000010229	0	0	0	0	0	0	0
ENSMODG00000015990	2.1	14.92	10.18	17.3	12	16.6	86.3
ENSMODG00000019582	0	0.14	0.28	0	0.06	0	0.17
ENSMODG00000006127	30.11	92.29	31.19	19.28	5.4	11.05	30.54
ENSMODG00000014267	1.93	1.97	2.41	1.69	1.27	3.06	0.89
CUFF.143847	1.11	0	0	0	0	0	0.76
ENSMODG00000014578	3.58	4.67	2.89	3.78	1.84	1.88	3.81
Locus_187167	0	0	0	0	0	0	2.29
ENSMODG00000013902	0.67	0.04	0.3	0	0.18	0	536.91
Locus_320381	0	0.52	0.08	0	0	0	1.36
ENSMODG00000011108	4.51	3.86	3.28	3.44	4.64	3.68	3.08
ENSMODG00000004723	0.1	1.91	1.21	0.52	1.06	0.49	1.34
blastnMouse.Locus_81450	8.82	0	0	0	0	0	0
ENSMODG00000001903	3.29	8.73	3.32	2.59	1.25	2.32	16.54
Locus_33496	0	1.44	1.1	0	0	0	0
ENSMODG00000023954	20.48	18.05	36.67	83.25	147.62	116.11	8.33
ENSMODG00000020442	0.72	13.21	5.65	0.81	0.63	0.14	53.56
ENSMODG00000006481	6.57	7.52	9.71	380.6	267.18	1035.12	7.53
ENSMODG00000008261	16.37	3.02	5.62	0.42	3.97	1.09	0.03
ENSMODG00000016921	21.5	11.24	21.1	13.57	14.67	22.02	17.72
ENSMODG00000013051	0	0.14	0	0	0	0	0
ENSMODG00000000423	1.18	5.78	10.59	6.6	9.92	13.76	47.83
ENSMODG00000017276	1.13	2.29	2.77	0.72	1.04	1.63	2.48
ENSMODG00000016207	3.08	8.11	32.34	25.48	19.94	32.87	0.44
ENSMODG00000013071	0	0.54	1.25	0.49	0.5	1.57	0.18
ENSMODG00000000303	8.19	5.73	6.51	5.73	8.63	8.25	5.55
ENSMODG00000005435	13.18	9.66	12.83	19.27	20.43	33.79	4.04
Locus_418384	0	0	0	0	0	0	0.57
Locus_91319	0	0	0	0	0	0	6.8
ENSMODG00000002016	0.68	5.87	4.07	7.19	40.26	3.37	2.39
ENSMODG00000013152	1.07	37.31	18.35	11.73	0.88	11.16	247.99
ENSMODG00000006849	0.07	0.23	0.35	0.17	0.21	0.08	2.64
ENSMODG00000009586	22.1	7.07	9.31	79.84	46.96	30.13	4.31
ENSMODG00000000043	22.11	15.86	12.2	37.16	53.38	24.53	36.05
Locus_231580	0	0	0	0.15	0	0	1.37
ENSMODG00000003943	12.18	6.86	6.22	6.32	2.53	5.52	14.76
ENSMODG00000022706	4.35	21.92	17.86	5.47	20.71	11.1	6.07
ENSMODG00000007146	27.42	22.69	17.32	52.81	9.45	23.17	41.01
ENSMODG00000009775	0.21	0.27	1.7	0.12	1.33	0.25	0.3
ENSMODG00000001084	12.33	12.1	6.73	5.2	7.41	12.06	18.05
ENSMODG00000011830	42.7	0.65	0.95	0.65	0.85	6.49	1.24
ENSMODG00000003749	0.05	0.13	0.02	0.04	0	0.06	0.71
Locus_376166	0.15	0.15	0.11	0.13	0.32	0	0.07
Locus_91698	0	0	0	0	0	0	2.83
