Gene	Brain_Male3	Brain_Male4	EmbryonicKidney_Indiv1	Liver_Male3	Ovary_Female1	Ovary_Female2	Ovary_Female3	Placenta_Female1	Placenta_Indiv3	Placenta_Indiv4	Placenta_Male1	Testis_Male3	Testis_Male4
ENSMUSG00000056797	0.12	0	0	0	0.07	0	0	0.18	0	0	0	0.14	0
ENSMUSG00000042010	0.69	1.11	0.8	29.36	3.71	2.33	3.61	2.15	1.11	1.94	0.92	0.65	2.8
ENSMUSG00000059921	2	3.61	14.39	0	0.31	0.24	0.22	0.16	0.13	0.24	0.08	0.06	0.01
Locus_11728	0	0	0	0	0	0	0	0	0	0	0	0.53	0.32
ENSMUSG00000012042	0.09	0	0.08	0	0.02	0.05	0	0.19	0.02	0	0.39	104.29	79.25
Locus_59496	0	0	0	0	0	0.04	0	0	0	0	0	6.19	1.49
ENSMUSG00000086281	0.23	0.3	0.45	0.76	0.85	1.38	1.27	2	0.64	1.73	0.34	0.17	0.1
ENSMUSG00000018661	6.73	8.01	8.79	4.56	5.9	5.64	6.17	6.84	8.03	8.1	5.53	17.32	20.45
Locus_74316	0	0	0	0.03	0	0.03	0.02	0	0	0	0	2.2	2.06
ENSMUSG00000038456	3.81	4.15	7.48	1.11	6.76	5.14	7.33	26.4	17.29	28.02	17.08	1.01	1.12
ENSMUSG00000017000	0	0	0	0	0.51	0.06	0.13	0	0	0	0	1.01	1.82
Locus_87334	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000004054	3.64	3.61	8.72	11.27	8.52	4.52	6.33	10.91	18.18	18.53	9.4	9.42	6.55
ENSMUSG00000063011	0.27	0.4	0.83	0.09	12.58	15.19	14.17	5.18	2.37	14.28	3.22	0.38	0.3
Locus_35925	0	0	0	0	0.05	0.09	0	0	0	0	0	1.49	1.46
ENSMUSG00000030329	29.58	26.54	3.43	0.05	0.4	0.58	0.52	0.12	0.21	1.26	0.03	0.05	0.15
Locus_53431	0	0	0	0	0	0	0	0	0	0	0	0.31	5.07
ENSMUSG00000050840	8.75	5.28	0.13	0	0.05	0.04	0.13	0	0	0	0	0.6	0.04
ENSMUSG00000061371	1.32	0.98	6.29	1.71	1.56	3.11	3.65	0.77	1.76	1.43	1.04	0.28	0.12
Locus_98715	0	0	0	0	0	0	0	0	0	0	0.1	2.4	0
ENSMUSG00000038598	0	0	0	0	0.09	0.05	0.06	0.09	0.02	0.15	0.04	3.28	3.82
ENSMUSG00000086228	2.45	4.75	0.14	0.18	0.26	0.2	0.2	0.17	0.1	0.19	0.13	0.3	0.24
ENSMUSG00000078080	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057503	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091006	0.01	0	0	0	0	0	0	0	0	0	0	0.81	0.35
ENSMUSG00000032563	17.5	11.42	4.46	11.78	6.45	8.46	7.32	11.03	12.4	6.18	16.64	13.28	9.75
blastnHuman.ENSG00000248954	0	0	0	0	0	0	0	0	0	0.13	0	0	0
ENSMUSG00000070476	18.2	14.13	1.9	0.33	0.98	1.29	1.32	0.54	1.51	0.73	1.29	3.36	2.18
ENSMUSG00000049830	0	0	0	0	0	0	0	0	0	0	0	3.49	6.23
ENSMUSG00000064063	7.39	1.84	2.58	0.86	1.72	0	0.06	1.91	0.18	0.07	1.39	228.36	99.61
ENSMUSG00000025730	12.29	6.06	8.91	4.12	3.93	4.53	5.32	8.01	14.14	17.54	7.07	7.75	5.13
ENSMUSG00000025792	1.41	1.52	10.08	17.24	3.55	4.43	10.67	2.63	31.16	7.25	12.59	6.71	4.15
CUFF.25562	0	0	0	0	0	0	0	0	0	0	0	0.89	2.4
Locus_65821	0	0	0.02	0	0.01	0.01	0.03	0.03	0	0.03	0.02	7.18	7.06
ENSMUSG00000042638	0.27	0.44	0.1	0.85	0.04	0.01	0.01	0.14	1.36	0.24	0.42	0.51	0.35
ENSMUSG00000035964	166.2	73.16	0.57	0	0.29	0.19	0.11	11.26	2.7	13.19	0.85	29.88	10.81
ENSMUSG00000035407	2.64	1.61	6.36	0.02	2.72	1.05	2.23	4.24	1.04	4.62	1.03	0.15	0.25
ENSMUSG00000020884	1.8	0.8	0.33	627.08	2.45	0.73	0.57	0	0	0	0.03	1.13	3.32
ENSMUSG00000044025	0	0	0	0	0	0	0	0	0	0	0	0.14	0.08
Locus_35864	0.05	0.08	0	0	0.57	0.07	0.07	0	0	0	0	0	0
Locus_110803	0	0.09	0	0	0	0	0	0	0	0	0	1.92	3.71
ENSMUSG00000039405	5.04	2	15.22	2.99	20.64	42.78	31.38	2.51	0.64	7.19	0.25	1.82	2.14
Locus_98535	0	0	0	0	0	0	0	0	0	0	0	0	0.79
ENSMUSG00000032712	2.69	2.77	7.16	9.84	20.81	20.74	18.33	19.33	7.21	14.55	8.68	3.3	6.06
Locus_87674	0	0	0	0	0	0	0	0	0	0	0	1.65	0.19
ENSMUSG00000037503	37.99	61.5	70.18	18.08	33.5	33.93	34.77	32.62	36.06	40.07	31.56	4.6	8.74
ENSMUSG00000021550	4.69	3.19	4.45	15.77	8.3	8.14	7.49	11.6	16.46	9.89	17.13	4.81	4.29
ENSMUSG00000045969	11.47	9.71	6.9	8.74	12.53	7.95	9.12	17.59	28.68	18.04	28.77	30.53	34.92
ENSMUSG00000028455	12.57	8.43	15.42	19.53	10.06	8.33	9.14	15.63	14.83	14.85	14.5	3.46	2.46
ENSMUSG00000091545	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070849	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_98056	0	0	0	0	0	0	0	0	0	0	0	3.7	48.2
ENSMUSG00000018925	0.01	0.02	0	0.06	0	0.03	0.05	0	0	0	0	37.43	36.35
Locus_82609	0	0	0	0	0	0.1	0.05	0	0	0	0	1.56	0.74
ENSMUSG00000068745	0	0	0	0	0.05	0	0	0	0	0	0	0.09	0
ENSMUSG00000042757	4.45	2.44	0.62	0.02	0.35	0.91	0.91	13.3	13.46	20.52	5.22	0.85	0.59
Locus_54174	0	0	0	0	0.04	0.04	0	0	0	0	0	4.62	15.62
ENSMUSG00000091164	0.69	0.25	0.35	0.22	1.61	1.07	1.32	0.41	0.04	0.19	0.05	0.02	0.03
ENSMUSG00000034932	25.11	12.73	18.24	47.56	17.5	16.77	18.85	32.74	57.65	30.21	36.89	187.5	66.05
ENSMUSG00000037140	0	0	0.05	0	0.03	0	0	0	0	0	0	0	0
ENSMUSG00000079094	0	0	0	0	0	0	0	0	0	0	0	2.68	0.42
Locus_81245	0	0	0	0	0	0	0	0	0	0	0	0.22	6.96
CUFF.53881	0	0	0	0	0	0	0	0	0	0	0	1	1.27
Locus_91848	0	0	0	0	0	0	0	0	0.03	0	0	9.32	0
ENSMUSG00000035397	4.09	5.48	3.42	1.05	1.74	3.26	3.85	3.23	12.97	7.22	4.73	1.77	2.4
ENSMUSG00000048402	0.55	0.48	2.04	0	1.74	1.84	1.97	0.13	0.27	0.29	0.08	0.17	0.33
ENSMUSG00000043740	0.03	0.03	0.03	0.62	0.34	0.28	0.21	0.03	0.06	0.2	0	1.8	1.08
ENSMUSG00000015755	18.16	15.63	15.14	44.79	19.15	17.74	16.61	52.24	30.76	30.63	59.89	11.04	8.95
ENSMUSG00000051499	1.37	1.32	0.59	0.13	1.19	1.16	0.78	0.12	0.1	0.14	0.05	1.69	1.61
ENSMUSG00000030685	39.27	19.64	2.22	1.53	3.22	4.36	4.91	2.67	3.75	4.41	2.28	29.42	16.42
ENSMUSG00000022676	0.19	0.2	18.76	3.78	6.03	5.44	5.13	2.54	1.82	1.47	1.52	2.49	5.41
ENSMUSG00000036894	9.56	10.67	3.14	1.1	8.37	7.03	7.15	2.9	5.48	2.92	4.22	1.98	1.88
blastnPan.Locus_145465	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003348	2.39	2.01	10.79	1.79	3.29	4.47	5.25	15.68	46.21	35	18.68	3.52	2.64
ENSMUSG00000069893	0.01	0.02	0.01	0.07	0.21	0.21	0.38	0.28	0.04	0.46	0.02	0	0.03
ENSMUSG00000001228	0.08	0.11	22.84	0.11	7.94	4.92	4.48	2.2	27.99	1.9	30.35	14.65	30.27
Locus_21016	0	0	0	2.26	0	0	0	5.39	0.05	2.11	0.46	0.22	0
ENSMUSG00000022797	16.8	24.29	23.69	13.44	8.64	8.86	13.54	265.89	117.56	470.47	223.84	3.88	9.26
blastnHuman.ENSG00000237062	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031231	56.18	14.62	95.97	90.2	6.84	25.15	21.05	6.44	28.65	12.29	11.28	2.66	0.15
blastnPan.CUFF.414421	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000024781	9.21	4.51	12.29	108.51	10.94	26.72	22.53	13.59	8.86	25.72	4.13	1.98	1.34
ENSMUSG00000090054	0	0	0	0	0.13	0.07	0	0	0	0	0	0.32	0
ENSMUSG00000062210	4.29	2.45	4.83	2.1	5.46	5.26	5.15	22.43	21.46	12.86	39.28	0.87	0.36
CUFF.178603	0.05	0.07	0.09	0	0	0	0	0.3	0.06	0	0.25	0.39	0.46
Locus_72340	0	0.07	0	0	0	0	0	0	0	0	0	0.11	1.34
ENSMUSG00000087340	0.04	0.03	0	0.03	0.01	0.01	0.02	0.02	0.01	0.03	0.03	0	0.05
ENSMUSG00000086800	0.02	0	0	0	0	0	0	0	0	0	0.06	54.96	29.7
ENSMUSG00000020340	86.71	119.78	2.34	0.33	13.66	19.5	18.4	2.86	4.45	6.65	4.92	0.76	0.23
ENSMUSG00000034837	0.06	0.05	0.04	2.12	0	0.01	0.03	0.07	0.08	0.1	0.02	0.01	0
ENSMUSG00000032482	55.53	70.08	0.61	2.02	0.34	0.26	0.52	1.19	0.69	1.18	0.87	0.68	1.16
ENSMUSG00000087461	0.22	0.49	0.08	0.01	0.03	0.02	0.04	0.02	0	0.01	0.01	0.02	0
ENSMUSG00000043673	5.17	3.57	2.36	0.08	1.01	1.18	1.24	0.17	0.19	0.12	0.66	0.09	0.15
blastnHuman.ENSG00000251574	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044390	1.52	1.71	1.74	0.16	0.76	0.22	0.34	0.38	0.21	0.06	0.68	0.71	0.85
Locus_86992	0	0	0	0	0	0	0	0	0	0	0	0.71	8.27
ENSMUSG00000033902	7.63	15.59	5.8	1.66	16.74	10.71	9.99	9.7	6.37	12.12	7.49	26.44	69.59
CUFF.96620	0	0	0	0	0	0	0	0	0	0	0	0.47	0.51
ENSMUSG00000032038	11.65	6	1.97	49.22	42.94	52	48.85	14.49	29.45	23.12	17.46	8.86	7.58
Locus_12917	0	0	0	0	0.21	0.14	0.08	0	0	0	0	0	0
Locus_52514	0	0	0	0	0	0	0	0	0	0	0	1.11	5.65
Locus_105491	0	0	0	0	0	0	0	0	0	0	0	1.46	7.35
ENSMUSG00000031631	9.1	8.62	8.52	9.19	9.37	7.66	7.12	6.79	4.4	4.1	7.62	161.29	203.69
ENSMUSG00000021221	0.09	0.31	0.21	0.09	2.62	0.31	0.4	3.31	1.12	1.03	4.2	5.24	11.01
ENSMUSG00000020961	0.22	1.08	1.68	0.72	1.88	2.13	2.71	2.65	5.05	5.9	1.57	4.46	2.82
ENSMUSG00000029821	1.52	1.96	0.62	0.22	0.31	0.23	0.36	0.06	0.79	0.05	1.62	0.57	0.79
ENSMUSG00000059305	0.54	0.11	0.21	1.16	0.43	0	0.06	1.69	0.3	0.46	0.64	0.27	0.14
ENSMUSG00000079484	3.22	2.38	0.87	5.72	1.11	1.5	1.16	1.19	0.24	1.7	0.29	0.19	0.23
Locus_2693	0.07	0	0	0	1.49	0.77	1.29	0.22	0	0	0.37	0.08	1.11
ENSMUSG00000024978	12.55	15.05	12.97	88.49	84.01	80.72	76.16	7.07	5.4	6.15	4.68	4.39	6.75
ENSMUSG00000079194	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025898	5.65	19.08	2.55	14.55	26.91	10.67	9.82	14.79	5.84	3.13	31.39	7.9	44.34
blastnHuman.XLOC_004600	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085901	0.54	0.78	0.02	0	0.01	0.05	0.03	0.04	0.03	0.04	0	0	0
ENSMUSG00000035551	0.29	0.18	0	0	0	0.01	0.01	0.02	0.45	0.03	0.65	0.06	0.08
ENSMUSG00000042078	22.6	24.33	0	0	0.03	0.01	0.01	0.1	0.03	0.19	0	5.24	4.8
Locus_22545	0	0	0	0	0	0	0	0	0	0	0	0.38	0.52
ENSMUSG00000050953	71.19	66.3	21.85	2.63	531.85	266.37	339.42	26.37	9.77	15.52	44.88	17.41	46.64
Locus_87746	0	0	0	0	0	0	0	0	0	0	0	1.61	4.01
ENSMUSG00000024743	36.66	61.5	1.92	0.32	9.94	5.26	5.1	0.51	0.23	0.72	0.14	3.83	8.9
Locus_2853	0	0	0	0	0	0	0	0	0	0	0	3.35	0.61
CUFF.94805	0	0.96	0	0	0.18	0	0	0	0	0	0	0	0.49
Locus_71820	0.24	0	0.07	0	0	0	0	0	0	0	0	2.73	0.52
Locus_71150	0	0	0	0	0	0	0	0	0	0	0	2.87	0.97
Locus_99789	0	0	0	0	0	0	0	0	0	0	0	0.42	1.57
ENSMUSG00000024131	0.11	0.03	5.63	153.15	0.18	0.45	0.29	2.55	0.19	1.11	0.25	0.66	0.18
ENSMUSG00000031681	4.84	4.01	5.78	6.29	8.08	9.52	9.84	6.44	1.57	7.45	1.46	4.68	3.36
ENSMUSG00000079703	0.11	0	0	0	0	0	0	0	0	0	0	6.92	6.89
ENSMUSG00000048521	0.03	0	0	0.57	0.32	0.78	1.04	0.04	0.33	0.11	0.36	0.06	0
ENSMUSG00000000058	8.19	2.05	6.57	2.08	3.55	22.48	29.16	2.64	1.5	6.12	0.77	1	0.24
ENSMUSG00000055409	11.92	12.81	1.9	0	0.7	0.45	0.43	0.19	0.01	0.04	0.03	0.13	0.11
ENSMUSG00000030654	145.33	67.64	82.15	144.36	31.02	58.72	56.33	92.32	117.08	101.42	92	113.96	61.52
ENSMUSG00000024570	32.73	21.29	5.74	51.15	34.71	12.64	14.14	38.71	22.79	17.12	39.12	24.69	23.57
CUFF.204848	0.09	0	0	0	0.05	0.06	0.12	0.14	0	0	0	2.01	1.29
CUFF.20915	0	0.05	0	0	0.04	0	0.04	0	0	0	0	0.48	0.5
ENSMUSG00000043087	0	0	0	0	0	0	0	0	0	0	0	0	0
blastnPan.Locus_566	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025478	4.21	6.28	2.96	0.01	13.52	14.86	15.58	0.22	0.27	0.06	0.14	1.96	2.41
Locus_54187	0	0	0	0	0	0	0	0	0	0	0	2.8	1.54
ENSMUSG00000040883	14.27	7.55	7.67	342.31	20.18	15.18	17.96	6.58	5.62	3.64	4.63	103.16	91.49
ENSMUSG00000034709	40.12	37.53	9.25	17.66	15.96	11.93	11.67	15.62	10.6	10.42	14.33	7.36	8.23
ENSMUSG00000073676	42.43	10.93	13.91	170.36	62.71	29.09	30.33	41.33	43.14	12.12	174.74	14.15	14.02
ENSMUSG00000078734	0.46	0.07	0	0	0	0	0	0	0	0	0	4.31	1.18
ENSMUSG00000032968	6.78	7.09	2.49	0.02	238.05	195.1	279.39	1.72	1.53	3.38	0.24	28.86	15.72
Locus_98790	0	0	0	0	0.03	0.04	0.08	0.09	0	0	0	0	0
ENSMUSG00000031776	66.93	42.77	56.69	4.68	19.59	31.65	28.86	19.7	25.02	19.06	22.09	252.7	152.28
ENSMUSG00000066839	18.16	16.25	9.41	28.38	6.65	6.14	8.38	5	12.29	7.77	7.09	19.43	26.82
ENSMUSG00000064105	6.16	5.99	2.71	3.99	3.59	3.98	4.53	7.28	4.91	17.17	2.06	0.85	0.73
ENSMUSG00000046027	1.2	1.39	4.18	16.35	6.2	10.61	8.49	7.9	2.6	8.49	1.57	0.82	1.31
Locus_111399	0.1	0	0	0	0	0	0	0	0	0.08	0.09	1.05	4.11
ENSMUSG00000002768	148.31	165.59	27.6	170.01	124.44	32.56	32.33	169.09	56.45	46.65	216.48	2789.43	4383.09
ENSMUSG00000030423	28.32	9.5	19.68	19.74	27.3	24.55	22.51	19.82	10.02	14.18	27.1	46.62	14.15
ENSMUSG00000074373	0	0	0	0	1.99	2.41	2.07	0	0	0.06	0	0	0
ENSMUSG00000022514	6.18	3.85	3.66	25.6	1.42	1.77	2.21	1.34	1.41	0.93	1.64	0.57	0.87
ENSMUSG00000000276	13.13	17.47	1.83	0.69	2.21	2.71	2.22	6.87	3.08	2.1	8.18	3.78	3.52
Locus_86551	0	0	0	0	0	0	0	0	0.5	0.48	0.16	1.65	1.79
ENSMUSG00000023036	12.25	13.58	3.82	0.71	5.08	6.44	6.76	1.53	2.13	2.02	1.84	2.61	2.55
Locus_47099	0	0	0	0	0.08	0	0	0	0	0	0	0.62	0
ENSMUSG00000075149	0	0	0	0	0	0	0	0	0	0	0	0	0
CUFF.153454	0.04	0.26	0	0	0	0	0	0	0	0.07	0.07	0.58	0.13
ENSMUSG00000066153	0.11	0	0	839.54	0.05	0	0	0	0	0	0	0	0
ENSMUSG00000023990	1.89	1.26	0.65	1.82	2.06	0.64	0.88	8.16	12.21	6.68	12.53	1.19	1.76
ENSMUSG00000033152	44.84	44.04	3.53	0.06	5.2	2.24	2.21	0.87	0.4	0.52	0.11	3.07	3.19
ENSMUSG00000031357	15.17	9.63	8.94	47.58	28.19	41.8	41.21	41.15	22.24	44.23	21.44	15.47	23.59
ENSMUSG00000031023	2.46	2.56	4	16.98	8.99	9.95	9.48	19.66	10.37	20	9.73	33.58	27.92
ENSMUSG00000055210	0.1	0	3.27	0.03	0.07	0.12	0.12	0.03	0.33	0.2	0.02	0.11	0.03
Locus_35168	0	0	0	2.03	0	0	0.03	0	0	0	0	0.83	1.19
ENSMUSG00000091515	0	0	0.11	0.06	0	0.07	0	0	0	0	0	0	0
Locus_74371	0.08	0.08	0	0	0	0	0	0.08	0.07	0.04	0	12.27	9.37
ENSMUSG00000090696	0	0	0	0	0	0	0	0	0	0	0	0	0.09
ENSMUSG00000021156	31.7	36.93	13.88	19.74	25.44	21.93	22.1	12.14	4.78	10.78	5.99	4.63	10.04
ENSMUSG00000038233	1.93	3.34	0.52	4.7	1.38	1.67	1.75	0.04	0.02	0.01	0	0.25	0.24
ENSMUSG00000018736	38.93	38.11	14.04	24.28	24.13	15.03	15.58	60.71	17.32	43.56	29.76	45.91	94.26
ENSMUSG00000073846	0	0	0	0	0	0.05	0	0.13	0	0.49	0.15	0	0
ENSMUSG00000090421	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069796	0	0	0	0	0.14	0.13	0.05	0	0	0	0	0.04	0.29
ENSMUSG00000081984	0.84	0.37	0.36	0.02	0.6	0.25	0.23	0.34	0.38	0.23	0.59	476.07	381.78
ENSMUSG00000024308	15.69	12.6	6.1	84.76	44.29	28.13	27.16	126.06	50	108.02	87.1	63.22	56.79
ENSMUSG00000001750	2.08	1.66	8.23	8.63	7.74	7.41	8.89	3.95	9.76	9.42	4.11	0.83	0.67
ENSMUSG00000073664	1.62	2.24	4.05	3.91	2.98	4.25	4.56	3.7	1.39	4.38	1.28	1.08	2.54
ENSMUSG00000038671	10.08	9.96	7.52	8.89	10.23	8.32	8.49	10.08	7.84	8.05	12.02	17.58	14.78
ENSMUSG00000025207	4.67	6.62	9.66	79.89	2.06	3.1	3.15	4.42	9.11	10.67	3.1	1.39	1.42
blastnMacaque.Locus_39597	0	0	0	0	0	0	0	0	0	0	0	0	0
CUFF.181	0.08	0.49	0.07	0	0.01	0.05	0.03	0	0	0	0	0.01	0.04
ENSMUSG00000044117	104.35	92.89	0.69	0.03	0.05	0.1	0.06	0.07	0.04	0.07	0	11.38	15.59
Locus_7271	0.14	0.76	0.07	0	0	0.02	0.03	0	0	0.1	0	0.98	1.88
ENSMUSG00000069911	1.01	0.49	0.27	0.01	0.04	0.16	0.23	0	0.01	0	0.01	0.73	2.03
ENSMUSG00000026094	2.19	1.56	3.33	5	4.5	9.84	10.17	9.75	12.28	12.07	8.08	17.27	12.84
ENSMUSG00000025059	2.95	3.07	7.69	24.36	1.05	1.88	1.68	0.33	0.17	0.41	0.24	0.26	0.32
ENSMUSG00000040464	1.57	1.22	1.95	4.48	2.22	3.61	3.06	2.19	1.95	0.83	2.89	2.19	3.21
ENSMUSG00000036067	5.25	4.36	0.09	0.09	0.06	0.08	0.04	0	0.12	0.15	0.06	0.07	0.1
ENSMUSG00000071561	0	0	0	0	0	0	0	0.2	0	0.22	0	0.15	0
ENSMUSG00000075132	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_40388	0	0	0	0	0	0	0	0	0	0	0	7.59	3.37
CUFF.22682	0	0	0	0	0	0	0	0	0	0	0	0.61	0
Locus_34626	0	0	0	0	0.12	0	0.13	0.3	0	0	0	0.69	0
ENSMUSG00000075511	0.27	0.72	1.64	1.41	0.82	1.85	1.61	0.7	1.05	1.66	0.51	119.86	92.8
ENSMUSG00000046159	7.11	12.58	0.75	0.4	0.29	0.2	0.19	0.07	0.05	0.01	0.1	0.05	0.03
ENSMUSG00000045007	26.23	22.93	0.48	0.14	2.59	1.43	1.39	0.91	0.27	1.38	0.33	1.06	2.46
blastnGorilla.Locus_240057	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086187	0	0.1	0.08	0	0.05	0.19	0.34	0.54	0.14	0.44	0	0.61	1.1
ENSMUSG00000087605	0	0	0	0.04	0.05	0.05	0.15	0.12	0.1	0.07	0	0	0
ENSMUSG00000041025	4.65	9.06	3.19	5.07	12.82	5.32	5.57	18.84	13.39	10.81	34.48	1	2.14
ENSMUSG00000074406	0.83	1.24	1.68	1.21	1.24	0.92	1.44	0.92	3.27	2.64	0.76	1.64	3.32
ENSMUSG00000021774	19.46	7.21	8.77	10.92	3.86	7.38	6.98	10.19	9.17	10.24	7.73	7.38	2.68
blastnPlatypus.Locus_108881	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_7476	0	0	0	0	0	0	0	0	0	0	0	0.93	0
ENSMUSG00000045201	10.39	5.12	1.18	0.06	0.71	0.84	0.74	0.13	0.07	0.05	0.2	0.02	0
ENSMUSG00000086457	0	0	0.03	0	0.02	0.02	0	0	0	0.03	0	0.45	0
ENSMUSG00000010122	0.94	0.47	15.08	47.95	1.94	3.64	2.6	0.33	0.61	0.05	0.15	0.29	0.62
Locus_111294	0	0.15	0	0	0	0	0	0	0	0	0	0	2.1
ENSMUSG00000042426	10.13	9.63	11.99	10.07	11.78	6.5	6.5	9.49	11.39	6.14	19.49	16.28	32.61
ENSMUSG00000079463	0.07	0.16	0.16	0.11	0.32	0.54	0.47	0.13	0.08	0.27	0.15	0.1	0.18
ENSMUSG00000023025	2.53	2.26	8.54	10.31	4.46	7.95	8.5	4.69	10.96	6.36	9.63	2.91	4.14
blastnOpossum.Locus_35378	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086276	0.38	0.03	0.92	0.99	0.42	0.62	0.41	1	0.34	0.86	0.1	0.59	0.16
Locus_52646	0	0	0	0	0	0	0	0	0	0	0	0.59	0.8
ENSMUSG00000047181	10.68	22.22	5.25	0.13	4.86	2.3	2.61	1.25	3.73	1.22	2.63	0.34	0.26
ENSMUSG00000013562	0	0	0	0	0.09	0.09	0	0	0	0	0	0	0
ENSMUSG00000029223	288.4	156.46	4.73	0.03	17.53	16.65	11.47	4.96	0.95	0.23	2.05	32.84	13.49
ENSMUSG00000074489	0.4	0.18	0.04	0.15	0.05	0.06	0.03	11.45	7.8	1.88	12.65	0	0.12
ENSMUSG00000046311	6.7	4.54	7.13	6.41	4.47	10.24	10.26	3.79	3.87	5.46	2.41	11.24	10.52
ENSMUSG00000085282	2.35	2.28	0.98	0.2	1	0.74	0.85	0.19	0.1	0.1	0.13	0.22	0.39
ENSMUSG00000041570	19.04	42.21	12.33	7.9	13.5	10.93	11.54	21.07	8.93	16.03	13.52	17.21	81.43
ENSMUSG00000028838	10.07	13.14	0.1	0.65	0.45	0.25	0.26	8.63	12.3	19.44	9.61	0.12	0.68
ENSMUSG00000003469	95.08	122.16	0.37	0.01	3.39	2.11	1.64	0.13	0.05	0.1	0.03	0.29	7.86
blastnGorilla.CUFF.32414	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048775	0	0	0	0	0	0	0	0	0	0	0	0.02	0
Locus_71006	0	0	0	0	0	0	0	0	0	0	0	0.6	0
ENSMUSG00000025401	0.57	0.68	0.36	0.07	1.26	0.79	0.61	0.16	0.06	0.14	0.05	12.76	31.35
ENSMUSG00000052276	0.23	0.25	0	0	0.09	0.15	0.1	0	0	0	0	0.02	0.63
Locus_99886	0	0	0	0	0	0	0	0	0	0	0	2.18	7.32
ENSMUSG00000045337	0.97	0	0	0	0	0	0	0	0	0.14	0	5.88	0.51
ENSMUSG00000047098	2.33	4.59	3.16	3.16	4.05	4.3	4.79	5.27	9.17	9.75	4.57	1.41	1.33
CUFF.38109	0.07	0.32	0	0	0	0	0	0	0	0	0	0.12	0.99
Locus_86205	0	0	0	0	0	0	0	0	0	0	0	0.3	1.07
ENSMUSG00000013593	114.14	76.99	54.82	198.79	80.11	64.69	62.72	69.61	73.6	61.3	91.81	82.15	73.32
ENSMUSG00000087203	0	0.04	0.03	0	0.06	0.1	0.13	0	0.01	0.02	0	0.13	0.08
Locus_93137	0.08	0	0	0	0	0	0	0.12	0	0.2	0.28	36.27	217.81
ENSMUSG00000017211	0	0	0	0	0	0	0	0.03	0	0	0	0.15	0.13
ENSMUSG00000022346	1.45	1.14	8.41	3.95	18.37	15.97	13.73	2.05	30	2.6	32.55	0.28	0.06
ENSMUSG00000060703	9.72	6.53	4.41	304.51	15.53	15.41	13.02	1.66	0.43	1.16	0.81	8.73	14.45
ENSMUSG00000063949	0	0	0	0	0	0	0	0	0	0	0	0.03	0
CUFF.234594	0	0	0	0	0	0	0	0	0	0	0	0.22	1.76
ENSMUSG00000070577	0.04	0.05	0.01	0	0.02	0.01	0.01	0.14	0.1	0.04	0.16	0.05	0.31
ENSMUSG00000071616	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031304	0.83	0.26	4.19	3.29	3.14	3.59	3.78	33.22	55.43	29.84	60.9	0.26	0.13
Locus_60460	0	0	0	0	0	0	0	0	0	0	0	0.89	0.72
blastnHuman.ENSG00000225865	0.15	0	0	0	0	0	0	0	0	0	0	0	0
Locus_99041	0.15	0.35	0.14	0	0.4	0.09	0.15	0	0	0	0.06	3.35	3.88
ENSMUSG00000091127	2.46	4.27	0.34	1.99	3.75	1.89	1.02	3.19	0.49	1.43	1.16	14.77	32.16
ENSMUSG00000022991	0.21	0	1.41	0	0.04	0.04	0	0	0	0	0.06	0.04	0.11
Locus_98759	0	0	0	0	0	0	0	0	0	0	0	1.3	1.17
Locus_53882	0	0	0	0	0	0	0	0	0	0	0	3.15	8.24
Locus_35421	0	0	0	0	0	0	0	0	0	0	0	2.84	5.24
ENSMUSG00000021679	0	0	0	0	0.17	0.06	0	3.49	0.13	0.32	1.4	1.98	2.83
ENSMUSG00000085019	0.07	0	0.06	0.04	0.04	0	0	0	0	0	0	0.12	0.21
ENSMUSG00000022755	0.01	0	0	0.01	2.12	4.66	5.5	0.09	0.2	0.11	0.1	0.53	0.15
ENSMUSG00000043885	11.37	18.14	9.74	3.34	6.38	7.14	6.84	8.82	2.29	5.55	2.92	3.32	3.93
ENSMUSG00000033581	0.18	0.13	4.99	0.2	3.1	1.69	1.38	24.05	26	19.13	53.71	0.42	0.24
Locus_52570	0	0	0	0	0	0	0	0	0	0	0	0.77	0.46
