Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Placenta_Indiv1	Placenta_Indiv2	Placenta_Indiv3	Testis_Male1	Testis_Male2	Testis_Male3
ENSMODG00000023922	1.19	1.54	6.5	1.51	1.78	0.99	2.71	0.23	1.57	0.64	0.31	19.82	4.29	3.29	2.13	0.6	27.54	49.35	253.31
ENSMODG00000000938	0.45	0	0	0	0	0	0	0.5	0	0.92	0.68	0	1.22	0.3	0.16	0	0	0	0.09
ENSMODG00000023171	0	0	0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	313.36	434.85	364.45
ENSMODG00000005108	0.99	1	0.43	1.21	0.35	16.76	7.59	6.43	7.65	3.43	2.47	2.72	3.53	1.82	2.01	2.82	13.58	14.74	11.62
ENSMODG00000015899	3.31	2.68	3.27	7.6	6.67	18.37	15.08	10.79	9.16	14.48	14.71	10.71	13.24	9.3	3.39	7.05	5.55	8.26	6.36
ENSMODG00000018029	0.05	0.1	0.14	0	0.23	0.24	0.12	0.55	0.94	1.28	0.57	1.48	2.76	8.21	2.47	9.24	6.27	5.04	4.72
Locus_420222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	3.2	3.56	0
ENSMODG00000008485	7.84	5.04	4.93	14.54	12.57	21.54	16.14	32.4	25.77	19.19	25.03	28.01	25.08	53.48	23.27	22.28	418.78	377.57	353.48
ENSMODG00000001720	16.31	14.96	15.67	16.77	12.53	1.16	0.57	0.36	0.14	0.25	0.12	0.17	0.22	0.05	0.03	0.03	0.06	0.09	0.08
Locus_322290	51.63	55.61	75.32	39.88	42.82	0.07	0.02	0.32	0.12	0	0	0.19	0.12	0	0	0.06	0	0	0.1
ENSMODG00000008913	3.45	4.21	4.44	1.96	2.15	1.5	2.16	3.07	3.41	6.59	5.46	4.04	2.69	11.37	3.76	6.1	4.25	2.88	4.34
blastnPlatypus.Locus_169188	0	0	0.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_375125	0.12	0.52	0	0	0.28	11.29	5.38	4.16	1.57	0.64	0	1.09	0.81	0.62	1.55	1.3	1.38	1.14	0.12
Locus_320287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.59	17.96	60.73
ENSMODG00000002093	0.08	0	0	0.1	0	0	0	0	0	0.22	0	0.25	0.12	0	0	0	1.87	0.61	1.5
ENSMODG00000007332	5.38	4.44	7.31	3.11	3.01	2.72	6.8	2.42	2.4	2.15	2.12	4.88	3.71	3.72	4.85	5.24	12.87	17.89	29.08
Locus_231793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88	1.26	1.74
Locus_191046	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.28	0	0.59	1.45	1.57
Locus_230917	0	0	0	0	0	0	0	0	0	0	0	3.59	0.88	0	0	0	0	0.75	0.2
ENSMODG00000021226	9.08	6.7	11.85	69.79	61.86	0	0	0	0.21	0	0.19	0.55	0.32	4.09	0.13	10.4	8.23	7	10.09
ENSMODG00000018070	0.06	0	0.42	0.05	0.18	0	0.06	0	0	0	0.15	1.22	0.23	0.13	0.07	0.04	142.6	232.22	880.83
Locus_319176	0	0	0	0	0	0	0	0.12	0	0	0.34	0.09	0.03	0	0	0	0.66	0.65	0.66
Locus_419230	0	0	0	0	0	4.57	9	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000013487	3.8	4.9	16.27	2.8	2.68	1.1	1.81	0.71	1.27	1.66	2.1	13.48	8.68	6.4	4.02	4.25	1.8	2.36	7.58
Locus_122480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3	5.91	9.17
ENSMODG00000022598	25.71	44.83	18.63	30.74	33.71	31.16	29.77	11.86	14.1	6.1	1.64	14.05	13.07	18.33	50.79	27.93	28.58	18.03	27.87
ENSMODG00000014762	0.04	0	0	0	0	0	0	0	0	0	0	0	0.06	0.27	2.65	0.17	0.15	0	0.36
ENSMODG00000005639	24	45.5	57.84	22.33	28.4	71.67	89.36	4.98	8.61	5.74	5.99	33.48	26.14	4.63	9.01	5.97	41.96	74.26	67.15
Locus_322322	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0.33	0	2.71	1	1.27
ENSMODG00000017703	25.18	25.82	34.98	24.73	21.18	29.02	33.92	28.56	31.31	36.78	28.69	31.09	18.31	50.83	14.16	22.84	193.65	286.73	260.09
ENSMODG00000003688	4.92	4.61	4.71	3.62	2.68	2.91	1.68	7.55	3.19	3.74	3.8	12.19	8.63	5.52	1.54	4.35	2.37	2.14	5.11
ENSMODG00000018553	0.05	0.22	0.2	0.12	0	0	0	0	0.23	0.55	0	0.89	1.31	7.79	1.52	7.69	0.2	0.1	0.21
ENSMODG00000004118	144.63	320.22	66.8	290	296.38	2571.25	1804.42	575.07	517.63	634.06	698.72	18.49	84.25	41.33	303.78	318.28	117.55	110.67	19.04
Locus_321128	0	0	0	0	0	0	0	0	0	0	0	19.14	2.56	0.87	0	0	0.49	0.24	0.13
ENSMODG00000010195	1.27	0.98	1.7	2.85	2.46	0.79	0.86	0	0.12	2.56	0.95	0.14	0.05	0.69	0.07	0.29	3.8	4.53	6.25
ENSMODG00000025648	1.3	0.82	1.14	0.94	0.67	0.79	0.9	0.37	0.56	0.34	0.38	1.34	1.2	1.39	1.03	1.31	1.34	0.69	1
ENSMODG00000022817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06
ENSMODG00000011933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000018611	8.95	11.77	10.32	22.42	18.77	17.88	10.99	12.43	6.88	12.83	11.29	7.5	9.87	12.18	24.65	14.64	21	21.41	15.13
Locus_120882	0.38	0.2	0.09	0.22	0.11	0.45	0.23	0.26	0	0	0	0.05	0.07	0.16	0.17	0	0.35	2.94	1.04
ENSMODG00000010440	0.98	1.65	3	0.49	0.3	0.51	0.72	1.25	1.34	0.14	0.4	29.08	19.83	1.1	1.36	0.66	20.52	18.68	37.3
ENSMODG00000002870	10.69	3.89	8.51	10.74	8.4	9	4.05	3.36	1.27	1.39	0.8	4.89	1.82	1.43	0.46	0.35	74.33	144.68	302.09
blastnPlatypus.Locus_170918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000023410	0	0	0	0	0	0	0	0	0	0	1.08	0	0.21	0	0	0	0	0	0
ENSMODG00000003929	0.79	0.4	0.12	0	0.07	0.3	0.71	0.27	0.54	0.49	0.72	1.33	3.05	1.9	0.73	16.64	3.53	3.19	1.55
Locus_315167	0	0	0	0	0	0	0	10.86	14.01	0	0	0.03	0	0	0	0	0	0	0.03
ENSMODG00000023466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000013897	5.1	6.23	12.69	8.36	9.48	11.01	16.39	8.02	10.13	4.35	3.94	4.39	3.47	3.06	6.69	4.25	1.07	1.12	1.22
ENSMODG00000014083	0	0	0.08	0	0	0	0	0	0	0	0	0	0.03	0	0.08	0	248.27	271.76	378.55
ENSMODG00000007202	3.91	5.26	5.91	5.12	3.32	4.64	6.59	7.04	10.53	13.16	11.32	10.09	5.26	10.86	10.66	9.88	3.97	5.21	6.16
Locus_322114	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0.32	0.58	0.28	0.77
ENSMODG00000003270	18.52	21.67	16.23	16.89	16.48	17.01	11.6	11.68	15.55	15.03	24.61	32.02	35.87	35.22	57.96	81.66	86.96	107.96	90.57
ENSMODG00000000280	106.13	102.61	145.14	175.98	172.69	113.57	85.12	140.87	159.21	192.31	195.88	181.58	144.89	102.61	120.17	136.75	198.41	248.41	147.99
ENSMODG00000007456	0	0	0	0	0.04	0	0	0	0	0.1	0	0.93	1.16	0.91	2.13	1.78	0.14	0.21	0.11
ENSMODG00000002125	1.88	1.6	1.18	0.53	0.35	7.43	3.78	7.06	5.67	13.43	6.56	1.84	2.45	16.13	2.94	12.76	3.92	4.85	2.5
ENSMODG00000008189	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0.75	0	0	0
ENSMODG00000001594	76.18	89.56	99.66	27.72	36.65	8.16	13.31	8.07	5.33	10.69	19.17	27.91	33.39	27.47	16.63	34.59	8.81	8.15	15.95
CUFF.161111	0.07	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41	1.19	0.29
Locus_322059	0.04	0.18	0.08	0.1	0.1	0	0.07	0	0	0	0	0.04	0	0	0	0	0.16	1.03	1.42
ENSMODG00000016676	29.26	30.04	27.76	36.17	35.57	19.45	18.02	13.87	13.79	15.07	13.12	23.16	22.29	14.17	16.14	10.09	13.08	15.67	13.13
ENSMODG00000005615	8.47	3.71	5.14	7.11	7.87	20.79	12.39	12.12	6.32	25.12	21.93	6.3	4.2	4.73	0.76	2.91	15.47	19.04	14.82
Locus_88756	0	0	0	0	0	0	0	0	0	0	0	0.26	0.06	0.3	0	0	1.32	1.63	3.01
ENSMODG00000023066	0.13	0.53	0.08	0	0	0	0	0.12	0	0	0	4.63	1.23	0.78	0	0.18	6.33	6.63	9.46
ENSMODG00000008936	3.7	2.55	2	0.11	0.05	0	0	0.07	0	0	0	0	0.02	0	0	0	0.18	0.26	0.26
ENSMODG00000007540	1.19	1.25	1.03	0.34	0.55	7.43	8.61	0.78	0.71	0.34	0.5	6.96	5.18	0.79	0.33	1.19	0.28	0.14	0.33
ENSMODG00000000757	4.05	3.84	5.91	2.68	2.38	2.35	1.08	4.8	4.67	3.48	7.01	22.53	8.48	10.31	2.84	7.97	16.89	19.47	53.18
ENSMODG00000017595	11.19	25.88	20.41	28.21	29.48	13.32	8.61	13.18	15.04	13	14.76	16.96	9.12	19.35	21.2	9.88	32.44	19.43	37.7
CUFF.290657	0	0	0	0	0	0	0	0	0	0	0	0.02	0	16.29	0	0.1	0	0	0
ENSMODG00000003229	18.51	36.33	8.54	37.01	45.01	41.62	20.98	26.46	28.64	16.64	19.38	9.35	15.59	7.38	38.17	13.8	6.73	5.1	2.12
Locus_89946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49	2.57	1.6
ENSMODG00000015616	72.11	101.03	87.16	83.23	96.45	223.29	132.82	127.86	108.56	124.91	160.22	77.18	71.25	122.62	172.57	131.18	72.52	58.53	100.93
ENSMODG00000001522	13.69	8.37	13.03	2.61	2.22	2.28	3.25	2.05	2.17	2.41	1.88	3.94	2.85	7.99	1.44	5.28	11.25	13.77	13.48
ENSMODG00000002074	1.41	3.25	1.64	1.9	2.44	0.35	0.12	0.2	0.21	0	0	1.29	3.82	0.16	1.39	0.41	1.72	2.63	1.41
ENSMODG00000016636	4.11	1.44	4.47	2.27	1.35	25.82	36.74	1.66	1.46	0	0	6.29	4.04	7.65	5.64	9.42	1.47	1.09	2.91
blastnMacaque.Locus_244981	0	0	0	0	0	0	0	0	0	0	0	0	0.28	0	0	0	0	0	0
ENSMODG00000000339	2.03	1.21	3.78	2.26	1.97	1.68	1.57	3.44	3.8	2.87	4.95	12.32	6.02	10.2	0.75	3.68	32.7	33.02	66.51
ENSMODG00000012098	0.06	0	0	0.28	0.14	0	0	0	0	0	0	0.24	6.34	12.75	12.03	44.71	2.49	2.12	0.85
ENSMODG00000015163	0	0	0	0	0	0	0	0	0.16	60.35	114.67	0	0.03	0.06	0	0.08	0.57	0.42	0.68
Locus_231444	0	0	0	0	0	0	0.26	0	0	0	0	0.16	0.35	0	0	0	0	0.88	0.32
Locus_186188	3.61	3.91	4.02	0.66	0.58	0	0.12	0	0.15	0	0	0.04	0.05	0	0	0	0	0	0.04
ENSMODG00000007027	5.99	9.86	19.37	1.27	1.49	2.17	6.05	1.83	2.34	3.11	6.51	16.64	12.45	10.37	13.18	11.06	2.8	3.32	7.22
ENSMODG00000004114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63	0	0.59
blastnPlatypus.Locus_165074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_121367	0	0	0	0	0	0	0	0	0	0	0	0.39	0.24	0	0	0.14	0.74	0.36	5.79
ENSMODG00000014232	17.44	16.75	8.9	25.58	21.6	343.39	244.58	146.2	144.87	160.16	204.2	27.29	53.41	25.34	125.34	86.19	62.25	31.39	20.55
ENSMODG00000004295	4.83	4.23	2.27	4.09	3.44	17.86	17.07	9.95	8.23	9.04	7.1	3.92	6.74	4.24	6.65	8.44	1.22	1.11	0.9
ENSMODG00000023079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000024298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000022898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000005103	0.08	0.07	0	0.04	0	0.24	0.3	0.19	0.07	0.79	0.26	0.48	0.33	0.45	0.36	0.5	1.77	1.34	1.86
ENSMODG00000024750	0.25	0.66	0.12	0.73	1.01	6.23	3.21	9.03	17.04	82.73	82.09	7.76	9.85	22.21	9.44	15.81	0.83	0.41	0.38
ENSMODG00000001231	0.16	0.34	0.16	0.19	0.19	0	0.13	0	0	0	0	0	0.12	0.14	0.15	0.17	0.61	0.6	1.06
CUFF.297559	0.1	0	0	0	0	0.46	0.15	0.27	0	0	0	2.08	3.35	0.32	0.34	0	0	0.18	0.1
Locus_121552	0.29	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0.71	1.4	0.67
ENSMODG00000015051	4.37	4.05	3.16	6.9	5.57	1.34	0.69	85.24	92.66	0.19	0	20.46	21.02	8.35	11.97	14.74	8.53	16.45	5.19
Locus_372404	0.35	0	0.84	0	0.4	0	1.4	0	0.37	0.9	0.66	0	0.06	0	0	0	0	0.16	0.09
Locus_189584	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0.78	1.06
ENSMODG00000003199	10.98	14.88	9.27	10.45	23.8	27.77	31.93	37.61	49.8	34.95	46.18	7.77	16.98	13.5	35.93	31.2	5.31	7.52	4.89
ENSMODG00000008070	1.25	1.15	0.53	0.86	1.37	0	0.03	0	0.07	0.25	0.37	0.03	0.05	0.05	0	0	1.44	1.72	1.21
ENSMODG00000006925	68.73	58.26	60.76	19	31.48	32.18	13.28	44.04	28.17	10.04	7.77	27.21	13.36	37.59	7.67	7.7	1.38	1.97	1.5
ENSMODG00000011787	22.85	21.94	84.53	17.74	16.02	11.55	10.07	17.01	16.12	24.85	26.24	36.43	7	118.06	12.15	27.31	20.24	32.22	57.24
ENSMODG00000005997	4.24	2.96	1.92	6.04	9.01	1.19	0.18	1.98	0.05	0.51	0.19	0.88	0.79	0.1	0.13	0.1	8.72	5.33	5.11
Locus_322223	0	0	0	0	0	0	0	0	0	0	0	0.13	0.2	0	0	0	0.51	0	0.81
Locus_321564	0	0	0	0.4	0	0	0	0	0	0	0	0.85	0	1.44	0.93	0.73	0.64	0.95	0.35
ENSMODG00000003327	7.97	9.23	11.54	7.35	7.24	5.55	6.79	4.78	4.23	3.94	5.72	5.97	8.5	5.74	8.95	8.61	13.12	13.96	22.31
Locus_91651	1.13	2.95	0.82	0	0.32	0	0	0	0	0	1.08	0.42	0.2	0	0	0	0	0	0
Locus_88423	0.23	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	3.22
ENSMODG00000003417	3.32	2.9	6.17	1.64	0.77	0	0	6.44	0.25	8.61	0	2.34	0.99	2.05	2.06	0.04	0.07	0.07	0.36
ENSMODG00000012759	20.38	30.8	24.77	30.1	33.41	49.65	55.84	38.92	48.88	50.36	47.61	33.29	35.86	21.5	65.62	31.19	25.02	21.62	23.88
ENSMODG00000014164	210.86	196.38	211.7	184.65	195.7	364.01	194.03	3.01	2.2	0.44	0.23	20.31	17.07	10.58	27.9	4.01	61.09	67.72	61.76
Locus_35840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51	0	1.21
ENSMODG00000000657	19.35	11.31	2.27	1.62	1.61	0	0.19	4.94	2	4.86	7.18	2.08	0.94	0.39	0	1.24	5.26	3.68	1.29
ENSMODG00000019170	4.59	9.66	3.49	65.78	77.61	23.41	8.11	5.06	8.37	0.22	0	1.36	2.53	0.28	0.75	0.35	93.8	57.61	35.95
Locus_419034	0	0.84	0	0.12	1.27	0.48	2.27	0.28	2.56	2.08	4.99	0.39	0.69	0.59	6.92	2.11	0.94	0.28	0.45
Locus_92622	0.87	0.52	0	0.28	0.56	0	0.2	0.35	0	0	0	0	0.27	0	0	0	0	2.04	0.49
Locus_314809	1.61	1.79	1.78	2.22	1.27	0.1	0	0.3	0.36	0	0	0.13	0.08	0	0.11	0	0.16	0	0.04
blastnHuman.XLOC_004562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000023795	36.37	127.23	229.52	22.92	33.5	30.68	81.32	55.22	47.8	53.4	38.71	84.99	16.49	251.27	56.4	41.03	27.31	104.96	92.58
ENSMODG00000000181	35.98	43.15	113.48	46.07	46.55	0.81	0.07	0.39	0.48	0.22	0	2.73	1.69	13.9	16.25	6.78	112.88	128.04	259.12
ENSMODG00000024432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_374608	0	0	0.1	0	0	0	0	0	0	0	0	0	0.04	0.27	0.14	0.22	163.17	138.53	114.32
ENSMODG00000007219	9.33	6.06	20.56	4.65	3.36	4.76	6.76	4.16	4.72	7.06	7.14	17.58	5.71	79.08	8.24	23.06	7.53	5.29	18.64
blastnPan.CUFF.154121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000003274	1.49	1.18	0.96	0.81	0.65	0.34	0.91	0.2	0.9	0	0	0.76	1.39	2.24	0.63	5.94	1.06	2.08	0.64
ENSMODG00000023052	1.01	1.18	0.53	0.14	0.21	0.1	0.05	0.23	0.26	0.16	0	0.95	0.67	0.3	0.49	0.21	8.09	7.96	9.07
ENSMODG00000017579	9.92	10.68	21.88	12.02	15.24	10.67	20.21	14.93	26.86	26.42	22.05	23.44	17.09	45.4	35.94	31.97	4.56	4.9	11.88
ENSMODG00000024008	0.23	0.72	0.22	0.13	0.26	0	0.09	0.16	0.24	0.3	0.44	26.13	39.05	4.5	3.28	11.33	5.35	8.97	9.12
Locus_420753	0	0	0	0	0	0	0	0	0	0	1.77	0.68	0.17	0	0	0	0	0	0
ENSMODG00000004463	18.25	15.45	20.53	20.11	17.04	33.82	33.63	267.72	191.43	213.36	209.47	33.13	29.38	32.3	17.05	36.78	8.93	11.39	7.45
ENSMODG00000009489	6.32	6.98	5.98	9.2	11.9	64.92	31.37	13.19	8.75	28.15	20.7	7.81	7.68	8.46	5.95	7.1	19.52	20.93	18.99
ENSMODG00000024019	5.41	5.24	3.35	7.03	10.35	0.31	0.41	6.83	5.86	1	1.96	0.47	0.49	0.05	0	0.07	34.24	30.93	21.64
ENSMODG00000015878	1.83	3.37	8.32	1.29	1.12	7.07	8.74	3.92	4.9	10.14	10.96	54.62	12.45	24.65	13.08	13.68	4.18	8.3	8.65
ENSMODG00000024248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMODG00000015489	0.24	0	0.07	0.24	0.16	0	0	0	0	0.18	0.26	0.17	0.1	0.75	0.25	0.14	0	0	0
Locus_316591	0.16	0	0.4	0.19	0	7.89	2.25	4.95	4.88	24.64	13.49	3.23	3.46	2.67	28.2	5.87	0.46	0.23	0.12
ENSMODG00000001389	0.1	0.11	0.21	0.02	0.02	0.32	0.41	0.03	0.05	0.02	0.03	0.18	0.08	0.75	0.13	0.14	0.08	0.11	0.25
ENSMODG00000020737	3.89	0.97	2.36	0.39	0.87	0.1	0.17	6.84	11.61	0.65	0.64	1.59	2.22	1.76	2.6	5.04	7.07	7.4	10.23
Locus_228633	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	1.99	2.83	4.5
ENSMODG00000023742	5.12	2.5	1.86	0.42	0.63	0	0.07	0	0.2	0	0	0.14	0.43	0	0	0	0.69	0.25	0.41
ENSMODG00000002030	1.7	1.15	0.88	0.84	1.26	5.06	7.37	8.46	7.96	17.74	12.93	8.13	12.55	1.98	6.05	3.08	1.54	2.27	1.88
ENSMODG00000021453	7.08	5.99	7.49	17.99	16.39	18.57	25.48	7.31	12.02	9.08	8.61	8.6	5.43	3.92	2.27	3.01	6.66	10.39	11.03
blastnMouse.Locus_40844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_88694	0	0.71	0	0	0	0	0.27	0	0	0	0	0.83	0.37	0	0	0	0.63	0.31	0
Locus_375237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81	1.78	0.68
ENSMODG00000010827	18.33	13.4	11.92	19.37	10.53	31.42	16.79	14.7	6.57	11.57	8.54	9.33	7.07	3.12	1.42	2.58	5.69	3.88	3.25
Locus_190741	0.66	0.21	0.39	0.93	1.16	0.49	0.24	9.08	6.87	5.24	1.93	0.35	0.37	0.25	0.81	0.43	0.57	0.28	0.05
ENSMODG00000023568	5.78	7.71	26.7	5.31	2.9	1.11	1.3	3.87	4.4	2.38	4.4	7.47	2.01	11.34	3.09	6.54	1.72	2.33	10.26
ENSMODG00000023665	2.63	2.55	1.39	2.57	1.91	1.49	1.87	1.71	1.67	0.58	0.64	1.96	2.05	1.94	1.36	2.17	2.52	1.97	2.07
ENSMODG00000024717	1.36	0	0.22	0.26	0	0	0	4.43	0.96	0	0	0.44	1.72	6.6	0.61	7.12	15.17	9.14	10.51
Locus_88852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29	2.55	1.23
Locus_87154	0	0	0	0	0	4.54	0.38	0	0	0	0	0	0.17	0	0	0	0	0	0
ENSMODG00000025091	95.5	166.87	59.33	94.54	99.12	242.75	294.58	214.06	277.57	348.57	259.12	123.44	479.51	70.26	326.45	291.3	128.25	104.14	57.86
blastnMacaque.Locus_222476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_33430	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49	2.95	1.47
ENSMODG00000021275	0.91	1.07	0.88	0.39	0.07	21.05	8.29	8.76	2.78	2.65	0.43	2.21	2.81	3.94	5.44	2.57	9.65	6.75	3.13
ENSMODG00000018512	0.43	0	0.64	0.87	0.87	1.59	0.38	1.19	0.2	1.47	1.09	0.84	0.17	0.24	0	0	1.06	1.39	0.52
ENSMODG00000024743	0.08	0	0	0	0	0	0.51	0.22	0	0	0	10.87	10.1	3.43	37.62	8.81	0	0	0
CUFF.82259	0.12	0	0.46	0	0	0	0	0	0	0	0	0	0	0	0	0	2.23	2.2	1.91
ENSMODG00000001578	2.94	1.34	2.16	1.59	0.97	2.56	1.71	1.04	1.58	10.46	13.81	3.5	3.13	1.78	2.47	2.35	3.77	2.35	2.18
ENSMODG00000011219	0.88	4.26	6.46	2.01	2.66	6.29	3.98	3.26	7.4	6.02	2.22	10.42	3.69	8.49	2.86	1.83	5.42	13.1	14.11
ENSMODG00000024548	7.36	4.97	8.5	6.12	5.43	14.77	11.03	24.47	24.9	23.85	12.81	11.59	13.14	13.06	3.37	19.53	8.34	8.61	7.55
ENSMODG00000003156	1.21	0.66	0.49	0.36	0.14	3.95	4.58	0.71	0.67	8.33	13.03	0.93	1.19	0.47	0.56	1.13	0.71	0.46	0.76
ENSMODG00000014669	7.35	6.04	6.88	6.48	6.21	1.32	3.25	2.93	3.8	2.45	2.47	7.7	6.04	9.14	4.27	5.18	7.34	6.78	8.72
Locus_377850	0	0	0	0	0	2.94	0	0	0	1.05	1.56	0	0	0.68	0	0	0	0.37	0.61
ENSMODG00000015345	38.96	70.87	59.58	133.67	141.7	186.55	75.33	181.51	112	277.92	196.58	124.1	50.1	147.11	113	61.71	17.74	25.69	14.63
CUFF.113905	0.3	1.01	0.58	0.42	0.55	1.16	1.26	1.01	0.26	0.31	0.46	0	0	0	0.11	0	0	0.44	0.12
ENSMODG00000019743	10.68	10.85	35.14	6.39	6.96	4.88	9.62	4.55	6.41	2.91	4.3	20.15	10.62	21.75	7.38	6.06	7.99	10.95	24.2
CUFF.26055	0.12	0.17	0.08	0.09	0	0.19	0.32	0.67	0	0.62	0.31	0	0.15	0.13	0	0	0	0.37	0.08
ENSMODG00000004367	0.12	0	0	0.14	0	136.01	115.84	0	0.13	0	0	0	0.02	0	0	0	6.89	4	5.72
ENSMODG00000011776	0.06	0	0.04	0.05	0.05	0	0	0.03	0.2	0	0	0.5	0.15	0	0	0	0.17	0.06	0.18
Locus_373586	0	0	0	0	0	0	0	0	0	0	0	0.23	0.17	0.39	0.41	0	0.86	0.42	1.15
ENSMODG00000015318	35.62	52.85	44.8	64.1	78.65	59.72	33.13	56.47	55.37	33.2	43.76	24.2	34.83	45.74	132.71	38.59	13.65	10.03	14.29
ENSMODG00000021335	10.15	11.31	4.99	30.33	24.2	474.54	226.57	158.72	114.73	65.05	63.74	17.78	30.46	6.67	28.38	10.87	8.77	9.08	4.35
ENSMODG00000010225	10.79	11.7	7.95	6.78	5.49	1.15	1.87	28.32	27.86	0.9	0.97	46.93	78.73	1102.05	1690.7	392.08	1.48	1.52	1.34
ENSMODG00000008631	0	0	0.24	0	0	0	0	0	0	0	0	0.12	0.55	0.42	0.67	0.26	0	0.23	0
Locus_120660	0.02	0	0.13	0.05	0.05	5.62	8.09	0.26	0.1	2.73	0.18	0	0.05	0.04	0.04	0	0.09	0.08	0.11
ENSMODG00000023193	602.04	789.22	381.71	244.43	262.28	4.11	2.07	0	0	4.42	0	1.26	4.04	4.28	3.06	6.29	491.41	373.72	335.91
Locus_317461	0	0	0	0	0	0	0	0	0	0.88	0	2.33	0	0.28	1.21	0	0.63	0.31	0
ENSMODG00000012589	0.02	0	0.03	0.03	0	0	0	0	0	0	0	0.41	0.92	5.05	1	4.59	136.71	135.33	210.7
ENSMODG00000025766	0.02	0	0.03	0	0	0	0	0	0.07	0	0	0	0	0	0.32	0	11.12	11.78	17.43
ENSMODG00000008145	22.49	19.56	32.48	40.86	42	66.93	22.35	47.52	24.13	24.92	32.02	19.97	8.54	33.05	11.03	17.01	21.03	25.7	29.79
ENSMODG00000023578	6.25	5.24	2.36	4.53	4.4	4.69	8.37	3.83	6.18	3.01	5.45	1.39	4.1	2.28	3.64	3.37	2.01	1.29	0.86
ENSMODG00000024563	5.15	3.09	2.77	2.4	2.98	3.14	6.93	2.31	4.98	8.1	8.3	6.24	8.24	7.55	3.11	10.42	12.65	13.28	20.23
ENSMODG00000003731	7.93	5.86	11.19	7.69	6.22	4.42	3.85	6.5	3.44	7.32	7.87	13.24	7.8	13.43	19.16	17.52	7.58	8.03	8.41
ENSMODG00000020974	4.49	4.16	14.4	4.77	4.36	5.57	4.8	3.48	6.68	6	14.55	8.95	6.56	14.93	14.37	8.7	16.07	13.56	18.48
ENSMODG00000008346	2.21	2.33	1.99	4.51	5.45	26.85	29.42	3.26	3.93	2.47	4.25	8.09	17.07	52.19	41.67	40.07	1.48	1.02	1.09
Locus_420234	4.73	7.01	14.09	3.46	4.39	26.34	31.03	3.03	8.89	1.81	2.93	5.9	2.26	10.08	6.37	3.89	8.33	13.55	16.83
ENSMODG00000002757	28.34	12.79	16.13	52.91	39.84	14.97	0.59	2.14	1.08	0.15	0.87	0.86	0.25	108.17	3.7	12.44	1.8	2.34	1.47
Locus_322213	0	0	0	0	0	0	0	0	0.47	0	0	0.11	0	0	0	0	1.23	0.81	0.77
