Gene	Brain_Female1	Brain_Male1	Brain_Male2	Cerebellum_Female1	Cerebellum_Male1	Heart_Female1	Heart_Male1	Kidney_Female1	Kidney_Male1	Liver_Female1	Liver_Male1	Ovary_Female1	Ovary_Female2	Ovary_Female3	Testis_Male1	Testis_Male2	Testis_Male3	Testis_Male4
ENSOANG00000001529	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0.1	0	0.32	0	0.4
ENSOANG00000013333	44.21	35.43	25.9	36.28	34.98	50.96	53.79	27.32	51.59	49.95	51.81	46.67	41.92	76.11	28.13	33.32	43.3	31.14
Locus_88579	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0.14	1.05	0.79	1.28	4.15
ENSOANG00000007667	2.86	3.3	0.86	1.08	3.01	0.71	0.22	0.71	0.29	0	0.11	0.64	1.26	1.75	1.72	1.65	3.15	1.31
ENSOANG00000020904	0.29	0.22	0.46	0	0	1.14	0	2.59	0.25	0.36	1.82	16.3	9.72	1.84	15.2	3.18	2.47	2.86
ENSOANG00000020412	5.68	0	0	0.45	0.51	4.2	3.8	1.19	0.69	5.89	2.51	1.34	14.49	18.89	1.27	0.55	1.24	0
ENSOANG00000012343	5.1	2.45	6.01	2.16	2.45	2.43	6.96	1.89	3.11	4.55	3.49	11.43	9.56	8.43	5.28	6.63	4.54	10.56
ENSOANG00000006709	0	0	0	0.04	0	0	0.21	0	0	0.08	0	0	0	0.06	61.19	36.8	53.51	34.5
Locus_26270	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	3.54	4.71	2.88	10.81
blastnChicken.CUFF.154662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000002423	224.6	237.55	24.52	47.68	92.63	0	0	0.53	0.62	0	0	0	0.17	0.9	0	0.12	0	0.09
ENSOANG00000006663	9.66	7.63	29.43	8.9	7.08	0.19	0	0	0	0	0	3.51	0.64	1.72	0.35	0.65	2.26	2.68
ENSOANG00000005118	32.08	30.51	55.52	17.24	23.68	19.6	36.29	24.46	45.66	23.84	15.62	92.72	42.11	66.57	47.37	60.39	35.44	144.95
ENSOANG00000001399	5.44	3.08	34.7	5.62	4.5	1.08	13.72	1.84	2.85	10.63	11	14.14	12.07	4.52	5.88	15.82	5.42	35.78
ENSOANG00000000551	0	0	0.14	0	0	0	0	0	0	0	0	1.98	2.74	1.24	0	0.28	0.21	0.07
ENSOANG00000001731	11.66	4.61	111.46	7.74	3.75	1.8	5.98	2.04	5.04	8.21	2.69	139	14.74	13.27	3.26	5.61	8.09	80.57
ENSOANG00000010035	149.27	162.72	104.28	180.53	186.83	91.2	116.99	55.16	87.04	41.18	69.58	28.36	38.08	48.71	40.74	36.23	64.66	29.67
Locus_88914	0	0.24	0	0.06	0	0	0	0	0	0	0	0	0.05	0.04	18.08	12.04	9.73	18.86
Locus_88058	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0.15	3.72	1.92	1.54	12.18
Locus_39474	0.08	0.11	0.28	0.13	0.44	0.2	0.12	0.11	0.2	0	0	0.08	0.14	0.13	7.18	4.53	8.18	7.57
ENSOANG00000005735	11.49	7.16	2.98	6.92	12.6	10.86	4.83	8.43	6.78	9.09	7.52	6.3	14.37	14.15	15.2	12.24	9.1	1.93
ENSOANG00000010082	50.4	35.63	59.63	32.39	27.3	13.34	20.21	30.84	33.35	32.39	29.34	44.91	45.37	41.14	54.91	52.41	64.7	92.02
ENSOANG00000010624	47.36	52.21	93.28	29.36	41.65	97.39	134.11	72	56.08	58.56	61.64	78.35	53.37	39.81	49	58.34	60.8	69.3
ENSOANG00000007987	119.94	330.34	237.35	38.34	52.52	37.58	31.52	35.42	15.39	10.3	13.5	57.2	21.44	19.86	18.47	15.93	13.71	16.8
ENSOANG00000003328	18.98	21.39	90.39	15.91	15.04	3	6.38	6.21	12.59	23.67	22.52	48.68	30.2	24.6	9.77	11.32	6.53	26.05
ENSOANG00000009848	0.19	0	0	0	0	0	0	0	0	0	0	0	0.17	0.78	0	0.06	0.28	0
Locus_169523	0	0	0.39	0	0	0.96	0	0	0	0	0	0.74	0	0.31	1.16	1	0.57	1.08
ENSOANG00000002332	74.96	83.86	7.2	65.24	52.76	68.22	56.37	52.96	61.55	89.05	68.68	4.14	33.7	83.68	58.59	63.29	60.34	13.83
ENSOANG00000004596	15.68	26.43	29.04	9.03	6.45	0.26	0.06	2.58	1.6	0.63	2.29	6.12	2.69	1.35	0.12	0.15	0.03	0.36
ENSOANG00000012495	4.39	8.35	11.7	2.32	0.31	4.46	0.31	4.63	1.01	0	0.15	10.65	7.13	1.56	5.39	1.56	2.26	1.51
Locus_44254	0	0	0.06	0.06	0.07	0	0	43.22	0	0	0	1	0.4	0.94	0	0	0	0.03
Locus_14520	0	0	0	0	0.41	0	0	0	0	0	0	0.42	0	0.27	0	1.94	0.49	0.78
ENSOANG00000020891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_114760	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0.15	0.57	0.37	0.84	1.07
ENSOANG00000011819	12.41	17.77	20.1	14.14	18.2	17.46	13.34	38.61	18.89	20.39	26.05	35.6	23.31	29.7	16.78	18.71	19.62	18.65
ENSOANG00000011846	60.8	50.87	37.07	49.85	79.42	63.05	68.95	33.38	46.19	17.37	28.47	37.69	90.3	94.57	54.18	77.37	64.43	85.81
ENSOANG00000000185	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0.43	0	0
ENSOANG00000013449	9.47	3.93	1.92	8.03	2.44	11.87	2.77	5.21	2.78	16.13	4.12	11.04	16.41	18.71	5.55	5.95	6.55	4.1
blastnHuman.ENSG00000250467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000009368	1.43	2.44	3.22	1.88	1.48	6.26	3.58	1.12	1.52	3.64	5.99	1.2	2.05	1.06	38.07	20.79	51.6	21.74
ENSOANG00000011990	9.39	22.03	7.27	13.34	20.5	27.47	16.25	16.75	11.34	7.35	18.32	8.67	12.18	11.35	41.56	33.42	22.7	15.48
ENSOANG00000004157	3.91	4.73	8.49	2.72	2.19	1.62	1.35	3.28	5.52	1.18	1.68	3.46	1.93	2.03	6.89	3.6	5.15	7.32
Locus_93728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	1.16
ENSOANG00000012617	39.63	73.41	40.51	35.8	39.09	30.75	35.37	26.59	22.21	34.95	43.77	36.2	55.49	47.78	83.19	90.25	66.06	32.47
ENSOANG00000006101	30.62	19.93	9.29	50.33	31.15	7.33	6	2.15	1.4	5.53	6.78	8.72	13.23	24.93	2.29	1.61	1.12	0.93
ENSOANG00000013188	47.93	46.97	34.69	33.87	46.41	37.01	59.16	26.58	24.68	19.02	17.13	36.55	30	42.67	44.21	32.31	39.8	36.88
ENSOANG00000003586	0.45	0.21	0.54	0.2	0.75	0	0	0	0	0	0	0.09	0.06	0.03	0.11	0.09	0	0.03
ENSOANG00000003351	3.26	8.59	0.48	1.3	2.95	1.81	3.64	4.1	5.96	2.82	5.05	0.15	0.21	0	0	4.09	1.42	0.45
ENSOANG00000015718	0	0	0	0	0	0	0	47.87	25.09	0	0	0	0.29	0	0.5	0	0	0.62
blastnHuman.ENSG00000241882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_189565	0	0	0	0	0	0	0	0	0	0	0	2.08	1.04	2.13	0	0	0	0
ENSOANG00000011934	1.16	3.41	0.8	0	1.47	4.99	15.66	3.39	6.58	7.47	2.38	3.83	2.83	4.17	3.62	0.52	2.94	0.19
Locus_162338	1.92	1.55	1.09	1.56	0.22	0	0	0	0	0	0	0.12	0	0	2.73	0.24	0.53	0.08
ENSOANG00000007376	0.2	0	0.21	0	0	0	0	0	0	0	0	0.2	0.09	0	16.49	8.56	14.69	17.74
ENSOANG00000020160	0.06	0	0	0	0	0	0	0	0	0	0	0.24	0.06	0.15	109.06	73	96.52	141.52
ENSOANG00000003573	0.05	0	0.05	0	0.06	0	0	15.8	25.13	0.44	2.82	0.94	0.25	0.8	3.28	2	2.37	1.42
Locus_125482	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	1.27	0.64	0.82	0.39
ENSOANG00000021013	23.14	28.85	3.16	18.07	25.93	33.87	19.46	2729.04	840.42	4.62	13.37	8.68	21.31	25.16	54.45	48.52	42.08	7.85
ENSOANG00000008566	16.43	16.3	28.34	28.15	30.84	18.8	12.03	18.46	12.3	16.01	15.09	61.52	47.49	34.36	23.05	26.99	22.99	31.57
Locus_113973	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.13	1.43	0.82	0.93	3.55
ENSOANG00000008443	1.63	0.48	3.71	0.36	1.24	1.68	1.52	0	0.55	0.39	0	0.75	0.45	0	0.51	0.55	1.24	7.59
Locus_37542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2	1.75	3.46	61.29
Locus_80915	0	0	0	0	0	0.46	0	0.52	0	0.43	0.55	0	0.32	0	3.87	0.84	2.7	2.23
ENSOANG00000002883	14.17	20.88	11.35	9.73	15.5	7.5	8.05	4.72	8.79	6.24	9.96	4.91	6.78	14.73	37.25	38.71	25.54	37.4
ENSOANG00000022362	16.98	21.09	3.96	11.32	16.44	10.37	15.5	154.02	74.86	98.86	95.01	4.93	8.22	14.6	19.09	19.85	24.16	6.77
ENSOANG00000007223	6.97	6.88	7.81	7.54	7	0.51	0.82	0.87	0.67	0.08	0.31	2.81	1.08	1.18	0.1	0.36	0.8	0.32
ENSOANG00000014293	0.97	0	5.1	1.09	1	2.83	4.75	182.62	134.1	15.3	30.07	64.99	28.28	34.56	28.5	21.47	25.86	97.01
ENSOANG00000000675	0	0	0	0	0	0	0.4	0	0.22	0	0	0.08	0.12	0.11	0	0	0	0
ENSOANG00000021497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_27078	0	0	0	0	0	0	0	0	0	0	0	0.2	1.12	1.9	0.95	2.57	3.72	1.41
ENSOANG00000008368	127.69	180.67	291.68	146.25	146.29	342.92	449.32	273.34	273.17	114.1	124.85	147.7	97.36	122.1	214.27	211.68	311.32	494.42
Locus_189534	0	0	0.28	0	0	0	0	0	0	0	0	1.27	0.75	0.68	0	0	0	0
ENSOANG00000019755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000014898	0.13	0	0.07	0.22	0.25	773.57	489.87	0.38	0.33	13.7	10.87	0.78	0.95	0.43	2.44	2.24	1.89	1.8
ENSOANG00000004868	28.68	24.1	29.74	27.34	28.2	14.73	22.64	34.03	35.67	41.61	27.86	23.46	44.86	29.01	32.04	25.8	23.06	25.86
ENSOANG00000011216	2.64	1.86	2.86	2.44	6.25	5.05	2.15	1.35	1.96	0.28	0	0.3	2	2.1	2.51	1.24	1.05	0.95
ENSOANG00000022518	4.54	3.34	10	1.74	1.62	0	0	0	0.73	0.34	0	2.82	2.99	6.13	3.1	2.87	3.24	5.17
ENSOANG00000013559	13.28	7.23	9.32	5.26	7.12	54.18	21.71	242.91	100.9	27.46	27.17	24.99	19.38	30.08	14.38	14.49	13.56	15.69
Locus_117198	0	0	0	0	0	0	0	0	0	0	0	0.24	0.33	0.15	0.56	0.48	0.81	0.43
ENSOANG00000007416	22.33	13.85	50.95	14.34	18.78	13.82	8.3	8.29	7.83	7.86	4.41	25.7	21.43	14.75	6.39	5.37	3.93	10.36
ENSOANG00000012532	0.67	2.81	0.7	5.28	12.1	0	0.7	0	0	0.27	0.35	0	0.1	0.09	0.7	0.83	1.2	0.82
Locus_24395	0	0	0	0	0	0.27	0	0	0	0	0	0	0.29	0.17	9.15	8.05	6.06	4.83
Locus_325	0.39	0.57	0.2	1.08	1.47	0	0	0.57	0.33	0	0	0.26	0.71	0	0.6	0.13	0	0.09
CUFF.150464	0.21	0.15	0.96	0	0	0.27	0.32	0.3	0	0	0	0	0.09	0	0	0.21	0.31	0.5
Locus_160597	0.36	0.74	0.45	5.09	4.21	0	0	0	0	0	0	0.14	0.13	0.36	0.23	0.1	0.44	0.14
Locus_111609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23	0	0.3	0.76
ENSOANG00000011435	0	0	0	0	0	0	0	0	0	0	0	6.4	0	0	0	0	2.95	2.82
ENSOANG00000004312	9.32	7.81	12.24	7.12	11.15	5.33	4.97	34.7	24.3	30.94	22.19	49.12	36.91	55.03	28.68	21.28	25.03	27.67
Locus_87815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.65	0	1.19	1.51
Locus_151090	0.06	0.09	0.13	0	0.08	0.48	0	0.18	0.1	0	0	0.04	0	0.05	3.64	3.65	6.08	2.3
ENSOANG00000011302	69.77	43.01	132.88	55.53	64.34	272.58	310.94	293.84	283.76	130.02	140.82	83.95	53.75	69.66	37.41	60.13	49.42	102.28
Locus_118434	1.91	0.94	0	1.78	2.02	0	0	0	0	0	0	0.21	0.58	1.86	0	0.22	0.49	0
Locus_87468	3.59	2.26	2.04	3.27	1.27	0	0.6	0.98	0.33	6.96	4.15	1.36	0.61	1	0.15	1.33	1.75	2.44
Locus_143125	2.15	1.34	0.69	1.67	1.89	3.96	4.53	0.73	3.11	2.1	1.15	0.74	1.18	3.17	1.42	2.18	1.26	0.89
ENSOANG00000001557	0.79	0.12	0.82	0	0.2	0.2	0.25	0	0	0	0	0.05	0.29	0.66	3.47	2.51	1.45	3.85
Locus_190647	0	0	0.2	0	0	0.5	0.6	0	0	0	0	0.51	0.89	0.8	1.21	0.26	0	0.38
ENSOANG00000015431	32.44	32.16	22.11	38.65	47.94	45.57	56.6	36.43	42.17	41.44	37.77	18.38	23.38	33.71	43.19	33.33	41.84	35.27
ENSOANG00000010196	0.09	0.18	0.28	0.07	0.15	1.88	0.66	13.58	11.61	0	0	43.79	27.57	21.2	0.38	0.9	0.14	0.59
ENSOANG00000021131	0	0	0	0	0	0	0	0.56	0.33	0	0	3.06	5.82	4.64	0.6	0.26	0	0.37
ENSOANG00000010308	30.41	46.89	28.78	11.28	8.96	1.37	0.55	5.71	8.44	0.43	0	12.18	7.94	2.5	5.53	5.49	2.97	3.44
ENSOANG00000008178	2.3	2.96	2.61	1.69	3.55	10.4	9.64	4.43	4.04	2.95	1.33	1.47	2.43	1.67	8.75	8.92	10.51	5.51
ENSOANG00000014999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_2764	0.86	0.64	0.3	0.97	0.73	0	0.45	0	0	0	0	0.67	0.79	1.2	0	0.1	0	0
ENSOANG00000001835	4.79	4.82	13.71	5.07	5.26	5.21	3.93	28.09	19.33	23.17	48.29	39.89	41.99	26.7	12.6	11.48	4.99	9.61
ENSOANG00000003842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0.03	0	0
ENSOANG00000022573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSOANG00000001735	44	66.86	27.7	62.87	123.68	0.51	0	0	0	0.48	0	0	0	0	0.61	0	0	0.1
ENSOANG00000008142	25.93	27.06	13.01	21.48	18.48	29.79	20.57	249.86	190.98	43.68	40.82	29.59	43.71	47.44	52.16	85.87	51.21	41.4
ENSOANG00000022755	0	0	0.14	0.3	0	0	0	0	1.39	0	0.84	0	0.5	0.11	4.25	2.57	3.11	0.2
Locus_131431	0	0.2	0.85	0	0	0	0	0.4	0.47	0	0	36.33	1.89	3.31	8.59	6.68	10.27	65.7
ENSOANG00000000606	3.12	1.31	9.72	1.83	3.01	0.38	0	4.8	1.01	0.72	0.46	23.65	10.35	3.46	19.99	7.63	7.94	24.07
ENSOANG00000013123	0.77	1.1	0.83	1.46	1.44	1.44	2.34	0.78	3.5	4.21	7.17	2.29	3.78	4.32	1.89	1.5	1.66	1.13
ENSOANG00000021312	812.56	438.77	256.7	365.91	696.56	638.98	440.41	2570.86	707.99	1204.85	1131.62	330.16	457.83	828.26	1203.25	962.93	737.1	855.13
ENSOANG00000014610	19.46	9.56	8.5	14.92	7.65	58.26	39.12	55	37.49	53.87	29.53	26.99	42.59	70.12	24.22	28.3	32.57	26.84
Locus_163953	0.27	0	0	0.15	0	1.75	2.53	3.96	5.99	1.63	1.67	11.45	31.29	54.67	12.66	24.44	8.85	10.1
Locus_41902	0	0	0	0	0	0	0	0	0	0	0	2.57	0.89	2.15	0	0	0	0.16
ENSOANG00000000592	0.05	0.47	0.22	0.06	0.41	0.97	1	3.3	1.1	0.78	1.49	2.49	8.29	3.47	0.5	0.51	1.39	0.16
ENSOANG00000008961	0.11	0.05	0.04	0.06	0.02	0.05	0	8.4	5.97	0	0.11	0.97	0.62	0.58	1.55	0.9	0.98	1.09
Locus_52543	0.09	0	0	0	0	1.46	0.59	0	0	0	0	0.06	0	0	0	0.19	0.29	2.65
Locus_119539	0.13	0.2	2.22	0.75	0.34	1.73	0.84	2.75	2.74	0.65	0	7.18	0.12	0.67	0.84	0.63	1.43	12.42
ENSOANG00000012868	7.55	3.02	6.37	2.35	5.26	19.66	20.04	0.95	1.01	0.39	0.67	10.18	8.3	5.24	16.18	8.12	23.68	14.83
Locus_14532	0	0	0	0	0	0	1.91	0	0.35	0	0	4.87	11.78	16.63	0	0	0	0
Locus_170364	2.67	1.89	1.89	4.07	3.12	0.28	0	0	0.18	0	0	0.14	0.78	0.27	0	0.36	0.33	0.36
ENSOANG00000012162	62.86	59.36	152.17	58.37	40.1	8.97	14.75	8.01	19	13.4	13.92	65.95	40.08	34.29	23.76	22.67	23.18	36.46
ENSOANG00000005269	27	33.21	39.95	32.83	26.62	0.39	0.32	0.74	0.52	3.07	1.41	18	10.18	15.83	2.22	1.34	1.39	1.92
Locus_5565	3.09	2.82	5.34	2.52	3.17	4.06	4.9	10.07	13.71	18.27	17.12	8.05	8.13	10.23	3.83	4.37	3.36	5.38
ENSOANG00000015160	4.65	3.56	6.59	9.41	4.99	2.2	1.82	24.43	11.9	0.65	0.42	13.67	7.13	11.05	0.28	0.36	0.48	0.2
ENSOANG00000000854	0.06	0	0.73	0.46	0.22	365.45	274.58	17.89	35.08	8.65	30.08	103.21	118.26	214.54	29.13	53.04	40.31	17.57
ENSOANG00000009280	1.92	3.34	7.39	0.19	0.37	0	0	0	0	0.06	0.23	0.82	1.2	0.25	1.23	0.6	2.11	2.49
ENSOANG00000005658	1.84	3.39	4.3	2.06	2.62	2.38	1.44	4.73	5.89	2.79	2.14	12.81	5.9	3.45	15.11	9.17	7.37	12.42
ENSOANG00000003054	82.8	108.89	76.76	95.51	101.87	115.99	106.96	109.78	115.33	103.68	143.75	50.55	49.56	57.8	183.8	142.71	203.5	213.29
Locus_135568	0.53	0.26	0.18	0.78	0.22	0.45	0.55	0	0.6	10.18	6.5	0.23	0	0	0	0.12	0.53	0.43
ENSOANG00000022477	0.24	0.17	0.12	0.26	0	0.61	0.74	1.04	1.61	0.86	0.37	25.24	7.8	10.82	0.74	0.72	0.36	2.01
ENSOANG00000006263	7.09	6.65	16.97	6.92	5.55	16.34	19.33	8.32	7.03	13.73	15.15	47.66	14.29	20.04	7.66	7.4	7.67	11.09
ENSOANG00000011271	0	0.13	0.18	0.1	0.11	0	0	0	0.15	0	0.27	0.52	0.96	1.67	0	0	0	0
ENSOANG00000009432	0	0	0	0	0	0	0	3.06	3.26	0.42	0	0.69	0.56	0.65	1.36	0.23	0.53	0.76
ENSOANG00000000901	0.19	0	0.2	0.79	0.65	0	0	0.56	0.88	0	0	0.68	0.82	0.69	0.4	1.17	0.98	1.87
ENSOANG00000000272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0	0	0
ENSOANG00000009100	28.67	26.39	37.9	27.63	28.26	17.71	13.17	30.32	23.56	20.27	28.92	26.08	15.29	15.4	17.77	15.15	11.47	13.75
ENSOANG00000003663	5.56	5.36	8.94	4.5	8.5	4.46	3.59	33.74	18.63	33.86	27.26	29.46	39.49	28.68	11.98	16.57	9.35	15.09
Locus_75281	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0.83	0.7	2.46
ENSOANG00000008938	8.37	9.44	23.54	8.16	9.12	6.94	6.61	3.61	5.28	2.6	2.15	15.38	7.11	5.46	7.2	6.57	7.27	11.55
ENSOANG00000001872	362.62	438.14	193.18	320.95	473.31	192.47	271.61	44.69	23.5	2	6.39	25.02	38.94	44.57	43.29	48.77	46.76	31.31
Locus_178275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07	0.46	0	1
ENSOANG00000014226	0	0	1.27	0	0	1.26	0	49.41	3.33	24.81	116.96	4.2	13.86	19.68	0.76	0.33	0	0
ENSOANG00000000310	0.95	0.42	0.36	4.24	1.48	0.16	0	3.8	1.94	5.43	12.12	0.38	0.58	0.26	4.15	1.88	3.23	3.83
ENSOANG00000000716	15.47	58.53	5.35	22.4	19.59	122.36	326.8	8.01	92.05	6.61	47.82	0.6	13.33	16.89	9.48	4.71	9.25	1.47
ENSOANG00000001830	0.1	0.15	0.52	0	0.13	0	0	0	0	1.46	3.73	0.13	0	0.17	0	0.07	0	0.2
ENSOANG00000012152	4.93	1.34	4.98	45.02	34.36	0	0	0	0	0.31	0	0.43	0.24	0.43	0.81	0.88	1.39	0.69
ENSOANG00000004746	0.02	0	0.08	0	0	0	0.08	5.73	4.13	0.18	0.08	24.98	13.6	21.3	7.03	9.44	5.88	7.85
Locus_173505	0.31	0	0.65	0	0.4	0	0	0.92	1.07	0	2.91	3.74	0.57	0.26	0.98	0.63	0.48	0.3
ENSOANG00000011492	12.27	14.79	11.57	3.74	2.83	1.44	1.74	1.64	0.95	0	1.72	7.76	8.69	6.49	12.21	7.53	12.76	7.32
ENSOANG00000020711	0	0	0.8	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0
ENSOANG00000001277	47.27	56.68	93.69	47.5	47.93	83.5	52.71	569.67	327.47	142.34	174.7	67.44	42.24	43.4	14.09	23.43	19.34	29.39
ENSOANG00000006118	4.01	2.19	33.01	2.65	2.41	1.32	3.26	3.2	4.82	1.07	0.43	103.89	9.45	7.19	7.25	6.88	8.59	67.77
ENSOANG00000015047	13.52	9.35	25.28	9.7	13.25	18.45	14.49	8.86	11.35	23.2	10.56	23.06	18.84	22.31	30.1	19.78	48.33	64.38
ENSOANG00000010840	6.21	7.77	18.43	4.5	5.1	0.2	0.61	8.83	5.26	0.95	0.48	8.88	5.04	4.87	11.84	9.87	20.02	14.65
ENSOANG00000000904	23.28	15.06	41.73	13.62	16.03	12.8	25.6	5.48	11.07	11	8.03	55.59	29.06	35.14	10.65	14.47	11.38	33.39
Locus_96560	0.24	0	0.5	0	0	2.48	0.75	0	0.41	0	0	0.32	0	0.2	0	0	0	1.05
CUFF.124361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.1	4.18	8.93	10.12
ENSOANG00000014914	1.5	0.57	3.94	0.8	0.66	1.64	2.52	0.51	1.67	1.63	1.49	19.26	10.23	7.28	4.56	4.35	4.95	21.38
ENSOANG00000013877	26.82	30.12	51.42	44.29	35.56	28.52	39.66	32.71	25.52	9.81	19.91	31.12	21.9	21.86	21.43	24.76	34.55	36.27
ENSOANG00000006040	8.3	9.41	36.56	5.69	4.37	0.84	1.75	4.24	4.14	1.24	1.59	32.45	6.45	3.3	2.19	2.33	1.56	6.28
ENSOANG00000007229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05
ENSOANG00000010775	3.3	2.67	2.69	20.58	15.18	9.38	6.88	5.7	5.3	21.48	24.43	15.45	10.38	13.3	1.82	2.54	2.17	1.95
ENSOANG00000013526	3.02	0.92	4.85	1.49	1.87	0.61	0.28	1.39	0.76	0.43	0	16.37	2.49	1.97	10.82	7.11	6.81	28.87
ENSOANG00000000837	5.27	9.51	8.39	11.04	14.85	3.84	0.93	0.65	0.51	0.18	0.46	1.08	0.48	0.99	4.41	4.96	4.53	4.43
ENSOANG00000008268	51.19	26.25	59.35	33.26	40.09	13.88	8.6	22.61	18.42	34.14	36.59	40.62	37.5	17.39	56.35	42.28	32.42	50.92
ENSOANG00000013268	0.13	0.08	2.02	0.03	0.03	0.07	0	0	0.05	0	0	1.55	0.32	0.02	9.91	4.54	7.48	28.98
ENSOANG00000002038	37.61	15.68	53.63	17.86	19.38	6.42	13.67	21.87	14.45	27.01	20.85	41.38	24.12	13.7	14.05	10.46	9.86	32.41
Locus_11341	0.12	0	1.49	0.13	0	0	0	0	0	0	0	0.08	0	0.1	0	0.32	0	0.47
ENSOANG00000008891	0.16	0	0	0	0	0	0	0	0	0.39	0	1.38	2.94	6	0	0.65	0.73	0.08
Locus_195772	2.16	3.87	4.33	7.44	5.09	1.6	6.28	6.35	4.22	1.5	1.91	3.18	2.41	1.41	0.97	1.67	2.36	2.63
ENSOANG00000015008	20.77	29.15	14.47	115.69	101.62	12.25	9.92	5.19	5.59	0.38	0.8	3.38	2.1	1.9	41.5	22.54	38.35	25.93
ENSOANG00000022232	0.3	0.22	0	0.17	0	0	0	0	0.26	0	0	0	0	0	52.83	37.4	52.24	106.54
ENSOANG00000013849	2.92	1.17	6.78	2.05	1.26	2.61	2.18	50.79	15.43	20.18	29.66	77.02	47.08	14.09	2.77	1.91	1.47	2.87
ENSOANG00000005628	0.23	0.24	0.58	0.04	0.04	0.6	0.21	3.69	3.11	0.48	0	7.31	5.19	1.76	0	0.27	0.1	0.61
ENSOANG00000006882	0.55	1.29	0.8	0.98	0.83	2.84	0.69	3.55	2.62	2.13	1.36	0.29	1.11	0.82	589.3	282.01	364.07	228.54
ENSOANG00000021747	0	0	0	0.11	0	0	0	0	0	0	0	0.07	0	0	1.25	0.27	1.52	0.1
ENSOANG00000001000	0	0	0	0.19	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0
ENSOANG00000022278	5.94	3.83	3.85	6.44	4	5.76	0.58	6.53	3.48	3.14	0.57	3.81	4.25	4.17	2.9	1.75	1.7	2.16
Locus_159934	0	0.21	0	0	0.18	0	0	0	0.24	0	0	0.28	0.13	0.12	2.24	0.87	1.31	0.63
ENSOANG00000009482	0	0	0	0.1	0	0	0	13.99	14.26	23.95	38.1	0.06	0.16	0.07	0.28	0.43	0.41	0.26
Locus_119488	0.52	0.76	0	0	0.33	83.46	75.8	0	0	0	0	0.17	0.24	0.64	0	0.17	0	0
Locus_121029	0	0	0	0	0.4	0	0	0	0	0	0	0	0.29	0.53	0	0.43	0.49	0.31
ENSOANG00000009626	15.88	21.27	4.85	16.89	17.76	15.65	27.51	15.3	19.52	34.66	44.46	7.27	10.48	21.87	16.86	15.17	24.49	6.55
ENSOANG00000008423	13.42	6.86	22.4	7.35	9.06	13.76	25.09	12.05	11.38	10.3	6.24	45.42	10.75	17.17	5.39	6.22	3.69	18.66
ENSOANG00000008455	242.29	357.83	50.87	226.25	174	242.37	567.19	176.93	425.09	202.39	224.68	18.18	91.17	135.01	156.91	122.16	271.95	54.59
Locus_141553	0	0	0	0.15	0.17	0	0	0	0	0	0	7.14	1.36	5.26	0	0	0	0.13
Locus_188629	0	0	0	0	0	0	0	0	0	0	0	0.4	0.55	0	6.26	0.41	2.14	15.28
ENSOANG00000009990	83.36	68.13	70.66	37.45	43.93	15.74	11.4	744.63	541.66	1718.9	1399.88	97.57	329.4	153.29	247.28	408.08	278.4	263.76
Locus_143054	0.8	1.32	0.49	0.97	0.95	0.84	0.7	1.97	3.4	3.31	2.31	0.58	1.12	1.06	0.62	0.35	0.49	0.27
blastnHuman.ENSG00000253925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Locus_156926	0	0	0	0	0	0	0	0	0	0	0	1.04	1.08	2.62	0	0	0	0
Locus_164204	1.16	0.43	4.22	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
