Gene	Brain_Male2ss	Brain_Male7	EmbryonicBrain_Indiv1	EmbryonicBrain_Indiv2	EmbryonicLiver_Indiv1	Ovary_Female3	Placenta_Indiv3	Placenta_Indiv4	Placenta_Male1	Testis_Male3
ENSG00000172425	0	0.25	0.2	0.35	0.57	0	0.15	0.17	0.05	0.17
ENSG00000196091	6.13	4.64	0	0.01	0.24	0.15	0.02	0	0.01	1.49
ENSG00000234211	0	0	0	0	0	0	0	0	0	0
XLOC_007192	0	0	0	0	0.24	0.03	0	0	0	0
blastnGorilla.Locus_371386	0	0	0	1.44	0	0	0	0	0	0
ENSG00000108349	20.01	27.65	25.3	29.8	6.81	22.45	16.03	15.9	17.65	44.81
ENSG00000197971	205.73	242.67	1.1	0.97	4.91	1.64	1.41	0.6	0.89	0.68
blastnMacaque.Locus_244678	0	0	0	0	0	0	0	0	0	0
ENSG00000110888	8.79	14.03	6.52	5.53	5.65	4.68	0.97	0.74	0.91	8.03
ENSG00000161647	1.15	1.16	8.5	6.35	0.21	1.35	0.36	0.39	0.09	1.66
ENSG00000004846	0.01	0	0	0	0.47	0.01	0	0	0.01	0.11
ENSG00000255117	0.11	0	0	0	0	0	0	0	0	5.46
ENSG00000128917	0.73	0.7	0.41	1.31	0.72	3.69	10.65	12.16	5.18	0.72
blastnMacaque.Locus_394096	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_499025	0	0	0	0	0	0	0	0	0	0
ENSG00000166750	0.71	2.42	0.53	0.5	4.58	1.77	4.72	5.2	13.07	1.4
blastnMacaque.Locus_393896	0	0	0	0	0	0	0	0	0	0
ENSG00000198573	0	0	0	0	0	0	0	0	0	0.37
blastnGorilla.Locus_135073	0	0	0	0	0	0	0	0	0	0
ENSG00000173401	0	0	0	0	0	0	0	0	0	13.45
ENSG00000143740	7.04	5.04	6.89	5.66	1.68	4.17	5	7.84	2.91	5.03
Locus_146955	0	0	0	0	0	0	0	0	0	0.73
ENSG00000100749	7.91	6.03	15.45	12.45	43.94	5.61	4.61	4.24	8.74	23.46
ENSG00000164363	0	0	0	0	0	0	0	0	0	0
ENSG00000172148	0	0	0	0	0	0	0	0	0	0
ENSG00000140950	1.33	1.49	5.54	4.93	1.68	2.28	9.26	8.78	8.18	1.61
ENSG00000184205	374.4	587.88	4.73	4.46	3.81	80.24	6.9	5.7	19.54	315.59
ENSG00000081870	4.13	2.1	1.77	1.85	10.76	6.98	5.04	5.63	2.63	2.87
ENSG00000119782	5.42	3.79	12.06	14.6	0.4	1.59	2.49	2.79	0.99	0.41
Locus_157701	0	0	0	0	0	0	0	0	0	5
ENSG00000227050	0	0	0	0	0	0	0.13	0	0	0
blastnMacaque.Locus_315034	0	0	0	0	0	0	0	0	0	0
ENSG00000120664	0.29	0.18	0.98	0.17	0	1.05	0.63	0.2	0.22	1
ENSG00000170365	1.19	1.16	9.48	13.65	4.15	2.03	1.82	1.5	0.89	1.86
CUFF.384083	0.22	0	0	0	0	0	0	0	0	0.91
ENSG00000163930	15.61	25.21	14.16	10.26	5.73	9.78	12.75	13.59	10.88	38.77
ENSG00000130939	7.93	9.33	6.36	6.36	3.75	5.97	6.48	7.35	11.12	3.71
ENSG00000249911	0	0.11	0.22	0.96	0	0	0.08	0.09	0.1	0.22
ENSG00000155959	50.75	26.95	9.6	10.13	15.26	11.73	9.96	8.21	12.5	7.43
ENSG00000256067	0	0	0	0	0.71	0	0	0	0	0
Locus_136627	0	0	0	0	0	0	0	0	0	3.11
Locus_184420	0.68	1.42	0	0	0	0	0	0	0	0
ENSG00000084733	26.83	32.18	41.99	48.8	44.25	24.14	28.46	21.75	30.62	18.92
ENSG00000104805	32.86	50.6	4.72	3.44	5.33	50.36	114.38	106.38	100.63	20.85
blastnOrangutan.Locus_164762	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_40341	0	0	0	0	0	0	0	0	0.51	0
blastnMacaque.Locus_187965	0	0	0	0	0	0	0	0	0	0
ENSG00000154719	27.5	29.08	14.67	7.95	42.42	11.83	11.81	14.95	34.73	123.08
Locus_17807	0	0	0	0	0	0	0	0	0.16	1.02
ENSG00000255582	0	0	0	0	0	0	0	0	0	0
blastnPan.Locus_65388	0	0	0	0	0	0	0	0	0	0
ENSG00000184033	0	0	0	0	0	0	0	0	0	0.04
ENSG00000151164	0.19	0.16	0.27	0.2	0.69	0.29	0.14	0.04	0.04	7.26
ENSG00000230393	0.44	0.3	0.67	1.24	0.19	0.35	0.17	0.52	0.06	0.12
ENSG00000144730	1.23	0.74	23.5	26.77	0.99	3.72	0.11	0.12	0.23	6.07
ENSG00000250791	0	0	0	0	0	0	0	0	0	0.53
ENSG00000186907	5.31	2.97	1.83	1.43	0	0.21	5	2.74	0.61	0.28
ENSG00000169876	0	0	0	0	0	0.15	0	0	0	0.01
ENSG00000213859	0.74	0.48	2.11	1.48	0.96	4.2	10.71	6.36	5.04	0.59
ENSG00000137547	20.7	13.18	12.02	15.45	43.55	18.43	37.23	44.02	20.89	3.1
ENSG00000177151	0	0	0	0	0	0	0.07	0	0	0
ENSG00000101825	0.16	0.1	0.11	0.13	1.54	3.14	12.68	1.93	1.88	0.06
ENSG00000221963	0.37	0.55	0.06	0.04	7.93	1.79	6.31	3.75	7.43	0.37
blastnMacaque.Locus_500575	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_428460	0	0	0	0	0	0	0	0	0	0
Locus_69742	0	0.28	0	0	0	0	0	0	0	0.8
Locus_120791	0	0	0	0	0	0.17	0	0	0	0.52
blastnGorilla.Locus_58155	0	0	0	0	0	0	0	0	0	0
ENSG00000240038	3.56	4.36	3.02	3.14	0.29	1.92	0.19	0.07	0.28	1.09
ENSG00000125878	0.2	0.17	0	0	0	0.11	7.74	5.17	4.57	3.24
ENSG00000164175	0.06	0.05	0.21	0.22	0	0.1	0	0	0	0.1
ENSG00000163518	0.03	0	0	0	0	0	0	0	0	0.04
ENSG00000181264	6.07	6.35	5.34	7.2	1.63	2.44	2.98	1.66	2.77	2.53
ENSG00000105141	0	0	0	0	0	0	0	0.2	0	0.25
ENSG00000149260	2.4	2.99	3.87	4.24	1.18	5.37	2.26	1.69	1.06	3.5
blastnGorilla.Locus_371007	0	0	0	0	0	0	0	0	0	0
ENSG00000254153	0	0	0	0.35	0	0	0.5	0.28	0.08	0.07
blastnMacaque.Locus_271923	0	0	0	0	0	0	0	0	0	0
ENSG00000166220	0	0	0	0	0	0	0.02	0.12	0.05	9.73
ENSG00000175344	0.08	0.08	0.39	0.7	0	0.01	0	0	0	0.12
blastnGorilla.Locus_416090	0	0	0	0	0	0	0	0	0.1	0.18
ENSG00000218739	13.25	9.06	6.07	7	14.71	7.98	6.95	7.17	9.49	8.16
ENSG00000250344	0	0	0	0	0	0.05	0	0	0	0.39
ENSG00000078674	18.72	29.72	14.25	13.09	23.68	7.29	5.49	3.14	18.67	147.08
blastnPan.Locus_116078	0	0	0	0	0	0	0	0	0	0.28
ENSG00000135390	8.14	3.29	6.95	6.2	5.45	26.51	27.12	39.42	7.92	3.98
ENSG00000182950	0.09	0	0	0	0	0.65	0.27	0.47	0.03	5.54
ENSG00000166889	3.84	4.2	3.22	4.61	3.03	8.91	11.54	9.96	9.42	7.65
CUFF.424358	0	0	0	0	0	0	0	0	0	4.89
blastnOrangutan.Locus_208127	0.58	0	0	0	0	0	0	0	0	0
ENSG00000229212	0.04	0.03	0	0	0	0.05	0.02	0	0	0.04
ENSG00000254562	0	0	0	0	0	0	0	0	0	0.59
blastnPan.Locus_93196	0.26	0.22	0	0	0	0.26	0	0	0.31	0
ENSG00000100344	0.5	1.39	5.56	5.79	8.56	0.63	0.39	0.02	0.24	0.18
ENSG00000165887	2.18	2.48	0	0	0	0.07	0.34	0.09	0.21	0.28
blastnMacaque.Locus_189915	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_221831	0	0	0	0	0	0	0	0	0	0
ENSG00000139985	0.3	0.13	0	0	0	0.06	0.03	0.09	0.03	8.18
blastnPan.Locus_176809	0	0	0	0	0	0.06	0	0	0	0.13
ENSG00000171014	0	0	0	0	0	0	0	0	0	0
ENSG00000225084	0	0	0	0	0	0	0	0	0	12.58
ENSG00000105198	0	0	0	0	0	0	32.23	6.95	1.8	0.3
blastnMacaque.Locus_116144	0	0	0	0	0	0	0	0	0	0
ENSG00000129625	99.77	80.7	22.65	25.64	41.33	22.93	43.88	30.65	26.13	14.43
ENSG00000135312	0.53	0.95	0.9	1.34	0	0.07	1.88	3.16	0.36	0.11
ENSG00000121766	56.88	68.52	13.26	14.09	14.8	10.51	14.67	16.76	33.66	62.48
ENSG00000130643	48	17.15	7.19	10.45	0	0.02	0.11	0.08	0	0.63
blastnGorilla.Locus_149085	0	0	0	0	0	0	0	0	0	0
ENSG00000227214	0	0.09	0	0.25	0	0.28	0.14	0.07	0.08	0.45
ENSG00000123349	408.38	401.72	160.41	78.9	367.69	358.5	407.83	472.61	827.07	437.33
blastnMacaque.Locus_501014	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_18406	0	0	0	0	0	0	0	0	0	0
ENSG00000256825	0	0	0	0	0	0	0	0	0	0
ENSG00000236434	0	0	6.2	7.68	0.62	0.09	0	0.18	0.1	0.27
ENSG00000220891	0	0	0	0	0	0.04	0	0	0	0.33
ENSG00000150275	0.45	0.65	1.23	1.19	0.05	0	0	0	0	0.35
ENSG00000147003	2.21	1.33	0.55	0.9	5.4	1.35	1.14	0.63	2.3	2.58
ENSG00000124171	0.87	0.77	2.95	3.33	7.11	0.64	1.78	1.4	3.43	2.34
Locus_145842	0	0	0	0	0	0	0	0.23	0.4	0
ENSG00000180929	2.31	2.8	0.48	0	0	0.05	0	0	0.02	0
ENSG00000162062	0.87	0.92	1.87	1.98	2.89	0.86	1.13	2	1.15	1.4
ENSG00000204370	9.72	2.59	5.69	5.37	97.9	27.08	33.08	31.76	5.59	1.88
ENSG00000142864	11.73	15.61	16.14	18.34	52	18.71	23.01	21.3	31.52	31.89
ENSG00000248874	0.12	0.3	0	0	2.25	0	0.56	1.67	1.25	0.47
ENSG00000131374	3.12	4.55	5.18	5.48	9.66	3.37	3.52	2.94	2.65	3.68
ENSG00000103056	3.86	3.86	13.42	10.68	0.04	0.57	0.07	0.06	0.04	1.27
Locus_29211	0	0	0	0	0	0	0	0	0	0.13
ENSG00000253949	0	0	0	0	0	0	0	0	0	0.09
blastnMacaque.Locus_101491	0	0	0	1.36	1.01	0	0.13	0	0.08	0.22
ENSG00000234972	0.04	0	0	0	0	0.01	0	0	0	0.03
blastnOrangutan.Locus_144789	0	0	0	0	0	0	0	0	0	0
ENSG00000152133	15.72	19.81	2.61	2.33	2.72	1.85	1.93	1.78	7.69	19.69
blastnMouse.ENSMUSG00000085162	0	0	0	0	0	0	0	0	0	0.36
blastnMacaque.Locus_273284	0	0	0.13	0.31	0	0	0	0	0	0
ENSG00000101624	3.71	3.1	2.61	2.38	4.39	2.07	1.82	1.83	2.31	18.39
ENSG00000168291	18.84	23.17	3.58	3.82	22.29	8.52	16.67	24.26	29.78	20.72
ENSG00000164897	1.28	2.12	2	0.27	0.97	8.36	20.63	22.92	5.72	2.39
CUFF.122290	0	0.68	0	0	0	0	0	0	0	0.28
Locus_23597	0	0	0	0	0	0	0	0	0	0.9
Locus_70056	0	0	0	0	0	0	0	0	0	4.06
ENSG00000164129	2.02	2.06	7.15	7.33	1.34	0.18	0.43	0.57	0.58	3.91
blastnMacaque.Locus_372185	0	0	0	0	0	0	0	0	0	0
ENSG00000188064	0.75	0.47	0.14	0.79	0	0.2	0.36	0.71	0.26	0.07
ENSG00000178021	0.03	0.12	0.15	0.37	0	0.02	0	0	0	59.69
XLOC_008674	0	0	0	0	0	0.15	0	0	0	0.08
ENSG00000083750	20.89	18.6	3.64	1.93	1.7	7.38	3.38	3.68	5.67	7
blastnMacaque.Locus_18833	0	0	0	0	0	0	0	0	0	0
ENSG00000066557	9.94	7.98	23.49	25.56	37.55	5.44	3.79	3.01	3.84	5.64
ENSG00000206190	1.05	2.11	0.35	0.61	0.21	0.61	0.97	0.92	0.45	1.01
blastnMacaque.Locus_395899	0	0	0	0	0	0	0	0	0	0
blastnPan.Locus_65574	0	0	0	0	0	0	0	0	0	0
ENSG00000126218	0.31	0.47	0.07	0.38	52.47	7.89	2.54	6.47	9.34	7.4
blastnMacaque.Locus_102361	0	0	0	0	0	0	0	0	0	0
Locus_194341	0	0	0	0	0	0	0	0	0	0.67
ENSG00000169857	4.54	6.61	2.82	1.33	4.09	7.82	20.35	16.04	24.37	16.58
XLOC_010146	0	0	0	0	0	0	0.09	0.1	0.11	0.05
ENSG00000164099	1.22	1.79	8.82	8.24	0.13	2.11	6.73	10.9	15.1	17.01
XLOC_006681	0	0.24	0	0	0	0	0	0	0	0.3
ENSG00000182795	0.04	0.02	0	0.26	0.4	1.52	0.78	0.17	0.3	0.15
blastnGorilla.Locus_391831	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_210555	0	0.18	0	0	0	0	0	0	0	0
ENSG00000185442	5.66	5.93	4.24	3.76	1.85	3.35	9.03	4.05	5.1	1.91
ENSG00000248685	0	0	0	0	0	0	0.07	0.07	0.36	0.43
ENSG00000189326	0	0	0	0	0	0	0	0	0	7.83
ENSG00000189042	4.86	4.02	4.29	6.05	7.37	2.44	1.71	1.1	2.63	6.41
ENSG00000244186	0	0	0	0	0	0	0	0	0	0
blastnMouse.ENSMUSG00000086968	0	0	0	0	0	0	0	0	0	0.24
blastnMacaque.Locus_372941	0	0	0	0	0	0	0	0	0	0
ENSG00000135842	0.22	0.32	0.25	0.25	1.6	4.59	4.48	4.59	3.28	0.89
ENSG00000115541	18.92	10.09	2.55	0.69	18.83	24.29	11.33	11.46	12.83	5.54
ENSG00000139117	6.99	4.61	8.24	9.43	16.32	3.3	3.58	2.62	3.11	1.82
blastnMacaque.Locus_473953	0	0	0	0	0	0	0	0	0	0
CUFF.424196	0	0	0	0	0	0	0	0	0	0.75
blastnMacaque.Locus_117777	0	0	0	0	0	0	0	0	0	0
Locus_159401	0	0	0	0	0	0	0	0	0	0.74
ENSG00000230185	0.36	0.11	0.46	0.52	0	1.1	0	0	0.07	1.75
ENSG00000112706	0.88	0.36	0	0	0	0	0.01	0	0.01	0.03
CUFF.418529	0	0.02	0	0	0	0	0	0	0	0
ENSG00000197217	13.66	18.56	9.51	10.27	4.56	5.69	6.34	5.32	6.88	11.45
blastnMacaque.Locus_450621	0	0	0	0	0	0	0	0	0	0
Locus_158197	1.09	0.3	0	0	0	0	0	0	0	0
ENSG00000171612	8.67	2.39	4.03	4.31	2.67	3.19	0.52	0.82	0.48	5.9
blastnMacaque.Locus_429946	0	0	0	0	0	0	0	0	0	0
ENSG00000119401	4.04	3.63	7.38	8.63	2.86	3.29	3.79	3.44	3.1	2.41
ENSG00000107554	0.84	1.19	2.2	2.38	2.52	4.05	3.91	3.93	5.57	3.61
ENSG00000001497	6.02	18.7	4.73	5.05	3.39	6.89	5.11	8.39	11.74	17.03
blastnPan.Locus_94086	0	0	0	0	0	0	0	0	0	0
ENSG00000256241	0	0	0	0	0	0	0.07	0	0	1.11
ENSG00000159147	2.17	2.17	3.74	2.5	9.11	5.78	2.41	2.14	2.59	11.44
ENSG00000188738	0.01	0.04	0.25	0.21	0.66	0.03	0.02	0.01	0.02	13.15
ENSG00000157890	0.76	0.52	1.43	0.91	0.05	0.01	0.02	0	0.01	0.55
ENSG00000145246	1.02	1.33	1.97	1.49	6.6	3.51	9.73	7.27	14.07	1.25
blastnMouse.Locus_46838	0	0	0	0	0	0	0	0	0	0
Locus_120770	0	0	0	0	0	0	0	0	0	3.38
ENSG00000122565	21.19	20.3	14.24	12.62	29.44	23.99	17.72	12.33	34.9	41.74
ENSG00000236575	0.03	0	0	0	0	0	0	0	0	0.03
ENSG00000173627	0	0	0	0	0	0.01	0	0	0	10.3
ENSG00000163159	24.98	26.1	14.93	17.36	9.5	11.19	15.02	18.26	30.92	19.82
ENSG00000073910	10.1	13.02	22.64	22.72	8.59	2.23	1.61	1.92	1.8	3.32
blastnMacaque.Locus_273705	0	0	0	0	0	0	0	0	0	0
ENSG00000186517	0.47	0.44	0.52	0.34	2.64	1.44	4.92	5	7.61	0.48
ENSG00000101938	13.34	5.17	7.45	8.61	1.46	4.09	18.63	5.45	28.25	1.48
ENSG00000089057	11.98	15.63	21.42	24.81	8.01	11.84	6.57	3.35	3.09	2.86
ENSG00000104889	2.7	1.84	4.27	4.72	7.46	7.56	16.34	20.71	12.83	11.33
ENSG00000004975	3.33	5.06	1.96	1.98	1.69	12.82	9.35	11.05	7.68	8.47
ENSG00000204653	5.56	5.13	0.69	0.94	8.14	0	0.1	0	0	0
blastnMacaque.Locus_20188	0	0	0	0	0	0	0	0	0	0
ENSG00000168502	2.74	6.72	4.6	3.64	0.29	1.04	0.66	1.12	2.11	4.05
ENSG00000153982	9.25	9.49	12.18	14.61	1.04	0.75	1.87	0.62	0.5	4.17
blastnMacaque.Locus_314428	0	0	0	0	0	0	0	0	0	0
ENSG00000103227	3.08	1.96	1.5	1.42	0.93	2.45	2.04	2.84	0.63	0.82
blastnMacaque.Locus_62551	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_272464	0	0	0	0	0	0	0	0	0	0
ENSG00000251293	1.3	0.42	0	0.17	0	0	0	0	0	0
ENSG00000189403	10.59	6	6.23	3.98	14.72	30.73	14.05	13.7	5.54	5.09
ENSG00000119636	4.74	6.93	2.03	3.03	0.89	1.28	0.65	0.32	1.49	78.77
ENSG00000214160	1.83	1.21	0.75	0.92	3.49	7.58	15.54	16.22	4.72	2.81
blastnGorilla.Locus_393527	0.23	0.1	0	0	0	0	0	0	0	0.08
ENSG00000111859	1.82	1.04	5.68	5.42	9.16	3.26	19.97	25.04	13.61	1.67
ENSG00000099381	2.33	5.06	1.15	1.13	0.46	4.15	4.09	4.74	4.98	16.07
ENSG00000166448	58.33	46.02	5.07	5.3	0	0.63	0.11	0.1	0.22	4.45
ENSG00000109920	5.65	11.59	13.63	13.09	10.78	10.02	3.43	3.48	8.94	13.34
blastnMacaque.Locus_475391	0	0	0	0	0	0	0	0	0	0
ENSG00000171155	6.27	5.66	2.83	1.46	34.08	12.12	14.27	10.12	13.87	5.01
ENSG00000174196	0	0	0	0	0	0	0	0	0	0
ENSG00000130347	4.63	3.35	3.09	1.19	3.41	1.38	0.79	1.9	2.05	3.22
blastnOpossum.Locus_188482	0	0	0	0	0	0	0	0	0	0
blastnPan.Locus_130014	0	0	0	0	0	0	0	0	0	0.05
ENSG00000230400	0	0	0	0	0	0	0.02	0	0.01	0.25
ENSG00000180822	0.89	0.84	3.76	4.13	0.19	0.9	0.7	1.17	0.57	1.03
ENSG00000174099	2.27	1.54	0.48	0.43	3.32	11.4	8.81	9.28	5.64	1.64
ENSG00000178412	0	0	0	0	0	0	0	0.04	0	0.24
blastnMacaque.Locus_370375	0	0	0	0	0	0	0	0	0	0
ENSG00000176018	0	0.22	2.64	8.37	0	0.34	0	0	0.2	0.72
ENSG00000083520	6.47	9.07	6.99	6.36	10.95	5.34	3.86	2.79	8.81	21.17
ENSG00000127314	1.28	1.02	2.38	3.06	7.98	3.98	6.17	5.22	3.81	2.52
ENSG00000225579	0	0	0.29	0	0.4	0	0	0	0	0.18
ENSG00000187634	0.06	0.12	0	0	0	1.09	0.38	0.53	0.32	1.68
ENSG00000164675	0.1	0.15	0.43	0.65	0.04	0.08	0.05	0.02	0.07	29.83
blastnOpossum.Locus_377668	0	0	0	0	0	0	0	0	0	0
ENSG00000165632	4.41	12.49	2.25	2.05	1.08	2.6	2.96	3.25	15.4	28.21
ENSG00000133742	0	0	0	0	39.3	0	2.99	1.25	0.01	0
ENSG00000149792	7.87	6.73	7.18	5.84	13.91	14.54	16.13	22.35	9.9	4.62
ENSG00000088854	8.84	13.81	17.62	18.6	2.33	3.35	2.82	2.56	3.71	6.77
ENSG00000204262	8.8	14.11	3.06	2.96	97.68	23.08	35.66	34.16	56.77	2.5
blastnGorilla.Locus_370843	0	0	0	0	0	0	0	0	0	0
ENSG00000170266	3.9	2.19	4.41	5.09	17.33	10.44	31.91	26.39	22.35	2.38
Locus_69379	0	0	0	0	0	0.03	0	0	0	0.03
ENSG00000130287	26.57	19.09	65.58	59.31	0	0.01	0.04	0	0	0.51
blastnPan.Locus_72653	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_138769	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_116067	0	0	0	0	0	0	0	0	0	0
ENSG00000067082	5.66	4.64	27.66	28.98	33.81	38.14	33.6	32.84	28.38	5.54
ENSG00000237753	1.27	1.93	0	0.03	0	0.27	0.22	0.31	0.08	1.26
ENSG00000230668	0	0	0	0	0	0	0	0	0	1.21
blastnMacaque.Locus_244239	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_40257	0	0	0	0	0	0	0	0	0	0
ENSG00000168374	15.88	15.39	15.71	12.47	55.23	48.64	98.25	97.42	63.44	29.29
ENSG00000172717	0.14	0.09	2.07	0.82	0	0	0	0	0	14.98
ENSG00000163472	0.54	0.53	0.91	0.27	0.63	2.19	2.24	0.99	0.74	0.71
blastnGorilla.Locus_352901	0	0	0	0	0	0	0.12	0	0	0
blastnMouse.Locus_94008	0	0	0	0	0	0	0	0	0	0
blastnMacaque.Locus_244056	0	0	0	0	0	0	0	0	0	0
ENSG00000180336	0.01	0.02	0.32	0.3	0	0.01	0	0.02	0	13.09
ENSG00000179934	0	0	0	0	0	0.05	0	0	0	0
ENSG00000171345	0.78	0.06	2.03	1.62	0.11	79.04	517.46	241.43	255.21	1.05
blastnMacaque.Locus_428909	0	0	0	0.35	0	0	0	0	0	0
blastnMacaque.Locus_20192	0	0	0	0	0	0	0	0	0	0
ENSG00000109610	0.62	0.63	0	0	0	17.26	126.15	91.55	35.26	7.8
ENSG00000105583	13.84	5.04	10.11	16.78	33.63	70.05	128.84	129.61	15.26	4.98
blastnMacaque.Locus_39032	0	0	0	0	0	0	0	0	0	0
ENSG00000158865	2.41	5.02	0	0	0.99	0.08	0.07	0	0	0.01
ENSG00000114268	0.96	1.19	1.63	2.55	0.62	0.93	5.27	5.44	6.78	6.91
Locus_174451	0	0	0	0	0	0	0	0	0	1.89
ENSG00000221836	0	0	0	0	0	0	0	0	0	0
XLOC_007124	0	0	0	0	0	0	0.26	0.14	0.08	0.07
blastnMouse.Locus_34323	0	0	0	0	0	0	0	0	0	0
ENSG00000106701	4.63	5.52	15.31	15.39	1.35	0.71	0.1	0.06	0.1	2.9
ENSG00000140319	301.73	287.73	14.23	10.73	76.07	78.23	92.17	103.5	406.5	203.52
ENSG00000251359	0	0.06	0	0.74	0.22	0.3	0.36	0.13	0.13	3.1
ENSG00000249365	0	0	0	0	0	0	0	0	0	0.71
ENSG00000183579	2.12	1.21	2.85	3.37	3.33	2.67	2.02	3.82	2.86	1.14
XLOC_006386	0	0	0	0	0	0	0	0	0	0.97
ENSG00000103196	0.95	0.8	1.01	1.09	4.12	9.41	75.42	63.13	51.37	6.42
ENSG00000152213	0.05	0.03	0	0	0.51	0.15	1.65	1.66	1.34	0.16
ENSG00000254861	0	0	0	0	0	0	0	0	0	0.42
blastnGorilla.Locus_464208	0	0	0	0	0	0	0	0	0	0
ENSG00000184436	5.03	4	3.21	1.95	0.59	6.39	6.75	7.06	3.76	8.29
ENSG00000213977	8.06	6.65	9.11	5.46	15.9	58.76	89.86	120.16	38.91	13.03
ENSG00000114450	2.86	5.09	33.31	31.59	19.85	1.86	5.46	4.46	5.04	0.96
ENSG00000136206	0	0	0	0	0	0	0	0	0	1.79
ENSG00000137040	16.88	21.89	4.91	4.65	10.48	4.8	4.67	2.55	6.78	6.72
ENSG00000164841	0.61	0.49	4.24	3.91	0.93	0.04	0.04	0	0	0.12
ENSG00000137364	17.41	16.19	1.1	0.76	9.56	3.89	3.62	3.59	4.98	6.31
ENSG00000163749	0.6	1.45	0.95	1.06	0.37	0.01	0	0	0.01	55.91
ENSG00000204977	3.14	2.29	13.85	14.38	5.43	3.36	2.54	2.87	2.47	15.35
ENSG00000168591	7.67	6.38	7.77	7.26	5.57	13.77	18.53	18.71	6.83	12.16
blastnMacaque.Locus_371646	0	0	0	0	0	0	0	0	0	0
ENSG00000101166	11.18	6.35	5.56	6.8	16.84	13.33	11.91	9.86	11.12	13.51
ENSG00000085871	1.63	0.81	0.66	1.01	32.87	7.01	15.1	18.43	3.51	3.49
ENSG00000183309	2.37	4.66	9.83	11.36	4.27	2.84	2.15	1.84	2.21	2.99
blastnMacaque.Locus_428767	0.54	0	0	0	0	0	0	0	0	0
ENSG00000176261	3.78	4.28	1.85	1.49	3.85	2.48	1.59	1.34	3.05	7.26
Locus_126171	0	0.09	0	0	0	0	0	0	0	1.15
ENSG00000140873	0.2	0.03	0.33	0.15	0.12	0.71	5.24	6.69	4.53	0.34
blastnPan.Locus_82027	0	0	0	0	0	0	0	0	0	0
ENSG00000161849	0.05	0.17	0	0	0	0	0.03	0.07	0.06	0.03
ENSG00000129460	16.93	12.65	5.6	6.28	9.94	10.73	8.48	10.05	13.35	16.98
ENSG00000196214	2.56	2.62	5.64	6.86	6.36	3.33	2.6	1.57	4.06	12.22
ENSG00000236955	0	0	0	0	0	0	0	0	0	0
XLOC_007406	0	0	0	0	0	0	0	0	0	0
ENSG00000198954	58.96	51.1	10.65	11.02	4.54	10.28	12.62	13.04	17.91	17.14
ENSG00000101057	0	0.02	1.36	1.72	7.71	5.48	4.61	8.16	11.24	13.11
ENSG00000176783	7.33	7.75	4.58	4.79	4.21	4.88	6.62	7.02	16.59	8.05
ENSG00000106733	8.29	5.26	0.77	0.4	9.38	5.84	6.56	5.1	3.76	1.71
ENSG00000161558	0.93	0.82	1.24	1.15	0.63	1.51	2.63	2.77	0.61	0.47
ENSG00000196812	3.09	4.92	6.95	4.01	0.73	2.04	1.65	1.28	2.1	4.06
ENSG00000135506	53.54	67.97	27.68	25.83	56.64	88.28	176.3	126.62	227.85	52.29
ENSG00000166948	0	0	0	0	0	0	0	0	0	0.03
ENSG00000188403	0	0	0	0	0	0	0	0	0	0
ENSG00000160180	0	0	0.6	0.46	0.42	11.43	0.55	0.06	0.17	0.18
blastnMacaque.Locus_289080	0	0	0	0	0	0	0	0	0	0
ENSG00000168395	3.61	5.95	3.38	2.09	1.34	3.33	1.17	1.64	2.57	2.31
ENSG00000154380	3.09	5.69	16.73	16.86	2.13	11.57	3.91	4	10.35	11.26
ENSG00000254530	0	0.06	0.51	0.52	0	0.05	0	0	0	0.57
XLOC_012977	0.13	0.06	0	0	0	0.44	0.08	0.09	0.05	0
blastnMacaque.Locus_341232	0	0	0	0	0	0	0	0	0	0.33
ENSG00000187135	72.9	55.17	10.65	6.29	0	0.03	0.05	0	0	0.06
blastnPan.CUFF.256362	0	0.06	0.26	0.27	0	0	0	0	0	0.85
ENSG00000169071	0.25	0.24	0.26	0.04	0.32	5.18	2.98	3	2.78	2.59
ENSG00000114790	3.5	1.54	3.9	4.32	4.61	2.65	1.75	1.5	1.09	3.43
blastnGorilla.Locus_293006	0	0.13	0	0	0	0	0	0	0	0
ENSG00000106948	0.56	0.72	2.72	2.49	1.04	3.98	2.84	2.45	1.71	1.43
ENSG00000234693	0	0	0	0	0	0	0	0.07	0.08	0
ENSG00000090661	2.38	3.59	3.07	1.9	4.53	1.93	0.43	0.38	0.58	1.26
ENSG00000100605	27.52	26.99	10.34	14.03	4.59	8.09	13.17	9.28	6.56	5.95
ENSG00000165424	10.9	11.24	3.07	4.27	5.16	14.85	10.48	12.13	8.25	3
ENSG00000128313	0.13	0.06	0	0	0.79	0	0	0	0	1.08
