Gene	Brain_Male2	Ovary_Female1	Ovary_Female2	Testis_Male3
ENSGALG00000002279	19.42	31.04	11.53	125.49
ENSGALG00000001013	0	0	0	0
ENSGALG00000004083	218.97	0.08	0.27	0.65
ENSGALG00000015881	9.69	48.95	21.58	9.88
ENSGALG00000007761	18.88	8.06	6.42	10.64
ENSGALG00000010105	6.64	19.24	10.24	11.21
ENSGALG00000019426	1.62	0.73	1.27	3.28
ENSGALG00000002433	6.38	38.92	40.27	11.53
ENSGALG00000007889	10.66	2.37	2.39	4.69
Locus_19650	0	1.83	0.34	0.7
ENSGALG00000005815	8.97	11.99	15.71	7.14
Locus_66094	0.19	0.08	0.1	2.7
ENSGALG00000000557	3.92	0.94	1.76	27.05
ENSGALG00000006386	196.54	185.78	60.1	105.48
Locus_84066	0	2.54	0.97	0.05
ENSGALG00000008733	2.89	5.92	2.47	4.55
Locus_66342	0.04	0	0	13.49
ENSGALG00000005412	104.95	20.71	8.2	14.88
ENSGALG00000004510	5.26	0.05	0.12	7.95
Locus_127798	0	0.03	0.02	0.38
ENSGALG00000017269	2.34	0.28	0.43	0.33
Locus_97993	0	0	0	0.13
Locus_84433	0	0	0	0.43
Locus_99441	0	0	0	3.97
ENSGALG00000003267	53.3	108.77	52.09	60.76
ENSGALG00000001239	1.4	4.79	5.79	2.69
ENSGALG00000003938	57.52	15.71	16.65	62.75
Locus_80931	1.02	1.36	0	0.77
Locus_19859	0	0	0	5.46
Locus_28017	1.17	1.17	0.64	1
ENSGALG00000013015	3.52	2.57	7.1	4.75
Locus_80450	0	0	0	0.44
Locus_126547	0	0	0	7.2
ENSGALG00000017218	18.59	17.35	21.26	15.08
ENSGALG00000003205	62.24	105.15	115.6	146.96
ENSGALG00000019451	0.34	0	0.19	382.89
ENSGALG00000011391	0.37	0.02	0	0.39
ENSGALG00000005579	70.93	34.72	12.35	41.18
ENSGALG00000012723	7.79	4.42	16.28	4.18
ENSGALG00000002637	3.44	3.38	3.2	3.01
Locus_104688	0.56	0.08	0.21	0.48
ENSGALG00000005414	0.82	1.36	12.22	0.88
ENSGALG00000006740	0	34.22	2.9	0
Locus_49968	0	0	0	2.54
Locus_110720	0	0.06	0.04	26.99
ENSGALG00000008610	2.33	4.68	4.43	3.52
Locus_88289	0	0.37	0	0.19
CUFF.14556	0	0	0	0.66
ENSGALG00000015071	10.38	4.81	4.82	7.92
ENSGALG00000012281	10.07	10.19	13.28	3.52
Locus_50283	0	0	0	1.42
ENSGALG00000001863	2.86	0.35	0.36	4.9
Locus_102260	0	0	0	1.69
Locus_97921	0	0	0	0.93
Locus_118014	0.03	0.02	0.02	3.01
ENSGALG00000001618	23.19	44.51	16.54	23.38
ENSGALG00000007393	27.49	27.23	10.66	15.34
ENSGALG00000012070	0.2	0.31	0.35	0.09
ENSGALG00000004416	91.55	66.24	33.82	64.25
ENSGALG00000005924	17.28	11.65	11.15	8.55
ENSGALG00000015615	8.57	5.28	3.07	8.26
CUFF.200908	0	0	0	0.07
ENSGALG00000010766	132.87	65.48	45.72	315.56
Locus_66547	0	2.89	1.29	0.02
Locus_47206	0	2.34	0.1	0.08
ENSGALG00000001188	1.26	1.88	9.05	2.08
Locus_50318	0.28	0.12	0.04	4.03
Locus_28834	0	0.18	0.13	4.22
ENSGALG00000006162	16.21	15.99	23.22	11.23
ENSGALG00000020386	0	1.2	3.31	0.06
ENSGALG00000009887	11.56	11.43	9.44	13.05
ENSGALG00000005961	0.07	0.4	0.69	3.78
ENSGALG00000011738	132.05	50.49	72.5	5.29
Locus_28024	0	3.52	2.66	0.03
ENSGALG00000007310	32.82	70.17	12.12	501.1
ENSGALG00000013554	42.23	71.73	20.46	59.75
ENSGALG00000014085	4.05	5.3	4.95	5.65
ENSGALG00000002968	3.21	4.16	8.11	6.2
ENSGALG00000014854	209.65	426.73	319.35	138.85
ENSGALG00000023227	0.25	0.28	15.23	0
ENSGALG00000003630	14.8	11.31	71.1	12.5
Locus_117541	0	0	0	1.83
ENSGALG00000011082	3.27	0	0	0.7
blastnPlatypus.Locus_20490	0	0	0	0
ENSGALG00000001503	52.77	37.2	18.08	69.6
ENSGALG00000015754	0.87	0.15	0.42	5.19
ENSGALG00000016595	9.61	17.34	17.28	8.19
ENSGALG00000000439	50.07	15.85	40.95	37.04
ENSGALG00000000789	4.99	20.64	19.21	37.95
ENSGALG00000009080	0.83	2.62	1.1	1.85
ENSGALG00000009413	27.16	23.89	13.31	27.65
Locus_22151	0	0	0	2.21
ENSGALG00000002602	5.41	0.16	0.24	1.1
ENSGALG00000020768	0	0	0	0.25
Locus_118178	0.45	0.13	0	1.54
ENSGALG00000013679	4.82	5.31	5.94	12.19
ENSGALG00000005721	73.2	0.37	1.07	0.17
ENSGALG00000005878	38.74	22.52	41.54	74.69
ENSGALG00000012220	3.05	8.74	1.76	336.19
ENSGALG00000011662	7.49	22.46	14.57	25.38
Locus_127154	0	0	0	1.01
Locus_126779	2.25	0.03	0.35	53.4
ENSGALG00000008180	17.11	16.22	14.59	28.74
ENSGALG00000014938	56.69	0.3	0.15	2.43
ENSGALG00000003736	6.05	2.86	4.16	0.96
Locus_88250	1.05	1.5	0.46	2.38
ENSGALG00000009382	1.21	0.13	0	10.1
Locus_80268	0	0	0	0.92
ENSGALG00000017089	4.93	10.68	8.98	4.35
Locus_64411	0.07	0.1	0.66	22.22
ENSGALG00000007466	0.29	0.01	0.14	0.45
Locus_99652	0	1.85	0.48	0.09
ENSGALG00000002141	16.03	43.51	13.74	29.65
ENSGALG00000005594	50.36	0.63	0.94	0.23
ENSGALG00000001808	19.01	1.79	3.93	1.63
ENSGALG00000007804	3.85	7.5	11.22	8.62
ENSGALG00000016913	5.74	0.07	0.15	2.78
Locus_47182	0.43	0.24	0.59	0.02
ENSGALG00000023301	1.87	55.33	46.76	11.13
blastnHuman.ENSG00000240973	0	0	0	0
ENSGALG00000014126	0.15	9.03	9.42	1.41
ENSGALG00000006477	158.77	115.03	60.09	236.1
Locus_65369	0	0	0	6.33
ENSGALG00000007686	57.9	52.99	26.72	49.68
ENSGALG00000001031	0.43	0.05	0.04	175.16
ENSGALG00000016579	23.07	20.61	27.55	13.46
ENSGALG00000016724	54.05	44.89	23.89	47.12
ENSGALG00000013939	1.96	23.01	4.01	10.37
CUFF.189815	0	0	0	0.44
ENSGALG00000016572	2.23	259.91	113.35	0.53
ENSGALG00000017185	19.77	27.55	70.21	14.9
ENSGALG00000016097	39.12	14.71	12.07	18.77
ENSGALG00000010054	4.9	7.99	10.35	13.82
blastnOpossum.Locus_34499	0	0	0	0
ENSGALG00000004556	0	0	0	0
ENSGALG00000020456	0.66	0	0	1.1
blastnMouse.ENSMUSG00000085461	0	0	0	0
ENSGALG00000009052	30.08	118.45	89.71	13.8
Locus_20461	0	0	0	2.23
ENSGALG00000000957	2.79	1.18	9.75	0.14
ENSGALG00000001711	10.54	12.81	11.2	37.49
blastnXenopus.Locus_192362	0	0	0	0
Locus_104701	0.15	0	0	1.69
Locus_63853	0.33	0	0	2.39
ENSGALG00000000892	0	0	0.32	0
ENSGALG00000023130	0	0	0.02	0.01
ENSGALG00000008985	70.73	67.34	84.04	29.29
ENSGALG00000016926	1.97	1.81	1.84	5.46
ENSGALG00000015303	7.05	9.74	2.91	51.82
ENSGALG00000024383	115.16	10.6	50.83	2.89
ENSGALG00000000360	25.22	32.01	18.84	10.13
Locus_126444	0.05	0	0	0.15
ENSGALG00000005618	100.47	97.42	28.52	84.61
ENSGALG00000012595	30.57	8.69	3.75	16.86
ENSGALG00000014685	0	0	0	0
ENSGALG00000014790	33.01	18.54	9.61	29.22
ENSGALG00000009853	45.66	0.01	0	1.38
CUFF.26939	0	0	0	0.53
Locus_65900	0.05	0	0.31	4.87
Locus_98393	0	0	0	3.16
ENSGALG00000016868	27.97	0.75	0.83	8.39
ENSGALG00000023935	0.15	8.07	40.23	1.27
CUFF.240766	0	0.32	0	0
ENSGALG00000008108	68.3	42.23	63.03	57.89
ENSGALG00000011254	67.46	6.63	2.39	4.15
ENSGALG00000005085	0.31	0.15	4.09	1.55
ENSGALG00000002008	12.9	0.33	0.43	2.94
ENSGALG00000005975	10.29	0.55	0.38	0.25
ENSGALG00000016893	1.29	21	8.61	10.43
ENSGALG00000009173	8.86	1.12	6.24	2.01
ENSGALG00000011816	3.42	2.33	1.73	2.79
ENSGALG00000001417	0.53	0.31	1.25	19.06
ENSGALG00000002194	32.46	28.14	23.8	49.42
ENSGALG00000003678	512.95	57.36	51.87	12.85
ENSGALG00000004844	16.46	13.51	16.45	20.94
ENSGALG00000023381	0.54	0.56	4.75	0.39
ENSGALG00000008859	3.69	7.84	4.41	3.78
ENSGALG00000004347	5.16	7.27	4.4	3.88
ENSGALG00000004453	2.82	0.72	4.3	1.26
ENSGALG00000015542	37.75	3.28	1.45	3.71
ENSGALG00000001592	0	0.12	0.12	1.42
blastnOpossum.Locus_121849	0	0	0	0
ENSGALG00000024318	1.58	1.92	9.07	0.3
Locus_127131	0.25	1.64	0.14	2.58
ENSGALG00000008529	15.29	9.39	10.88	15.14
ENSGALG00000016461	123.29	83.13	46.62	138.43
ENSGALG00000009274	0	0	0	0
ENSGALG00000001110	9.14	15.91	6.13	22.11
ENSGALG00000014568	5.8	8.67	14.78	16.64
ENSGALG00000011459	0.08	1.36	1.32	14.12
ENSGALG00000015422	24.81	5.43	5.16	0.26
ENSGALG00000021253	186.84	33.11	87.75	184.93
ENSGALG00000016399	20.76	12.08	10.23	1.18
ENSGALG00000015658	56.8	1.2	0.7	5.19
ENSGALG00000015250	18.91	40.17	41.1	30.44
ENSGALG00000008443	278.88	273.63	125.11	83.59
CUFF.107561	0.14	0.19	0	1.21
ENSGALG00000012059	26.13	9.23	8.56	10.7
ENSGALG00000016412	8.09	3.57	4.09	1.31
ENSGALG00000012801	2.89	166.95	206.35	0.94
CUFF.70536	0	0	0	0.32
Locus_87702	0	0.18	0	0.63
ENSGALG00000022565	71.9	55.74	30.56	26.95
ENSGALG00000023093	2.02	5.3	2.81	6.39
ENSGALG00000006130	288.68	4.79	3.92	11.92
Locus_68220	0	0	0	6.38
ENSGALG00000009254	1.97	12.59	5.87	45
Locus_19573	0	0	0	0.51
ENSGALG00000004282	25.12	22.47	29.99	12.15
ENSGALG00000017105	45.67	64.56	18.4	149.64
ENSGALG00000007423	11.45	17.35	14.93	57.31
Locus_5352	0.28	1.23	0.31	0.78
Locus_28235	0.14	0.12	0.22	3.49
ENSGALG00000012429	2.37	2.63	25.23	0.73
ENSGALG00000001649	9.36	21.45	34.73	26.01
CUFF.154509	0	0	0	0
ENSGALG00000022839	0	0	0	0
CUFF.34677	0	0	0	0.76
ENSGALG00000015455	0.21	0	0	4.24
ENSGALG00000004362	28.05	24.06	21.7	39.55
Locus_97882	0	0	0	0.29
ENSGALG00000011792	0.2	0.9	0.3	3.51
Locus_21617	0	0.16	0	1.32
ENSGALG00000003246	45.18	61.47	26.72	49.51
ENSGALG00000013900	150.88	128.53	32.01	21.01
ENSGALG00000023322	0	0	0	0
ENSGALG00000001166	23.02	14.25	17.66	16.56
ENSGALG00000014727	14.33	0.84	1.29	6.44
ENSGALG00000009062	29.47	3.59	5.92	0.66
ENSGALG00000000962	6.96	9.68	9.68	6.98
ENSGALG00000000827	12.33	11.21	9.56	63.75
ENSGALG00000016332	0.41	1.18	0.72	16.21
ENSGALG00000012842	2.14	23	26.72	2.77
ENSGALG00000007702	9.29	6.88	10.07	5.85
ENSGALG00000022191	0	1.26	1.68	0.12
CUFF.95944	0	0	0	2.22
ENSGALG00000014281	15.81	43.63	6.22	38.08
ENSGALG00000015210	7.47	1.66	0.56	4.32
ENSGALG00000010623	0.9	1.79	1.61	46.02
ENSGALG00000000935	4.97	42.69	19.1	5.03
ENSGALG00000002372	17.6	19.67	13.94	10.96
ENSGALG00000015935	0.11	0.69	0.37	5.21
ENSGALG00000007866	23.76	14.54	7.47	0.53
ENSGALG00000013752	15.8	26.46	11.57	11.62
ENSGALG00000020067	5.16	5.38	7.73	76.36
ENSGALG00000003301	0.26	12.08	14.13	0.59
ENSGALG00000016536	51.17	58.12	22.33	136.93
ENSGALG00000005868	30.77	3.18	3.97	0.4
Locus_117611	0	0.29	0.1	0
Locus_98590	0	0	0	2.52
CUFF.124223	0	0.31	0.43	0.61
ENSGALG00000013511	31.62	11.37	15.36	15.27
ENSGALG00000022814	0	0	0	0
ENSGALG00000015127	14.25	29.7	19.04	86.45
CUFF.90785	0	0	0	1.38
ENSGALG00000011436	11.6	36.42	143.04	45.48
ENSGALG00000003999	12.71	5.88	2.07	13.39
ENSGALG00000003550	0.59	15.69	3.92	6.88
CUFF.118966	0	0	0	4.48
ENSGALG00000006604	51.13	41.71	13.33	78.9
ENSGALG00000014858	123.33	0.03	0	6.95
blastnPlatypus.Locus_108895	0	0	0	0
Locus_74177	0	0	0	0.13
ENSGALG00000010481	87.84	35.11	19.25	71.07
Locus_47096	0	0	0	0.44
ENSGALG00000012230	2.12	2.68	6.76	4.82
ENSGALG00000011314	31.54	1.69	5.55	4.5
Locus_106596	0.16	0.16	0.06	1.02
ENSGALG00000011952	15.16	5.2	3.26	7.34
ENSGALG00000008475	1.14	4.91	8.95	2.14
Locus_102601	0	0	0	0.48
ENSGALG00000019108	8.57	0.07	0	2.12
ENSGALG00000003972	0.8	3.15	5.6	2.74
ENSGALG00000013359	18.76	28.86	23.81	24.79
ENSGALG00000016557	0	0.05	0	0.05
Locus_127514	0	0	0	0.62
ENSGALG00000022630	28.79	11.02	6.75	11.49
Locus_110455	0	0	0	7.24
ENSGALG00000012478	29.58	5.65	6.09	33.69
blastnXenopus.Locus_25242	0	0	0	0
blastnPlatypus.Locus_20417	0	0	0	0
ENSGALG00000015008	3.94	1.83	1.57	0.54
ENSGALG00000006434	11.7	19.06	25.92	27.43
Locus_50577	0	0	0	1.8
ENSGALG00000000226	5.18	1.18	2.72	2.54
Locus_20051	0.11	0	0	1.6
ENSGALG00000006920	31.52	38.59	23.3	20.22
ENSGALG00000018832	10.4	18.03	38.5	14.02
ENSGALG00000003569	11.08	11.06	13.37	12.23
ENSGALG00000003764	56.7	33.92	34.37	7.94
ENSGALG00000006167	20.07	6.2	7.08	22.52
Locus_98144	0	0.03	0	1.7
ENSGALG00000004376	2.58	1.23	1.12	0.12
Locus_117217	0	0.06	0	1.18
ENSGALG00000016508	4.91	6.17	4.51	5
ENSGALG00000022248	6.72	8.24	9.86	2.48
ENSGALG00000009233	2.03	3.56	3.39	19.66
ENSGALG00000018382	6164.95	766.7	1166.73	873.45
ENSGALG00000012611	50.68	51.27	42.62	57.12
ENSGALG00000007062	0	0	0	0
CUFF.254292	0.13	0.71	0.15	0.02
Locus_48538	0	0.06	0	3.23
ENSGALG00000006911	0.23	22.9	23.34	6.62
ENSGALG00000016198	39.33	31.55	36.47	34.31
ENSGALG00000011159	6.12	22.31	8.65	360.91
ENSGALG00000020486	0	0.29	0.34	0.75
ENSGALG00000014696	1.54	50.89	24.03	2.53
ENSGALG00000023760	0.05	0.04	0.19	0.34
ENSGALG00000013964	2.53	22.67	6.64	124.51
ENSGALG00000007473	46.56	31.24	11.68	24.6
ENSGALG00000008283	0	0	0	0.1
Locus_98509	1.18	0.05	0	6.74
ENSGALG00000016035	3.66	0.08	0.26	1.75
Locus_21233	0	0.05	0	1.72
CUFF.258061	0	0.03	0	0.91
Locus_98958	0	0	0	3.38
Locus_126729	0.84	0	0	0
ENSGALG00000006312	213.74	291.85	71.29	272.02
ENSGALG00000022229	0	0	0	0
Locus_117592	0	0	0	0
ENSGALG00000002757	7.91	0.09	0.31	4.61
ENSGALG00000023274	0	0	0	0
ENSGALG00000005996	0.28	0.03	0.02	7.01
ENSGALG00000010721	1.51	8.36	7.8	3.32
ENSGALG00000005062	0	0.18	0.02	23.9
ENSGALG00000016480	0.95	78.09	35.73	16.42
ENSGALG00000007282	0.18	6.25	3.79	0.34
ENSGALG00000007350	54.81	21.35	42.61	17.11
ENSGALG00000005833	32.75	23.38	11.05	50.14
ENSGALG00000001574	6.81	7.95	9.41	0.86
ENSGALG00000006340	0.56	9.47	18.18	0.57
ENSGALG00000007447	3.03	4.03	5.83	6.36
ENSGALG00000003015	3.62	20.25	66.29	24.84
ENSGALG00000002891	151.05	116.84	69.24	196.56
Locus_50352	0	0	0	29.97
ENSGALG00000005239	3.14	6.75	36.87	13.75
ENSGALG00000000046	0.98	0	0.09	4.1
ENSGALG00000009044	51.97	29.79	33.54	48.02
ENSGALG00000008711	2.87	4.17	3.79	7.15
ENSGALG00000010432	5.08	4.94	12.73	2.94
ENSGALG00000008979	13.07	13.78	24.41	9.78
ENSGALG00000000020	0.96	1.66	6.87	1.6
ENSGALG00000007549	157.29	56.35	54.33	26.41
ENSGALG00000016943	0.1	0	0.03	0.18
ENSGALG00000013787	72.82	12.58	23.43	10.38
ENSGALG00000013484	0	0.13	0.11	19.09
ENSGALG00000008586	1195.64	494.15	259.58	9631.58
Locus_47924	0	0	0	1.48
ENSGALG00000002123	57.63	33.91	19.86	87.73
ENSGALG00000014445	18.95	20.01	19.05	18.49
ENSGALG00000013007	0.11	0.02	0.01	0.77
ENSGALG00000018744	8.62	15.29	1.49	3.34
ENSGALG00000017090	70.44	70.58	101.78	47.06
ENSGALG00000009227	17.39	43.56	25.97	24.18
blastnMouse.CUFF.1771	0	0	0	0
Locus_65629	0	0.04	0.04	13.57
Locus_117517	0.13	0.01	0	1.67
Locus_98256	0	0	0	1.11
ENSGALG00000011019	1.18	3	8.53	0.61
Locus_49323	0	0	0	0.48
Locus_126325	0.45	1.24	0.17	0.58
blastnHuman.ENSG00000255323	0	0	0	0
CUFF.12029	0	0	0	0.56
Locus_21242	0	0	0	3.27
ENSGALG00000008915	1.58	7.32	6.92	0.46
blastnOpossum.Locus_122590	1.01	0	0	0
ENSGALG00000010902	9.67	0.07	0.11	7.54
ENSGALG00000009440	5.46	9.19	8.95	32.18
ENSGALG00000016428	20.2	3.94	13.89	20.92
ENSGALG00000019018	0	0	0	0
ENSGALG00000004220	58.22	90.42	216.83	29.46
ENSGALG00000015136	0.1	15.65	10	6.28
ENSGALG00000011471	0.86	14.5	5.71	81.8
ENSGALG00000004704	0.37	0	0	23.31
ENSGALG00000001362	35.99	43.03	32.18	48.18
Locus_120756	0.04	0.35	0.08	6.06
CUFF.115681	0	0.12	0.36	0
blastnHuman.ENSG00000248417	0	0.12	0	0
Locus_5414	0.22	0.54	0.32	1.17
ENSGALG00000024387	1.33	1.91	4.34	0.9
Locus_127970	0.47	0.11	0	1.33
ENSGALG00000001634	286.3	443.69	1021.31	331.56
ENSGALG00000005533	15.85	13.26	9.47	26.76
Locus_49704	0	0	0	1.79
Locus_71605	0.05	0	0	3.41
Locus_29464	0	0.24	0.08	8.24
ENSGALG00000012497	24.45	30.43	17.57	3.35
ENSGALG00000009501	125.92	148.66	26.91	162.71
ENSGALG00000008532	11.06	18.7	28.11	28.02
ENSGALG00000012741	3.76	0.05	0.13	0.1
ENSGALG00000007024	57.46	39.85	76.23	99.06
ENSGALG00000009805	35.4	14.92	3.03	38.39
Locus_48475	0	0	0	0.58
ENSGALG00000002880	78.18	71.54	35.89	101.29
Locus_80675	1.03	2.88	2.59	3.29
ENSGALG00000002697	57.41	28.25	22.8	32.62
ENSGALG00000002828	42.65	0.01	0.01	8.35
ENSGALG00000008959	7.07	13.65	6.21	35.02
ENSGALG00000007571	0	0.51	12.11	0.53
ENSGALG00000010009	0.97	4.76	3.81	56.92
CUFF.252712	0	0.19	0	0.31
ENSGALG00000022255	1.64	0	2.84	3.63
ENSGALG00000011602	0.15	0.38	0.48	3.69
ENSGALG00000001961	0.07	0.01	0	0.62
ENSGALG00000007419	0.21	0.03	0.09	0.47
ENSGALG00000020656	0.22	0.06	0.08	0.16
ENSGALG00000004358	3.11	0.07	0.06	0.09
Locus_120936	0	0	0	0.33
ENSGALG00000019501	0	0	0	0.27
blastnHuman.ENSG00000226482	0.39	0.18	0	1.35
ENSGALG00000013664	0	0	0	0
Locus_20559	2.94	0	0	0.24
ENSGALG00000008218	6.57	12.18	12.75	31.44
ENSGALG00000003294	3.12	5.87	2.21	24.23
ENSGALG00000009313	20.84	27.37	27.19	40.21
ENSGALG00000021593	4.51	2.75	8.8	2.78
ENSGALG00000015899	1.16	11.26	14.81	1.29
ENSGALG00000003195	2.61	8.88	7.98	1.52
ENSGALG00000022587	0	0	0	0
ENSGALG00000005177	106	146.5	70.65	125.52
Locus_127265	0	0	0	0.47
ENSGALG00000021449	0.11	0.06	0	10.35
ENSGALG00000003187	0	0.01	0	0
Locus_28732	0.09	0	0	4.04
ENSGALG00000023965	15.77	12.37	1.86	24.2
ENSGALG00000009320	12.25	12.97	7.3	60.02
ENSGALG00000023582	0.17	0.01	0.03	5.2
ENSGALG00000000716	0.11	0.35	0.58	0.63
ENSGALG00000019201	5.42	2.98	3.68	6.18
ENSGALG00000011719	0.55	2.29	9.87	0.47
Locus_97765	0.35	0.58	0.26	1.17
Locus_48374	0.33	0	0.06	3.82
ENSGALG00000012526	79.27	103.04	28.28	304.23
ENSGALG00000003416	17.43	10.13	21.71	2.2
CUFF.58447	0	0	0	0.3
CUFF.122470	1.14	0.19	0.05	0.61
ENSGALG00000009652	0.2	0	0.07	0.38
ENSGALG00000004436	0.13	1.8	5.48	0.5
ENSGALG00000019267	0.04	0.04	0.22	0.07
ENSGALG00000005481	11.68	11.21	16.64	9.67
Locus_47836	0	0	0	3.33
ENSGALG00000017658	2.24	9.13	9.15	5.37
ENSGALG00000016649	37.79	14.71	12.16	451.55
ENSGALG00000008165	1.2	0.57	1.49	2.32
CUFF.54711	0	4.17	2.12	0.26
ENSGALG00000008231	11.12	69.17	28.48	32.24
ENSGALG00000003262	27.77	8.49	15.13	16.32
ENSGALG00000002484	39.42	18.12	12.24	38.61
ENSGALG00000008630	8.54	64.21	23.42	18.11
Locus_49424	0	0.04	0	0.27
ENSGALG00000011566	1.27	3.34	6.6	0.43
Locus_21567	0	0	0	1.07
Locus_84058	0	0	0	1.9
ENSGALG00000012352	10.47	1.47	2.08	7.35
ENSGALG00000014212	0	0	0	0.06
Locus_21470	0	0	0	6.59
ENSGALG00000014795	0.77	22.38	38.28	2.59
ENSGALG00000000065	93.07	99.8	28.8	83.7
ENSGALG00000003466	2.84	8.03	12.08	0.9
ENSGALG00000016713	14.35	11.83	14.26	8.74
ENSGALG00000021274	0	0.09	0.87	0.09
Locus_118715	0	0	0	2.31
ENSGALG00000001242	4.44	2.86	8.86	1.08
CUFF.236053	0	0.17	0	1.38
ENSGALG00000003084	42.79	68.66	62.18	76.33
ENSGALG00000011901	2.2	11.22	0.56	280.66
ENSGALG00000002067	22.89	30.7	19.65	14.83
ENSGALG00000014657	0.99	0.44	0.05	0.84
Locus_105170	0	0.19	0.77	0.05
ENSGALG00000006456	1397.27	20.04	4.25	20.19
ENSGALG00000023525	6.38	0.18	0.75	0.35
ENSGALG00000021979	0	0	0	0
ENSGALG00000020358	0.05	0	0	49.01
Locus_20119	0	0.67	0.51	0.38
ENSGALG00000014941	52.01	0.69	0.56	11.63
Locus_46535	0.13	0	0.07	0.79
ENSGALG00000011906	4.38	16.27	5.28	27.05
ENSGALG00000021242	115.3	27.91	22.29	67.08
ENSGALG00000004959	5.08	2.31	2.84	1.28
ENSGALG00000022412	0	0	0	0
ENSGALG00000015995	44.32	26.28	18.25	64.75
Locus_27717	0	0	0	0.73
ENSGALG00000022028	0	0	0	0.06
ENSGALG00000008785	23.35	43.59	28.3	25.26
ENSGALG00000003835	313.45	92.55	41.53	44.14
Locus_98299	0.1	0	0	6.42
ENSGALG00000009778	8	12.08	25.21	2.33
ENSGALG00000022882	10.57	22.42	15.23	5.03
ENSGALG00000012662	54.59	16.72	11.51	5.75
ENSGALG00000014907	132.38	11.1	5.8	0.5
ENSGALG00000009419	0	0	0	0.06
Locus_104612	0	0	0	6.43
ENSGALG00000010357	99.03	0.99	3.78	0.09
ENSGALG00000022596	38.87	34.42	29.43	29.03
ENSGALG00000004673	5.93	11.68	23.75	1.53
Locus_49677	0	0	0	0.7
ENSGALG00000001539	5.5	10.14	6.39	98.73
ENSGALG00000006758	0.71	3.04	19.11	0.39
ENSGALG00000022351	0	0	0	0
ENSGALG00000000732	0.07	0.06	0.15	2.49
Locus_21393	0	0	0	2.77
CUFF.21727	0	1.45	0.85	0
Locus_98475	0.05	0.03	0.13	2.89
ENSGALG00000001733	21.16	30.49	23.17	16.46
ENSGALG00000005433	10.96	8.72	3.46	17.14
ENSGALG00000008694	0.55	0.52	1.1	0.64
ENSGALG00000007714	0.1	0.08	0.05	2.24
ENSGALG00000014467	103.4	65.42	71.29	48.35
ENSGALG00000004545	0.02	2.85	3.98	0.12
Locus_28354	0	0	0	0.66
ENSGALG00000009746	11.08	12.31	16.89	5.42
ENSGALG00000007416	9.61	33.36	69.33	8.22
CUFF.65566	0	0	0	0
CUFF.120337	0	0	0	2.47
ENSGALG00000002453	2.38	0.57	1.04	0.05
CUFF.79367	0	0	0	0.5
ENSGALG00000015049	80.61	29.69	34.54	33.09
Locus_46059	0.03	0.08	0.02	4.67
CUFF.76118	0	0.02	0	0.34
ENSGALG00000008177	7.57	1.74	2.94	0.18
ENSGALG00000009665	7.08	19.42	12.34	40
Locus_29064	0	0.06	0.14	6.3
ENSGALG00000000604	7.83	0.31	0.95	0.07
ENSGALG00000016497	17.32	54.34	23.01	25.91
ENSGALG00000018849	16.59	18.78	13.76	30.32
ENSGALG00000009551	33.65	24.17	13	19.65
ENSGALG00000017179	2.14	4.16	7.2	4.64
ENSGALG00000010592	16.58	11.8	8.83	3.12
ENSGALG00000000978	23.05	45.97	27.83	186.09
CUFF.258354	0.09	0.3	1.17	0
Locus_66558	4.97	9.89	4.52	8.46
ENSGALG00000013515	2.11	0.5	0.44	0.3
ENSGALG00000016689	14.2	22.52	9.62	36.29
Locus_65583	0	0	0	2.5
ENSGALG00000020429	5.33	2.72	1.21	0.13
CUFF.215593	0	0.05	0	1.67
ENSGALG00000010540	1.44	33.85	21.78	46.82
Locus_127725	0.24	0	0	0.63
Locus_104911	0	0.07	0.17	0.67
CUFF.154546	0.11	0.7	0.86	0.05
ENSGALG00000009151	3.23	24.02	8.06	18.42
ENSGALG00000022866	3.23	5.12	4.28	4.73
ENSGALG00000022123	0	0	0	0
ENSGALG00000004538	0.66	0.48	0.22	18.95
ENSGALG00000001677	17.98	3.51	1.41	0.59
ENSGALG00000023256	37.82	30.98	14.25	57.84
ENSGALG00000016582	1.03	1.47	3.08	142.78
ENSGALG00000014835	0.35	4.4	6.22	40.45
ENSGALG00000001905	5.15	3.91	4.68	13.73
ENSGALG00000006700	4.05	25.95	6.71	12.41
ENSGALG00000020671	0	0	0	0
ENSGALG00000003021	11.97	4.01	3.82	9.75
CUFF.107683	0	0	0	1.82
ENSGALG00000010582	55.04	45.08	65.74	20.56
ENSGALG00000012195	0	0	0	39.23
ENSGALG00000020151	0.12	0	0	2.9
ENSGALG00000002090	19.26	29.27	24.03	37.82
CUFF.60813	0.52	0.01	0	0.06
ENSGALG00000016763	50.38	88.91	29.77	493.19
ENSGALG00000001720	5.45	16.37	5.21	8.49
ENSGALG00000024184	0	0	0	0
ENSGALG00000010548	1	2.75	2.32	2.89
Locus_80591	0	0	0	0.43
ENSGALG00000016381	0	0.05	0.03	2.92
ENSGALG00000022144	0	0.46	0	0
ENSGALG00000009470	99.7	6.38	7.84	39.58
Locus_102614	0	0.37	0.36	0.14
ENSGALG00000002769	73.54	61.16	32.34	68.55
ENSGALG00000022238	0	0	0	0
ENSGALG00000007012	13.54	33.93	4.35	20.92
ENSGALG00000009945	0.22	7.17	26.09	0.74
ENSGALG00000019547	46.91	1.96	1.86	5.4
