Associated Gene Name	Ensembl Gene ID
TIA1	ENSG00000116001
POGLUT1	ENSG00000163389
RPL39L	ENSG00000163923
RLN3	ENSG00000171136
PRRX1	ENSG00000116132
CBX8	ENSG00000141570
MUC13	ENSG00000173702
CNOT6	ENSG00000113300
IL31	ENSG00000204671
LRRC43	ENSG00000158113
CTNNAL1	ENSG00000119326
KIF20A	ENSG00000112984
ETS1	ENSG00000134954
RTP1	ENSG00000175077
TMEM184B	ENSG00000198792
PAPPA2	ENSG00000116183
UBE2S	ENSG00000108106
CCDC28B	ENSG00000160050
PGAM2	ENSG00000164708
ALG10B	ENSG00000175548
PLK2	ENSG00000145632
AHSG	ENSG00000145192
RAP2B	ENSG00000181467
LGALSL	ENSG00000119862
TMC5	ENSG00000103534
MROH9	ENSG00000117501
SNCA	ENSG00000145335
CYP24A1	ENSG00000019186
RPL28	ENSG00000108107
TBCCD1	ENSG00000113838
SARDH	ENSG00000123453
MNAT1	ENSG00000020426
ANKRD10	ENSG00000088448
RELB	ENSG00000104856
FMO3	ENSG00000007933
FMO6P	ENSG00000117507
ZFP3	ENSG00000180787
MOBP	ENSG00000168314
C2orf74	ENSG00000237651
HDAC7	ENSG00000061273
CCDC27	ENSG00000162592
KCNJ3	ENSG00000162989
RNF122	ENSG00000133874
YBX2	ENSG00000006047
BIN1	ENSG00000136717
ARHGEF39	ENSG00000137135
BANP	ENSG00000172530
TMEM161B	ENSG00000164180
PTTG2	ENSG00000250254
BCAT2	ENSG00000105552
ASTN1	ENSG00000152092
PRKAG2	ENSG00000106617
OR10G3	ENSG00000169208
AZI2	ENSG00000163512
KIR2DL4	ENSG00000277540
TBC1D1	ENSG00000065882
ZFAND6	ENSG00000086666
CHEK2	ENSG00000183765
PKLR	ENSG00000143627
FGFBP2	ENSG00000137441
LCN8	ENSG00000204001
LRRC17	ENSG00000128606
ERCC1	ENSG00000012061
DBNL	ENSG00000136279
SLC2A4	ENSG00000181856
GNAT2	ENSG00000134183
IL4I1	ENSG00000104951
SLC25A12	ENSG00000115840
GNAI3	ENSG00000065135
SIDT1	ENSG00000072858
GPR17	ENSG00000144230
FMO2	ENSG00000094963
CAPN6	ENSG00000077274
C5orf52	ENSG00000187658
TRIM42	ENSG00000155890
KIAA0355	ENSG00000166398
C1QL2	ENSG00000144119
ELK3	ENSG00000111145
CLEC6A	ENSG00000205846
NCOR1	ENSG00000141027
CD63	ENSG00000135404
ADCY1	ENSG00000164742
FOLR1	ENSG00000110195
ZNF227	ENSG00000131115
FNBP1L	ENSG00000137942
GCA	ENSG00000115271
RPS4X	ENSG00000198034
ORAI2	ENSG00000160991
DDX6	ENSG00000110367
CXCL3	ENSG00000163734
PPAT	ENSG00000128059
C10orf53	ENSG00000178645
SDK2	ENSG00000069188
LRRC6	ENSG00000129295
LELP1	ENSG00000203784
PRR9	ENSG00000203783
FGD2	ENSG00000146192
ADORA3	ENSG00000121933
PYCR1	ENSG00000183010
CREB5	ENSG00000146592
OTUB1	ENSG00000167770
MTSS1L	ENSG00000132613
FAM175B	ENSG00000165660
ABCB10	ENSG00000135776
LEUTX	ENSG00000213921
EPRS	ENSG00000136628
FBXL13	ENSG00000161040
C20orf194	ENSG00000088854
BRS3	ENSG00000102239
TFG	ENSG00000114354
PARM1	ENSG00000169116
CHMP2A	ENSG00000130724
ASB5	ENSG00000164122
ZNF117	ENSG00000152926
TRIM71	ENSG00000206557
SPATC1L	ENSG00000160284
WASF2	ENSG00000158195
FAM198B	ENSG00000164125
RESP18	ENSG00000182698
RNASE7	ENSG00000165799
ERBB4	ENSG00000178568
PRMT6	ENSG00000198890
CCDC107	ENSG00000159884
CSF1R	ENSG00000182578
UBE2M	ENSG00000130725
UBE2C	ENSG00000175063
GLYATL3	ENSG00000203972
TLR4	ENSG00000136869
NNMT	ENSG00000166741
MED25	ENSG00000104973
TRAPPC6A	ENSG00000007255
METTL7A	ENSG00000185432
CHST8	ENSG00000124302
ACADS	ENSG00000122971
CCDC8	ENSG00000169515
GJB7	ENSG00000164411
TBKBP1	ENSG00000198933
RABL3	ENSG00000144840
FGF19	ENSG00000162344
CCDC7	ENSG00000150076
MALL	ENSG00000144063
SMIM8	ENSG00000111850
APOBEC4	ENSG00000173627
SERPINB3	ENSG00000057149
RPS27	ENSG00000177954
TMEM182	ENSG00000170417
TRPM1	ENSG00000134160
ASTL	ENSG00000188886
RGL1	ENSG00000143344
TAF5	ENSG00000148835
ZC3H11A	ENSG00000058673
MAP4K2	ENSG00000168067
PROM1	ENSG00000007062
GTPBP10	ENSG00000105793
CKS2	ENSG00000123975
NR4A1	ENSG00000123358
WDR24	ENSG00000127580
YEATS2	ENSG00000163872
ATP13A3	ENSG00000133657
CITED1	ENSG00000125931
MDM2	ENSG00000135679
IFI16	ENSG00000163565
NECAP1	ENSG00000089818
DOK5	ENSG00000101134
BRD8	ENSG00000112983
ATP11C	ENSG00000101974
RPS19	ENSG00000105372
ZNF143	ENSG00000166478
IFI27L2	ENSG00000119632
APH1A	ENSG00000117362
OTOG	ENSG00000188162
BLVRB	ENSG00000090013
M1AP	ENSG00000159374
CHIC1	ENSG00000204116
HRC	ENSG00000130528
DNA2	ENSG00000138346
CREBRF	ENSG00000164463
ATF5	ENSG00000169136
CLASP1	ENSG00000074054
FAM173A	ENSG00000103254
MARCO	ENSG00000019169
IQCB1	ENSG00000173226
SLC44A3	ENSG00000143036
AKAP6	ENSG00000151320
WDR86	ENSG00000187260
BMP8B	ENSG00000116985
PTPRK	ENSG00000152894
CPNE4	ENSG00000196353
PNMAL1	ENSG00000182013
PTBP2	ENSG00000117569
CAMK2N2	ENSG00000163888
RAB11FIP5	ENSG00000135631
CYP4F2	ENSG00000186115
ALDH8A1	ENSG00000118514
NAGS	ENSG00000161653
UBN1	ENSG00000118900
SPI1	ENSG00000066336
RPL10L	ENSG00000165496
ZNF793	ENSG00000188227
SKOR2	ENSG00000215474
SYT5	ENSG00000129990
ANKRD34B	ENSG00000189127
ERCC6L	ENSG00000186871
PGP	ENSG00000184207
RNF113A	ENSG00000125352
ZNF860	ENSG00000197385
TBX21	ENSG00000073861
NDUFA1	ENSG00000125356
PPIE	ENSG00000084072
TUBA8	ENSG00000183785
CSDE1	ENSG00000009307
FAM84B	ENSG00000168672
SND1	ENSG00000197157
EP300	ENSG00000100393
ACSBG2	ENSG00000130377
REG4	ENSG00000134193
SNX16	ENSG00000104497
SGSH	ENSG00000181523
SKP2	ENSG00000145604
PGLYRP3	ENSG00000159527
TUBD1	ENSG00000108423
NHLH1	ENSG00000171786
H1FX	ENSG00000184897
IL6ST	ENSG00000134352
PPIG	ENSG00000138398
ZNF235	ENSG00000159917
ALKBH4	ENSG00000160993
FMO1	ENSG00000010932
C10orf10	ENSG00000165507
TAF5L	ENSG00000135801
UGGT1	ENSG00000136731
RRP12	ENSG00000052749
STOX2	ENSG00000173320
DUSP7	ENSG00000164086
URB2	ENSG00000135763
UTP15	ENSG00000164338
PMP22	ENSG00000109099
MSL2	ENSG00000174579
FOXL2	ENSG00000183770
FOXL2NB	ENSG00000206262
KSR2	ENSG00000171435
SDCCAG3	ENSG00000165689
EPHX3	ENSG00000105131
MAG	ENSG00000105695
OR56B4	ENSG00000180919
ASCL4	ENSG00000187855
RNF157	ENSG00000141576
FOPNL	ENSG00000133393
CAPN2	ENSG00000162909
MTHFD2L	ENSG00000163738
ATP2C2	ENSG00000064270
CSPG5	ENSG00000114646
KRTAP1-3	ENSG00000262347
C10orf55	ENSG00000222047
IMPAD1	ENSG00000104331
KANSL1L	ENSG00000144445
NTNG1	ENSG00000162631
GTF2E1	ENSG00000153767
LTN1	ENSG00000198862
TMEM72	ENSG00000187783
EFNB2	ENSG00000125266
PNKP	ENSG00000039650
PTMS	ENSG00000159335
THG1L	ENSG00000113272
CMC1	ENSG00000187118
FA2H	ENSG00000103089
CYP4F11	ENSG00000171903
KIR3DX1	ENSG00000104970
FAM73A	ENSG00000180488
TTLL5	ENSG00000119685
PLAC1	ENSG00000170965
AIMP1	ENSG00000164022
C6orf163	ENSG00000203872
KCNA2	ENSG00000177301
ATF6B	ENSG00000213676
PSRC1	ENSG00000134222
INPP5K	ENSG00000132376
TRIM10	ENSG00000227472
ZC3H18	ENSG00000158545
POU5F1	ENSG00000233911
TRIM24	ENSG00000122779
EXOC3L1	ENSG00000179044
CLSPN	ENSG00000092853
TIMM21	ENSG00000075336
STMN4	ENSG00000015592
ACVR1	ENSG00000115170
CLCN1	ENSG00000188037
EPHA5	ENSG00000145242
NAPSA	ENSG00000131400
GFRA3	ENSG00000146013
OSBPL10	ENSG00000144645
PHKB	ENSG00000102893
STX6	ENSG00000135823
GTF3C5	ENSG00000148308
LRRC74A	ENSG00000100565
BEND7	ENSG00000165626
HDAC9	ENSG00000048052
PLG	ENSG00000122194
MAP6D1	ENSG00000180834
SAC3D1	ENSG00000168061
IQCC	ENSG00000160051
FMO4	ENSG00000076258
LGALS8	ENSG00000116977
MRPL1	ENSG00000169288
UBQLN2	ENSG00000188021
KAT6B	ENSG00000156650
CDCP1	ENSG00000163814
ESRRA	ENSG00000173153
PEX26	ENSG00000215193
HLA-DQA2	ENSG00000223793
CNTN2	ENSG00000184144
CYSLTR1	ENSG00000173198
EDA	ENSG00000158813
KIAA0895L	ENSG00000196123
SPTY2D1	ENSG00000179119
DLG1	ENSG00000075711
KLHL7	ENSG00000122550
MED23	ENSG00000112282
FOXJ1	ENSG00000129654
ARL6IP1	ENSG00000170540
SLC9A2	ENSG00000115616
RDH12	ENSG00000139988
NCAPD3	ENSG00000151503
ARHGEF2	ENSG00000116584
NRM	ENSG00000206484
SERPINB10	ENSG00000242550
TRIM39	ENSG00000229929
PEAK1	ENSG00000173517
XPO1	ENSG00000082898
TMEM81	ENSG00000174529
WDR82	ENSG00000164091
PARP16	ENSG00000138617
MZF1	ENSG00000099326
ZNF217	ENSG00000171940
IGSF11	ENSG00000144847
RUNX3	ENSG00000020633
CWH43	ENSG00000109182
GDI2	ENSG00000057608
KITLG	ENSG00000049130
PHYHIPL	ENSG00000165443
KCMF1	ENSG00000176407
NPC2	ENSG00000119655
CPSF2	ENSG00000165934
YKT6	ENSG00000106636
ZNF705A	ENSG00000196946
THEG	ENSG00000105549
NAALADL1	ENSG00000168060
FGFR1OP2	ENSG00000111790
SP5	ENSG00000204335
RBBP5	ENSG00000117222
S100A16	ENSG00000188643
RYR3	ENSG00000198838
FKBP10	ENSG00000141756
PADI4	ENSG00000159339
BPHL	ENSG00000137274
SERPINB2	ENSG00000197632
PSPH	ENSG00000146733
FAM43A	ENSG00000185112
S100A14	ENSG00000189334
HR	ENSG00000168453
CLIC1	ENSG00000226651
MNX1	ENSG00000130675
PPP6R1	ENSG00000105063
ATP13A4	ENSG00000127249
RTCB	ENSG00000100220
PMM1	ENSG00000100417
INSL4	ENSG00000120211
MEIS3	ENSG00000105419
ADAMTS7	ENSG00000136378
GCLC	ENSG00000001084
MORF4L1	ENSG00000185787
SNRNP40	ENSG00000060688
LCP2	ENSG00000043462
TMEM104	ENSG00000109066
DAXX	ENSG00000206206
CXCL1	ENSG00000163739
SFRP2	ENSG00000145423
IFI44	ENSG00000137965
HEG1	ENSG00000173706
ABCB6	ENSG00000115657
GATAD2A	ENSG00000167491
IL27RA	ENSG00000104998
CD79A	ENSG00000105369
TNKS	ENSG00000173273
PLA2G12A	ENSG00000123739
PGLYRP4	ENSG00000163218
PRKG2	ENSG00000138669
VPS51	ENSG00000149823
RPSAP58	ENSG00000205246
ZNF577	ENSG00000161551
HMGB2	ENSG00000164104
DYNC2LI1	ENSG00000138036
MMP13	ENSG00000137745
ERICH2	ENSG00000204334
SIK1	ENSG00000142178
SYNCRIP	ENSG00000135316
MAPK10	ENSG00000109339
PPP1R8	ENSG00000117751
FBXO3	ENSG00000110429
RSAD1	ENSG00000136444
INS	ENSG00000254647
GSG2	ENSG00000177602
CNBD1	ENSG00000176571
LRRC4	ENSG00000128594
CD58	ENSG00000116815
ITGAE	ENSG00000083457
FAM109A	ENSG00000198324
FABP2	ENSG00000145384
TIMMDC1	ENSG00000113845
CYTH1	ENSG00000108669
TGM1	ENSG00000092295
CHMP2B	ENSG00000083937
DOCK7	ENSG00000116641
PSORS1C1	ENSG00000233734
PRKRIP1	ENSG00000128563
SORBS3	ENSG00000120896
BCAR3	ENSG00000137936
SCG3	ENSG00000104112
FXR2	ENSG00000129245
LMOD2	ENSG00000170807
RASSF4	ENSG00000107551
PDCD5	ENSG00000105185
PSORS1C2	ENSG00000227246
CDSN	ENSG00000237165
ZNF232	ENSG00000167840
CSNK2A2	ENSG00000070770
RPTOR	ENSG00000141564
TTR	ENSG00000118271
MCM3AP	ENSG00000160294
MTA3	ENSG00000057935
OPCML	ENSG00000183715
PIAS4	ENSG00000105229
CLMN	ENSG00000165959
DNPEP	ENSG00000123992
DEF8	ENSG00000140995
BMP1	ENSG00000168487
GYG1	ENSG00000163754
TBC1D4	ENSG00000136111
NUB1	ENSG00000013374
UBR2	ENSG00000024048
SLC24A1	ENSG00000074621
PRPF4B	ENSG00000112739
SLC26A11	ENSG00000181045
TOPBP1	ENSG00000163781
CDH6	ENSG00000113361
TCERG1	ENSG00000113649
SPPL3	ENSG00000157837
MATK	ENSG00000007264
OPA1	ENSG00000198836
RPL11	ENSG00000142676
SLC28A3	ENSG00000197506
RAB18	ENSG00000099246
SSTR4	ENSG00000132671
MRPS18B	ENSG00000229861
RASL11A	ENSG00000122035
ZBTB48	ENSG00000204859
GALNT2	ENSG00000143641
CUEDC2	ENSG00000107874
CDT1	ENSG00000167513
RRAGB	ENSG00000083750
PTPN23	ENSG00000076201
TP53BP2	ENSG00000143514
APOA5	ENSG00000110243
GNS	ENSG00000135677
EFCAB12	ENSG00000172771
APOA4	ENSG00000110244
PGBD5	ENSG00000177614
IKBKAP	ENSG00000070061
OMG	ENSG00000126861
NKX2-4	ENSG00000125816
CD5L	ENSG00000073754
APOC3	ENSG00000110245
ALS2	ENSG00000003393
XG	ENSG00000124343
KIRREL	ENSG00000183853
AP3B1	ENSG00000132842
H2BFWT	ENSG00000123569
ADAM30	ENSG00000134249
CALR3	ENSG00000269058
USP6	ENSG00000129204
XXYLT1	ENSG00000173950
DOK6	ENSG00000206052
CALML6	ENSG00000169885
CACNG8	ENSG00000142408
OR9G4	ENSG00000172457
CACNG6	ENSG00000130433
FAM13C	ENSG00000148541
RAD51B	ENSG00000182185
EFCC1	ENSG00000114654
SART3	ENSG00000075856
SRSF3	ENSG00000112081
VPS53	ENSG00000141252
SNUPN	ENSG00000169371
TMEM135	ENSG00000166575
ISY1-RAB43	ENSG00000261796
TERT	ENSG00000164362
S100A9	ENSG00000163220
PSD	ENSG00000059915
FOXI1	ENSG00000168269
DDI2	ENSG00000197312
TUSC2	ENSG00000114383
KIAA1614	ENSG00000135835
CHRND	ENSG00000135902
APPL2	ENSG00000136044
ATG2A	ENSG00000110046
KIF2A	ENSG00000068796
PPP1R18	ENSG00000225060
ACTR2	ENSG00000138071
MAP2	ENSG00000078018
FLT1	ENSG00000102755
CCNC	ENSG00000112237
CTNNB1	ENSG00000168036
PRRT1	ENSG00000235956
NKX2-5	ENSG00000183072
PIK3R2	ENSG00000105647
DEFB1	ENSG00000164825
POU2AF1	ENSG00000110777
FIGLA	ENSG00000183733
RSC1A1	ENSG00000215695
S100A12	ENSG00000163221
SMARCB1	ENSG00000275837
SPATC1	ENSG00000186583
DSTYK	ENSG00000133059
ACTL8	ENSG00000117148
SAR1B	ENSG00000152700
MMP28	ENSG00000271447
CD80	ENSG00000121594
FOXS1	ENSG00000179772
PRR23B	ENSG00000184814
PRR23C	ENSG00000233701
ARPP21	ENSG00000172995
BPNT1	ENSG00000162813
FAM53A	ENSG00000174137
TIMP2	ENSG00000035862
PDSS2	ENSG00000164494
PRR23A	ENSG00000206260
DPY19L2	ENSG00000177990
GALNT1	ENSG00000141429
STRIP2	ENSG00000128578
OTUD1	ENSG00000165312
DXO	ENSG00000204348
MRPS22	ENSG00000175110
GNL1	ENSG00000206412
CLEC4A	ENSG00000111729
ACAD9	ENSG00000177646
C2	ENSG00000204364
JAZF1	ENSG00000153814
DYSF	ENSG00000135636
PARP15	ENSG00000173200
DOHH	ENSG00000129932
FAM171A2	ENSG00000161682
FAM118A	ENSG00000100376
SEL1L	ENSG00000071537
TMEM86B	ENSG00000180089
SGK2	ENSG00000101049
PDCD7	ENSG00000090470
KIAA1731NL	ENSG00000178404
ZNF688	ENSG00000229809
CHRDL1	ENSG00000101938
MICB	ENSG00000227772
PPHLN1	ENSG00000134283
FLI1	ENSG00000151702
OCRL	ENSG00000122126
WSCD2	ENSG00000075035
ITCH	ENSG00000078747
ZNF484	ENSG00000127081
MRPL46	ENSG00000259494
EGFLAM	ENSG00000164318
CSDC2	ENSG00000172346
SERPINF2	ENSG00000167711
H6PD	ENSG00000049239
INCENP	ENSG00000149503
ATG9A	ENSG00000198925
KCNK15	ENSG00000124249
METTL25	ENSG00000127720
RIMS4	ENSG00000101098
JAM3	ENSG00000166086
GSTZ1	ENSG00000100577
DLG2	ENSG00000150672
DCDC2C	ENSG00000214866
TRPM7	ENSG00000092439
NIF3L1	ENSG00000196290
COL25A1	ENSG00000188517
TTC33	ENSG00000113638
BAG5	ENSG00000166170
FXYD1	ENSG00000266964
COG2	ENSG00000135775
SLX4	ENSG00000188827
FBXL15	ENSG00000107872
ZFP57	ENSG00000223858
VCPKMT	ENSG00000100483
ISCA2	ENSG00000165898
LIN7C	ENSG00000148943
ELAVL2	ENSG00000107105
IGSF21	ENSG00000117154
RASL10A	ENSG00000100276
S100A13	ENSG00000189171
PODN	ENSG00000174348
BLOC1S5	ENSG00000188428
PALM3	ENSG00000187867
XRCC3	ENSG00000126215
LYPD5	ENSG00000159871
ALLC	ENSG00000151360
SPINK8	ENSG00000229453
COPB2	ENSG00000184432
OSM	ENSG00000099985
NDUFV2	ENSG00000178127
EEF1E1	ENSG00000124802
BICC1	ENSG00000122870
MZT1	ENSG00000204899
TAX1BP1	ENSG00000106052
TBC1D13	ENSG00000107021
C5orf58	ENSG00000234511
DAOA	ENSG00000182346
OLIG3	ENSG00000177468
CAMKMT	ENSG00000143919
DET1	ENSG00000140543
ZNF649	ENSG00000198093
ENPP3	ENSG00000154269
HNRNPLL	ENSG00000143889
MRPS11	ENSG00000181991
ZBTB40	ENSG00000184677
VDAC3	ENSG00000078668
HYAL2	ENSG00000068001
UBASH3B	ENSG00000154127
MRPS33	ENSG00000090263
ZNF613	ENSG00000176024
SLC35A2	ENSG00000102100
S100A1	ENSG00000160678
TMCC2	ENSG00000133069
ERI3	ENSG00000117419
FBXW12	ENSG00000164049
KRTAP4-16P	ENSG00000262520
NUAK2	ENSG00000163545
PITPNM2	ENSG00000090975
HNRNPA3	ENSG00000170144
ZNF785	ENSG00000197162
SENP3	ENSG00000161956
VPS35	ENSG00000069329
ACVRL1	ENSG00000139567
CXCL13	ENSG00000156234
SEC61A1	ENSG00000058262
RARRES2	ENSG00000106538
ITSN2	ENSG00000198399
TMEM262	ENSG00000187066
COL6A5	ENSG00000172752
KLHDC8A	ENSG00000162873
VANGL2	ENSG00000162738
ZNF774	ENSG00000196391
RERGL	ENSG00000111404
C8B	ENSG00000021852
PIBF1	ENSG00000083535
SDSL	ENSG00000139410
GRB14	ENSG00000115290
TNXB	ENSG00000168477
PPP1R12C	ENSG00000125503
ZFPL1	ENSG00000162300
CHTOP	ENSG00000160679
KCNJ1	ENSG00000151704
SUB1	ENSG00000113387
PLEKHD1	ENSG00000175985
GJB2	ENSG00000165474
WISP2	ENSG00000064205
TNFAIP2	ENSG00000185215
SLC24A3	ENSG00000185052
SLC9A6	ENSG00000198689
CCDC180	ENSG00000197816
SETD1B	ENSG00000139718
MORN5	ENSG00000185681
SPSB1	ENSG00000171621
MYH13	ENSG00000006788
PACSIN3	ENSG00000165912
LDB2	ENSG00000169744
COA4	ENSG00000181924
SLC16A10	ENSG00000112394
NECAB2	ENSG00000103154
CCR4	ENSG00000183813
OR51E2	ENSG00000167332
A1CF	ENSG00000148584
BCL11B	ENSG00000127152
TBC1D5	ENSG00000131374
ARNTL2	ENSG00000029153
B3GAT3	ENSG00000149541
NHLRC3	ENSG00000188811
FGD6	ENSG00000180263
CCDC33	ENSG00000140481
ZBTB22	ENSG00000236104
DAZAP1	ENSG00000071626
CBLN2	ENSG00000141668
ATP1B4	ENSG00000101892
HDGF	ENSG00000143321
RPS14	ENSG00000164587
ESR1	ENSG00000091831
PLBD1	ENSG00000121316
DERL3	ENSG00000274437
TSFM	ENSG00000123297
CRTAM	ENSG00000109943
CCDC144NL	ENSG00000205212
DPYSL5	ENSG00000157851
COL6A3	ENSG00000163359
RABL6	ENSG00000196642
CTDSP2	ENSG00000175215
PITX2	ENSG00000164093
PLOD1	ENSG00000083444
LEMD1	ENSG00000186007
SCARF1	ENSG00000074660
PIK3C2G	ENSG00000139144
DYNC2H1	ENSG00000187240
MYEOV	ENSG00000172927
HTT	ENSG00000197386
NME9	ENSG00000181322
EEFSEC	ENSG00000132394
TMCC1	ENSG00000172765
GADD45B	ENSG00000099860
MDC1	ENSG00000224587
DOCK10	ENSG00000135905
TSC2	ENSG00000103197
NHLRC2	ENSG00000196865
OR2B6	ENSG00000124657
RUVBL1	ENSG00000175792
ATIC	ENSG00000138363
PDIA6	ENSG00000143870
SLFN5	ENSG00000166750
INO80C	ENSG00000153391
PIK3R1	ENSG00000145675
SFXN5	ENSG00000144040
RFX2	ENSG00000087903
TNNI1	ENSG00000159173
SEC24A	ENSG00000113615
ZNF326	ENSG00000162664
ZNF266	ENSG00000174652
FGFBP1	ENSG00000137440
FRS2	ENSG00000166225
SGCZ	ENSG00000185053
SLC7A1	ENSG00000139514
CCDC83	ENSG00000150676
GNRH1	ENSG00000147437
SLAMF6	ENSG00000162739
PAAF1	ENSG00000175575
LRRC70	ENSG00000186105
LRRTM1	ENSG00000162951
CTF1	ENSG00000150281
ANAPC4	ENSG00000053900
PCSK7	ENSG00000160613
SSTR1	ENSG00000139874
TSEN15	ENSG00000198860
IFIT2	ENSG00000119922
FBXO28	ENSG00000143756
SURF1	ENSG00000148290
AHI1	ENSG00000135541
CD1D	ENSG00000158473
PQLC1	ENSG00000122490
SDS	ENSG00000135094
SLK	ENSG00000065613
BCL9L	ENSG00000186174
AOC1	ENSG00000002726
SNRPD2	ENSG00000125743
GK5	ENSG00000175066
MAGED1	ENSG00000179222
PRCC	ENSG00000143294
DSN1	ENSG00000149636
UPK2	ENSG00000110375
ARHGEF1	ENSG00000076928
KIR3DL3	ENSG00000275513
EYA3	ENSG00000158161
PHLDA3	ENSG00000174307
LURAP1L	ENSG00000153714
EVI2B	ENSG00000185862
NAA25	ENSG00000111300
TYRP1	ENSG00000107165
SLC18A1	ENSG00000036565
TFRC	ENSG00000072274
FAM184A	ENSG00000111879
ATOH8	ENSG00000168874
RADIL	ENSG00000157927
PRRC2C	ENSG00000117523
IPO11	ENSG00000086200
MAP3K14	ENSG00000006062
TMUB1	ENSG00000164897
KIR2DL4	ENSG00000275848
FERMT2	ENSG00000073712
MRPL50	ENSG00000136897
WBSCR28	ENSG00000175877
CCDC174	ENSG00000154781
FICD	ENSG00000198855
TGFBR2	ENSG00000163513
GJA8	ENSG00000121634
FTHL17	ENSG00000132446
ACADL	ENSG00000115361
SURF2	ENSG00000148291
SAPCD2	ENSG00000186193
BRINP2	ENSG00000198797
CD226	ENSG00000150637
CIT	ENSG00000122966
TMEM151B	ENSG00000178233
SHOX2	ENSG00000168779
WT1	ENSG00000184937
HSPB8	ENSG00000152137
GLYCTK	ENSG00000168237
GCSAM	ENSG00000174500
SMC5	ENSG00000198887
ASL	ENSG00000126522
FAM231D	ENSG00000272058
FOXE1	ENSG00000178919
CSRP1	ENSG00000159176
VPS26B	ENSG00000151502
METTL22	ENSG00000067365
MAP2K7	ENSG00000076984
ZKSCAN1	ENSG00000106261
C6orf10	ENSG00000226892
QPCTL	ENSG00000011478
CCNI	ENSG00000118816
TFIP11	ENSG00000100109
CXCR5	ENSG00000160683
GLTSCR2	ENSG00000105373
TCP11X2	ENSG00000215029
BMP6	ENSG00000153162
SIGLEC11	ENSG00000161640
DEGS1	ENSG00000143753
LSS	ENSG00000160285
REG1B	ENSG00000172023
RTEL1	ENSG00000258366
METTL9	ENSG00000197006
APEX2	ENSG00000169188
SYNGR1	ENSG00000100321
OR13F1	ENSG00000186881
MAN1C1	ENSG00000117643
COQ2	ENSG00000173085
TRIM27	ENSG00000215641
N4BP2L2	ENSG00000244754
LBP	ENSG00000129988
UTP3	ENSG00000132467
GUCY2C	ENSG00000070019
GUCY2D	ENSG00000132518
LGALS3BP	ENSG00000108679
SMOX	ENSG00000088826
OR13C3	ENSG00000204246
RAI2	ENSG00000131831
FMNL1	ENSG00000184922
OR13C8	ENSG00000186943
ZDHHC20	ENSG00000180776
GPC2	ENSG00000213420
IGSF6	ENSG00000140749
CC2D1A	ENSG00000132024
WDR12	ENSG00000138442
SMC1B	ENSG00000077935
GADL1	ENSG00000144644
B4GALT5	ENSG00000158470
MFSD3	ENSG00000167700
TSSC4	ENSG00000184281
FAM71F1	ENSG00000135248
FLVCR2	ENSG00000119686
DSC1	ENSG00000134765
TCEA3	ENSG00000204219
HTR3D	ENSG00000186090
GNPDA2	ENSG00000163281
FGFR2	ENSG00000066468
SLC22A18	ENSG00000110628
SLC12A1	ENSG00000074803
LYAR	ENSG00000145220
STXBP3	ENSG00000116266
FNDC1	ENSG00000164694
MASP2	ENSG00000009724
FGD3	ENSG00000127084
RUSC2	ENSG00000198853
TIFA	ENSG00000145365
CEP70	ENSG00000114107
CLCA1	ENSG00000016490
CTU1	ENSG00000142544
RAB26	ENSG00000167964
TSKU	ENSG00000182704
COL18A1	ENSG00000182871
UHRF2	ENSG00000147854
DDAH2	ENSG00000233076
TRIM49B	ENSG00000182053
ATP6V1B2	ENSG00000147416
LGI4	ENSG00000153902
RGS4	ENSG00000117152
CRYAB	ENSG00000109846
SATL1	ENSG00000184788
ALPK1	ENSG00000073331
GLRX	ENSG00000173221
ELAVL3	ENSG00000196361
CCDC121	ENSG00000176714
TNIP2	ENSG00000168884
FUT2	ENSG00000176920
SUPT7L	ENSG00000119760
TMC2	ENSG00000149488
RAB11A	ENSG00000103769
C10orf35	ENSG00000171224
MRPS21	ENSG00000266472
APOOL	ENSG00000155008
VPS13D	ENSG00000048707
USP22	ENSG00000124422
ALX4	ENSG00000052850
KLHDC7A	ENSG00000179023
CCDC59	ENSG00000133773
RPL21	ENSG00000122026
DZIP1	ENSG00000134874
KDSR	ENSG00000119537
SOX15	ENSG00000129194
TDRD12	ENSG00000173809
UBE2H	ENSG00000186591
CLPS	ENSG00000137392
WSB2	ENSG00000176871
PPP1R10	ENSG00000235291
LONP1	ENSG00000196365
ARID5B	ENSG00000150347
HYOU1	ENSG00000149428
ZNF280D	ENSG00000137871
CPXCR1	ENSG00000147183
DOCK5	ENSG00000147459
USP33	ENSG00000077254
DEPDC1B	ENSG00000035499
PELI1	ENSG00000197329
MYBBP1A	ENSG00000132382
MYBL2	ENSG00000101057
TM7SF2	ENSG00000149809
AGTRAP	ENSG00000177674
ARID3A	ENSG00000116017
ZNF653	ENSG00000161914
PNKD	ENSG00000127838
NPLOC4	ENSG00000182446
TAPT1	ENSG00000169762
PCSK5	ENSG00000099139
PPP1R16B	ENSG00000101445
NKAIN3	ENSG00000185942
RNF5	ENSG00000227277
FAM166B	ENSG00000215187
DDX39B	ENSG00000230624
PBX2	ENSG00000206315
CYP1B1	ENSG00000138061
CLLU1OS	ENSG00000205057
TMPRSS11E	ENSG00000087128
GPR171	ENSG00000174946
TMEM165	ENSG00000134851
CREBZF	ENSG00000137504
