	Human_Muscle_Relative_Gene_Expression_Difference(RPKM)	Chimp_Muscle_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Muscle_Relative_Gene_Expression_Difference(RPKM)	Human_Kidney_Relative_Gene_Expression_Difference(RPKM)	Chimp_Kidney_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Kidney_Relative_Gene_Expression_Difference(RPKM)	Human_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Cerebellar_Cortex_Relative_Gene_Expression_Difference(RPKM)	Human_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Prefrontal_Cortex_Relative_Gene_Expression_Difference(RPKM)	Human_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Chimp_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Primary_Visual_Cortex_Relative_Gene_Expression_Difference(RPKM)
C16orf78	0	0	3	1.614312752	1.385687248	0	0	1.247681753	1.752318247	0	1.743400145	1.256599855	0	1.766682248	1.233317752
LRTM2	0	2.406116051	0.593883949	0	0	3	0.378215419	0.727211173	1.894573408	1.027723873	0.715167374	1.257108753	0.717176872	0.876161298	1.406661829
BRD7	0.670453958	0.919680009	1.409866033	0.877943871	0.909349721	1.212706408	0.975417105	0.872183347	1.152399547	1.025680197	0.901837079	1.072482724	1.072259712	0.824131066	1.103609222
CKB	2.294098884	0.471795345	0.23410577	1.344933855	1.159258187	0.495807958	1.319892641	0.794379635	0.885727724	1.251650582	0.8981997	0.850149717	1.245904688	1.004233873	0.749861439
TRMT61A	1.134266355	1.044166814	0.821566831	0.956986652	0.86812583	1.174887518	1.19279958	1.077939516	0.729260904	1.235531073	0.918575999	0.845892928	1.054935885	0.987621668	0.957442448
BTRC	0.561456668	1.769208088	0.669335244	0.936147817	1.048079761	1.015772422	0.738624193	1.174404	1.086971807	1.027242582	1.139563616	0.833193803	0.679016863	1.078406584	1.242576552
POLL	1.06502068	0.820319832	1.114659488	0.74400513	0.865304854	1.390690016	0.689758616	0.732019908	1.578221476	0.690208117	0.694527761	1.615264121	0.708952388	0.842197678	1.448849934
BAG5	0.523184921	1.322810062	1.154005017	0.747576082	1.318986911	0.933437008	0.715953981	1.138052436	1.145993584	0.716256961	1.274433392	1.009309647	0.590382214	1.252465214	1.157152572
DPCD	0.750371786	0.489192633	1.760435581	0.760137938	0.621818749	1.618043313	0.549731748	0.577602999	1.872665253	0.776140025	0.66881026	1.555049716	0.760379433	0.883223347	1.35639722
LARP6	1.010688559	1.502333553	0.486977888	1.008839867	1.138201333	0.852958801	0.696913872	0.987718744	1.315367383	1.163911103	1.132268476	0.70382042	1.149394866	1.162327495	0.688277639
API5	0.512541399	1.56302989	0.92442871	0.751772682	1.284355726	0.963871592	0.837583288	1.273018028	0.889398684	0.954309623	1.268455195	0.777235183	0.691826543	1.233026761	1.075146697
ASPG	3	0	0	2.895133155	0.104866845	0	1.3592349	0	1.6407651	1.055105789	0	1.944894211	3	0	0
ZNF319	0.887686166	0.894379845	1.217933989	0.59876308	0.482390153	1.918846768	0.759176145	1.022501462	1.218322394	0.83999141	0.570082518	1.589926072	0.729715082	0.891305276	1.378979642
HPS6	0.824719118	1.370592443	0.804688438	0.752827667	1.066561622	1.180610711	0.843136103	0.994091562	1.162772334	1.009222008	0.979101026	1.011676966	0.852036813	1.094228525	1.053734662
SENP8	1.166150711	1.089597392	0.744251896	0.684574437	0.999117811	1.316307752	0.819429384	1.059132297	1.121438319	0.872911807	1.262527939	0.864560254	0.707858447	1.233731472	1.058410081
NOLC1	0.684857687	1.530106895	0.785035417	0.970018245	1.241023443	0.788958313	1.017308988	1.129625771	0.853065242	0.997874902	1.174051302	0.828073796	0.703277566	1.198990271	1.097732163
ALKBH3	0.760284905	0.696192869	1.543522226	1.129619532	1.107100341	0.763280127	1.247783189	1.049737303	0.702479507	1.099829097	1.207578856	0.692592047	1.197644471	1.080054679	0.72230085
COPS2	0.841300855	1.450428039	0.708271106	1.02404397	1.264063135	0.711892895	1.019799442	1.332211158	0.6479894	1.180792092	1.205655117	0.613552791	1.002498368	1.295148005	0.702353627
GABRB3	0	1.792285223	1.207714777	0.629743804	2.198474455	0.171781742	0.704157253	1.113260781	1.182581966	1.027660398	1.021693151	0.95064645	0.556930505	1.103021192	1.340048303
SGPL1	0.616870384	1.762431145	0.620698471	0.701513187	1.257174763	1.04131205	1.078836826	1.127909236	0.793253938	1.031963393	1.214354834	0.753681774	1.125068094	1.090429406	0.7845025
FRS2	0.575588678	1.812232138	0.612179185	1.065831869	1.170911641	0.76325649	0.733281833	1.677239019	0.589479147	0.954194966	1.351866858	0.693938177	1.087791127	1.23989991	0.672308963
CCT2	0.780423243	1.334717691	0.884859067	0.903976057	1.1812856	0.914738343	0.973278273	1.159903803	0.866817925	1.042068664	0.997430508	0.960500828	0.976918287	1.067623689	0.955458024
PCBD1	0.696429879	0.680565991	1.623004131	0.776500549	1.324502476	0.898996975	0.704847252	0.818681497	1.476471251	0.691007953	0.814050769	1.494941279	0.703157204	0.814538897	1.482303899
ARIH1	0.673852591	1.267988301	1.058159108	1.058687073	0.993741963	0.947570964	0.780285453	1.185856018	1.033858529	0.975518978	1.037358097	0.987122924	0.771873888	1.040302616	1.187823496
C16orf71	0	0.752183761	2.247816239	0	1.386226668	1.613773332	0	0.26371603	2.73628397	0.544762372	0.719421742	1.735815886	0.364533169	0.410797261	2.22466957
CLMP	1.752147366	0.485794396	0.762058238	0.420424079	1.693630917	0.885945004	0.517835854	1.687035951	0.795128195	0.581812447	1.211252412	1.206935141	0.409325776	0.825278726	1.765395497
SCN3B	1.096109249	1.336092319	0.567798432	1.268350507	1.120173159	0.611476334	0.946043347	1.251123292	0.802833361	1.145982544	1.089304069	0.764713386	0.602520237	1.492710719	0.904769044
COX11	1.185203607	1.270273111	0.544523281	0.931967373	1.163876863	0.904155765	1.260612598	1.133427312	0.60596009	1.401159335	1.227564545	0.37127612	1.199547628	1.289068645	0.511383727
ZNF202	0.821496731	1.130032613	1.048470656	1.339604757	0.775450853	0.88494439	0.946261411	0.984904992	1.068833597	1.262881409	0.828572411	0.908546179	0.989013215	0.765420099	1.245566687
FAM227B	1.388322674	0.1516804	1.459996926	0.674067094	0.859595502	1.466337404	0.765602024	0.856069245	1.378328731	0.925144322	0.785335463	1.289520215	1.662671449	0.57336124	0.763967311
STXBP4	0.913469528	1.152767506	0.933762967	0.466231813	1.222730441	1.311037746	0.444223819	1.068226082	1.487550099	0.853415712	1.164687135	0.981897152	0.87427872	0.788760961	1.336960319
CYYR1	1.047479368	1.163182701	0.789337931	1.366037525	1.062056031	0.571906444	0.428165453	1.619145656	0.952688891	0.771001744	1.68349198	0.545506276	1.162514647	1.122980051	0.714505302
CUL5	0.519927877	1.277043914	1.203028209	0.660649767	0.979389463	1.35996077	0.685059262	1.123750525	1.191190213	0.840163492	1.11051051	1.049325998	0.616777881	1.026971937	1.356250182
MYRFL	2.315510672	0	0.684489328	1.388963458	1.523012666	0.088023876	1.393682939	1.424375709	0.181941353	1.296961177	1.411572358	0.291466466	1.964389016	1.035610984	0
WBP1L	0.958508834	1.28479485	0.756696316	0.757216973	0.680228313	1.562554714	1.106550195	0.96525756	0.928192245	1.391228327	0.905624068	0.703147605	1.383862224	0.527542003	1.088595774
C10orf32	0.762034346	0.640378977	1.597586677	1.39861947	0.675132427	0.926248103	1.110362826	0.983652952	0.905984223	1.231694022	0.823551432	0.944754546	1.130407489	0.648554286	1.221038226
C2	0	0.605202101	2.394797899	0	1.123863916	1.876136084	0	1.935505375	1.064494625	0	1.472269223	1.527730777	0	1.570920967	1.429079033
PLEKHF1	1.426070427	0.572196657	1.001732916	0.47324793	1.183131361	1.343620709	0.639631183	1.51760306	0.842765758	0.743545986	1.511181114	0.7452729	0.983313286	1.441770922	0.574915792
TMEM100	0.426974345	2.461613252	0.111412403	2.528391202	0.456925438	0.01468336	0.330179047	1.546770834	1.123050119	0.425367668	1.12914256	1.445489772	0.555704777	0.936126525	1.508168699
ANAPC16	1.380892522	1.008422952	0.610684525	1.19681419	0.991949672	0.811236138	1.413956307	0.814387764	0.77165593	1.213102888	1.01185242	0.775044692	1.126459872	1.079738736	0.793801391
SMPD1	0.913548334	0.974889298	1.111562368	0.805498553	0.737192466	1.457308981	0.946550492	0.743988887	1.309460621	0.915930222	0.853103966	1.230965811	0.85462419	0.864175111	1.281200699
APBB1	1.35978685	1.119726637	0.520486512	0.877323939	1.171124368	0.951551693	1.107012385	0.908695817	0.984291798	1.073082437	0.880462172	1.046455391	0.920428117	1.048903459	1.030668423
SYNPO2L	0.676516925	1.352856812	0.970626263	0.379686719	0.070721714	2.549591567	0.249504445	0.250399986	2.500095569	0.106299024	0.365871041	2.527829935	0.227960622	0.317933674	2.454105704
NUDT13	0.430278151	1.520323697	1.049398152	0.43359265	1.397816075	1.168591275	0.886332871	1.046172006	1.067495123	0.448071608	1.668494329	0.883434063	0.934132406	1.136338619	0.929528974
C11orf65	3	0	0	1.629664209	1.195715437	0.174620354	0.827998516	1.4532619	0.718739584	1.745123889	1.254876111	0	2.382580614	0.617419386	0
TRIM44	0.434891868	1.269030746	1.296077386	0.760191404	0.920141654	1.319666942	0.816098767	0.907054413	1.276846821	0.966757086	1.002106305	1.031136609	0.803213667	0.950098407	1.246687926
ILK	1.087028192	0.965735286	0.947236522	0.941554459	1.145679315	0.912766226	1.043498509	0.864127509	1.092373982	0.971103697	0.771238362	1.257657941	0.994535123	0.801683912	1.203780965
TAF10	0.852456668	0.785143021	1.362400311	0.947119293	0.672769355	1.380111352	0.86705926	0.681555672	1.451385068	0.786258267	0.580594165	1.633147567	1.173172625	0.673274159	1.153553216
TPP1	0.734617344	0.973177337	1.292205319	0.741154263	0.808290381	1.450555356	0.616557854	1.082335264	1.301106881	0.772299631	1.127702727	1.099997641	0.789332559	0.89037681	1.320290631
DCHS1	1.107482342	0.80602269	1.086494968	1.609125496	0.767381033	0.623493471	0.536671347	0.689329548	1.773999105	0.718217665	0.737528971	1.544253364	0.746760273	0.635082848	1.618156879
NETO1	0.735327679	0.933138471	1.33153385	2.535813914	0.432434274	0.031751812	0.400576808	1.551712209	1.047710983	0.929430429	1.327353534	0.743216038	0.728862234	1.301369263	0.969768504
MSS51	0.664429891	1.284061519	1.05150859	1.771272015	0.520063391	0.708664593	1.208948875	1.20079838	0.590252744	1.187848597	1.312455001	0.499696403	0.936954238	1.203371276	0.859674486
CYB5A	0.850326719	0.79894288	1.350730401	0.715487862	0.992068401	1.292443737	1.124825609	0.67674541	1.19842898	0.685081197	1.106638667	1.208280136	0.708815939	0.971782549	1.319401512
USP54	0.719746352	1.206652762	1.073600886	0.630021554	0.89598772	1.473990726	0.590395981	1.087569863	1.322034156	0.842510598	1.221870743	0.93561866	1.188567749	0.922729286	0.888702965
C11orf74	1.61754926	1.056262427	0.326188313	1.238288545	0.983312824	0.778398631	1.346461615	1.06026124	0.593277145	1.488723678	1.0023909	0.508885423	1.472260341	1.088793386	0.438946273
ATP9B	0.93179923	1.412467125	0.655733645	1.01386883	0.814154521	1.171976648	0.730587114	0.814384659	1.455028227	1.094435138	0.774053717	1.131511145	0.841600406	0.83601035	1.322389243
PPFIBP2	0.623861918	1.192852164	1.183285918	0.942305835	0.746648561	1.311045604	0.95656381	0.965050946	1.078385244	0.814021157	1.024000847	1.161977996	1.075888172	0.891067864	1.033043964
CYB5R2	0.80343993	0.62030514	1.576254929	1.979651119	0.788836802	0.231512079	1.00975284	1.05590805	0.934339111	1.234384231	1.16676795	0.598847819	1.500130001	1.179373969	0.32049603
KIAA0355	0.910214377	1.114076813	0.975708809	0.853284336	1.094611926	1.052103738	0.789175732	1.216292199	0.99453207	0.759814091	1.175518904	1.064667006	0.847900006	0.991749927	1.160350067
SERPINB8	0.859269536	1.49954025	0.641190214	0.609950151	1.730027288	0.660022562	0.465346912	0.988638903	1.546014185	0.760050713	1.269469402	0.970479885	0.670831879	1.400791964	0.928376157
TUB	0.614292343	1.025878611	1.359829046	1.192528023	0.734248126	1.073223852	0.569431343	1.026955081	1.403613577	0.826519021	1.043773561	1.129707418	0.532207575	1.035955821	1.431836604
RIC3	0.871522702	0.624527563	1.503949735	1.362557826	0.616325559	1.021116615	1.334867209	0.769179866	0.895952925	1.15261423	0.992786457	0.854599313	0.999348769	0.900940794	1.099710437
LMO1	1.156190036	0.974790813	0.869019151	0.783807615	1.076665838	1.139526546	1.042108249	0.941560632	1.016331119	0.44622268	1.311658415	1.242118905	0.335068396	1.24136804	1.423563564
IDH3A	1.091266364	0.91427139	0.994462246	1.022798189	1.067504494	0.909697317	1.134411011	0.878143143	0.987445846	1.21063953	0.989897373	0.799463097	0.984385658	1.008403998	1.007210344
WDR72	0.775786701	1.579232462	0.644980836	0.962059374	1.198207091	0.839733535	0	2.733098362	0.266901638	0	2.861217353	0.138782647	0.242679431	2.529266383	0.228054186
CRABP1	1.34050099	0.274715192	1.384783817	2.214034948	0.033637412	0.752327641	0.957889965	0.477698011	1.564412024	1.485795258	0.51745737	0.996747372	1.519665404	0.70639463	0.773939966
PLD4	1.581231951	0	1.418768049	2.191943003	0.40073943	0.407317567	1.374775973	1.107962854	0.517261173	0.723720647	1.44446409	0.831815263	0.804579494	1.6965058	0.498914705
ZMAT1	1.362746516	0	1.637253484	1.144908843	0	1.855091157	1.197527669	0	1.802472331	1.906832598	0	1.093167402	1.81978658	0	1.18021342
XRRA1	1.835852453	0.849257515	0.314890032	2.006681904	0.766381362	0.226936734	1.839105151	0.958165654	0.202729194	1.688348824	0.997959841	0.313691335	2.003715485	0.837273541	0.159010974
TRIM66	1.340191222	1.480967232	0.178841546	0.946644745	1.943558227	0.109797028	0.909677635	0.617327424	1.472994941	0.797584526	1.152554227	1.049861246	0.639064009	0.928799692	1.432136299
RNF169	1.143081587	1.143024476	0.713893937	0.950887879	1.109001134	0.940110988	0.841868544	1.266523811	0.891607645	0.807975974	1.192824646	0.99919938	0.773784675	0.883275371	1.342939955
RPL27A	1.006923175	0.55458384	1.438492984	1.076889402	0.619949193	1.303161405	0.984274971	0.601153368	1.414571661	0.596700402	0.5387254	1.864574198	0.85110872	0.712470933	1.436420348
ST5	0.877094577	0.32691326	1.795992162	1.154363116	0.825693807	1.019943077	0.575150186	0.779083743	1.645766071	0.997775254	0.992113473	1.010111273	0.999554796	0.833139302	1.167305902
CDYL2	0.586437357	1.75012695	0.663435693	1.728003096	0.68936938	0.582627524	1.316962778	0.821973879	0.861063343	1.030074007	1.111601146	0.858324847	0.712438587	0.968564991	1.318996421
TMEM130	0.400818282	1.651206396	0.947975321	1.501867848	1.459589743	0.038542409	1.332374824	0.995066443	0.672558734	0.965172047	0.929534986	1.105292967	0.753780271	1.167535358	1.078684371
PRTG	0.915157175	1.769154763	0.315688062	1.197661252	1.350304641	0.452034107	0.342001745	2.309120638	0.348877618	0.8615103	1.537077381	0.601412319	0.860073097	1.531959262	0.607967641
CENPN	0.790817482	1.933315322	0.275867196	1.63672645	0.86711715	0.4961564	1.09917347	0.710056325	1.190770205	1.40048075	1.328571502	0.270947749	1.003121773	1.446272464	0.550605763
AKIP1	1.54654754	0.167987013	1.285465447	1.052079639	0.300362028	1.647558333	1.147351311	0.323690165	1.528958524	1.063701224	0.296074981	1.640223794	1.37468794	0.279609367	1.345702693
ATMIN	0.654126458	1.401079004	0.944794538	0.765920136	1.449334199	0.784745665	1.052904988	1.359303204	0.587791808	1.131016764	1.368803522	0.500179714	0.969205671	1.319124033	0.711670297
C16orf46	1.165352969	1.399199098	0.435447934	0.577744014	1.353558469	1.068697517	1.746935613	0.760475732	0.492588655	0.861592772	1.107109184	1.031298045	0.804818674	1.158211904	1.036969422
TMEM41B	0.731650612	1.167904486	1.100444902	0.866145659	0.888530788	1.245323554	0.851331078	1.252279426	0.896389496	0.806331483	1.333243582	0.860424934	0.874177668	1.171839962	0.95398237
PKD1L2	2.943618191	0.056381809	0	2.774498288	0.034437515	0.191064198	2.412693085	0	0.587306915	1.771719193	0.158410086	1.069870722	1.513825322	0.23468763	1.251487048
LEO1	0.719618072	0.901561485	1.378820443	0.957645881	1.171677355	0.870676764	0.979650258	1.145484954	0.874864788	1.000100143	1.16949462	0.830405237	0.870467643	1.145994608	0.98353775
ZNF143	0.68506036	1.211924289	1.103015351	0.793227228	1.174664409	1.032108363	0.83838188	1.075280228	1.086337892	0.945249126	1.176513113	0.878237761	0.791171432	1.075796058	1.13303251
TMX3	0.408983373	1.819301838	0.771714789	1.173693595	1.19068121	0.635625195	0.746184876	1.288241857	0.965573267	1.045754263	1.151649054	0.802596683	0.73300843	1.157658189	1.109333381
WEE1	1.908832638	0.442972747	0.648194615	1.584347878	0.917556931	0.49809519	0.753008714	1.237289884	1.009701402	1.349734543	1.498638996	0.151626461	0.746605043	1.255034853	0.998360104
MAPK7	1.430237515	0.894561657	0.675200828	0.820480649	1.223262469	0.956256881	0.991820355	0.994310527	1.013869118	0.88878716	1.016202726	1.095010114	1.149497703	0.904627002	0.945875295
PRKCB	0.824337562	1.398589096	0.777073342	2.288850747	0.299208281	0.411940971	0.496780479	0.617012296	1.886207225	1.218645091	0.993037137	0.788317772	0.76985102	1.024511768	1.205637212
HDGFRP3	1.729338932	1.270661068	0	1.406538264	1.593461736	0	1.489262636	1.510737364	0	1.499560863	1.500439137	0	1.368103056	1.631896944	0
NDST2	0.732065466	1.06864473	1.199289804	0.887084291	1.151671902	0.961243807	1.057561893	0.996666296	0.945771811	1.051885007	1.106175112	0.841939882	0.962293609	1.147638887	0.890067504
MCM7	1.110312347	1.412569379	0.477118274	1.632248218	1.062247344	0.305504438	1.392228054	1.161274208	0.446497738	1.221095583	1.456408047	0.32249637	1.529290056	1.231221381	0.239488563
CCDC68	1.476314678	1.21766868	0.306016642	1.091795555	1.608251802	0.299952642	1.152186955	0.627363838	1.220449207	1.618777922	1.2620187	0.119203377	1.654309303	1.105173675	0.240517022
CLEC4E	2.749339588	0.250660412	0	0.841475335	2.059143621	0.099381044	1.733370186	0	1.266629814	2.488326246	0.511673754	0	2.378664924	0.621335076	0
ZNF3	1.102314722	1.115484267	0.782201011	1.106770704	1.064509604	0.828719692	0.95045436	1.103543036	0.946002604	1.024745302	1.123879716	0.851374981	1.065905913	0.985096595	0.948997492
CLEC4D	3	0	0	0.209989107	2.629899503	0.160111391	0	3	0	1.019232476	1.980767524	0	0.7147272	2.2852728	0
ZSCAN21	1.149753271	0.565859558	1.284387172	0.883621607	0.861737849	1.254640544	1.04770122	0.847513411	1.104785369	0.995769385	0.842702219	1.161528396	0.92869859	0.925723786	1.145577624
RIMKLB	1.303418722	1.368621894	0.327959384	1.387949428	1.266573212	0.34547736	1.254377257	1.364277525	0.381345217	1.083667665	1.590687957	0.325644378	1.137302134	1.385199304	0.477498563
A2ML1	2.27578956	0.72421044	0	1.5109006	1.4890994	0	0.329710142	1.12155199	1.548737867	0.82480124	1.24877619	0.92642257	1.48841214	0.680877407	0.830710453
BEAN1	0	1.372421404	1.627578596	1.497453567	0.861519428	0.641027005	0.83843221	1.128484809	1.033082982	1.047391398	0.667072682	1.28553592	1.420010536	0.861780406	0.718209057
TK2	0.983540985	1.381301142	0.635157874	1.146827224	1.40020819	0.452964586	0.776768221	1.119945277	1.103286502	0.958656629	1.500637797	0.540705574	0.970463004	1.164903308	0.864633688
TMED3	0.668884907	0.855279446	1.475835647	0.907434873	1.355809667	0.73675546	1.417123526	1.067260329	0.515616144	1.109248133	0.910068774	0.980683092	0.844406332	0.985645113	1.169948555
SLC38A8	0.113292245	0	2.886707755	0.486142027	0	2.513857973	1.043218995	0.604512969	1.352268037	1.933803473	0.959748584	0.106447944	2.503553362	0.496446638	0
SEC11C	0.832990625	1.148777972	1.018231403	0.962832446	1.391661352	0.645506201	0.950650127	1.2650224	0.784327473	1.004186853	1.175976698	0.819836449	0.925977368	1.239760812	0.83426182
GALR1	0	2.6294323	0.3705677	0.100457783	2.840844337	0.05869788	0	3	0	1.686670675	0.33287899	0.980450335	0.683062425	0.846646318	1.470291257
TMEM135	0.905332933	1.152699964	0.941967103	0.993317078	0.93376728	1.072915641	0.540837385	1.480540355	0.97862226	1.007989674	1.230658324	0.761352002	0.832316723	1.334667632	0.833015644
IQCD	0.851731536	1.021055352	1.127213112	0.962746682	1.843310211	0.193943108	0.485652435	1.802340688	0.712006877	0.928647502	1.76681875	0.304533749	0.762772343	1.93863512	0.298592537
NDEL1	1.232488098	0.356428429	1.411083473	1.144795553	0.345065979	1.510138468	1.157727832	0.344857271	1.497414898	1.324837631	0.377156462	1.298005907	0.930085387	0.410352993	1.659561621
CDH16	1.764477476	0.188816875	1.046705649	0.38129459	1.161925036	1.456780374	0.198095769	0.107869272	2.694034959	0.072297366	0	2.927702634	0	2.540843338	0.459156662
RRAD	1.249187477	1.164133861	0.586678662	0.402655147	1.929100813	0.66824404	2.637298402	0.265757678	0.096943921	1.573618138	0.373224723	1.053157138	1.36138941	0.793056349	0.845554241
FAM96B	1.248874587	0.9495214	0.801604013	0.740920389	1.350339415	0.908740196	1.284418308	1.036968847	0.678612845	1.067970214	1.053667112	0.878362674	1.108692158	1.149170149	0.742137692
CFAP52	0.448913254	0.772320136	1.77876661	0.475179026	1.824058565	0.700762409	0.599275683	1.834383989	0.566340328	1.075518611	1.288412353	0.636069036	0.542431362	1.50833426	0.949234378
HSP90B1	0.782490691	1.298957751	0.918551558	0.877710281	1.397214126	0.725075594	0.810634217	1.07276776	1.116598023	0.994588877	1.111619357	0.893791766	0.826236531	1.189827241	0.983936227
MC4R	0	3	0	0	2.605135886	0.394864114	0.223414989	2.121153854	0.655431158	1.198913069	0.766803903	1.034283027	2.000546866	0.45972267	0.539730463
BLCAP	0.655093363	1.349720286	0.995186351	0.768448727	1.312348575	0.919202698	0.855691587	1.291119771	0.853188642	1.050871926	1.099891419	0.849236655	0.774347869	1.303987432	0.921664698
ATF7IP2	0.932150733	0.849868344	1.217980922	0.918093481	1.162075897	0.919830622	1.559542439	1.180661833	0.259795729	1.699189969	0.933250027	0.367560004	1.375541845	0.979498431	0.644959725
TVP23A	0.81486211	1.408972901	0.776164989	1.397205127	0.410543227	1.192251646	0.347663948	1.167727183	1.484608869	0.705056584	0.966180102	1.328763314	0.474061349	1.076596759	1.449341892
TMPRSS5	1.644982759	0.845609587	0.509407653	1.228840635	0.999258733	0.771900632	0.861983144	0.96728607	1.170730786	0.89142346	0.647103474	1.461473066	1.174526422	0.553793637	1.271679941
COG1	0.983353064	1.135078813	0.881568123	1.012547439	1.153017669	0.834434892	1.448716566	0.879319441	0.671963993	1.448392436	0.968799449	0.582808115	1.258483797	1.043013827	0.698502376
PLEKHA7	1.276194329	1.273075417	0.450730255	0.608043471	0.913104537	1.478851992	0.419476154	1.055311246	1.525212601	0.530745976	1.207270352	1.261983672	0.851966454	0.887856686	1.26017686
ZNF606	1.174862747	0.888411973	0.93672528	0.870677464	0.951818828	1.177503708	0.578673198	1.077695232	1.34363157	0.872552199	1.095303154	1.032144647	0.811466984	0.525778428	1.662754588
B2M	1.236645493	1.009157485	0.754197022	1.061746171	1.418280315	0.519973514	0.931404117	1.498880694	0.56971519	0.987162614	1.522186518	0.490650868	1.095268689	1.384119667	0.520611644
ZNF592	0.648234351	1.146323341	1.205442309	0.928601721	0.988576588	1.082821691	0.796015772	1.17791499	1.026069238	0.943895797	1.072730209	0.983373994	0.960003735	0.964531037	1.075465228
CASC4	0.734853316	0.8475549	1.417591783	0.832290347	0.920003829	1.247705824	0.826412288	1.173885828	0.999701884	1.106164824	1.038901506	0.85493367	0.932362043	0.868884321	1.198753636
NNMT	0.79761015	2.199486047	0.002903802	1.055324196	1.940327592	0.004348212	0.504977234	2.234309129	0.260713637	0.86966376	1.880680506	0.249655734	0.717103335	2.188455425	0.09444124
ACSM1	0	3	0	0.429003156	0.374055228	2.196941616	0.855302274	2.144697726	0	0.535225226	2.464774774	0	1.608589885	1.391410115	0
AP1G1	0.72618784	1.394453103	0.879359057	0.694357501	1.056574338	1.249068161	0.930071744	1.147971744	0.921956512	1.021169506	1.074081496	0.904748998	0.846437279	0.98978485	1.163777872
AGBL1	1.246422883	0.527911924	1.225665193	0	3	0	0.409112732	2.590887268	0	0.444437893	0.452413	2.103149107	0.193695619	0.273058558	2.533245823
SLFN5	0.877199449	1.119344593	1.003455958	0.963861432	1.175923604	0.860214964	0.605417763	1.278157169	1.116425068	0.489999375	1.092917519	1.417083106	0.652223353	0.893389286	1.45438736
CATSPER2	1.103119982	0	1.896880018	1.389104085	0	1.610895915	1.762405745	0.026352994	1.211241261	1.361101245	0	1.638898755	1.477030489	0.029464152	1.493505359
C16orf45	2.205991788	0.730345184	0.063663028	1.602909531	1.388335178	0.008755291	1.059375066	1.384089952	0.556534982	1.082134081	1.224898841	0.692967078	0.730970712	1.329820929	0.939208359
KIAA0430	0.603444046	1.387157587	1.009398366	0.735369684	0.908589497	1.356040819	0.704786231	0.994508629	1.30070514	0.883126451	1.193530855	0.923342694	0.642229376	1.03653732	1.321233303
SAAL1	0.789524359	1.099616845	1.110858796	0.839085552	0.97872081	1.182193639	0.901836791	1.074882187	1.023281022	0.82318955	1.028391572	1.148418878	0.765929804	1.24801477	0.986055425
PPIB	1.145112765	1.062839988	0.792047247	1.025197947	1.246064096	0.728737957	0.838868125	1.110969911	1.050161964	0.849175347	1.05397009	1.096854563	0.970540921	1.134765331	0.894693748
LDHC	0.106830497	2.814237233	0.07893227	0.819575281	2.128313013	0.052111705	0.201727409	2.598045225	0.200227366	0.306491558	2.643316969	0.050191473	0	2.925309727	0.074690273
FAM96A	1.412690405	1.108037127	0.479272468	1.349843503	0.984101563	0.666054933	1.087500999	1.252802332	0.659696669	1.13732532	1.147288396	0.715386284	1.232018232	1.129760955	0.638220813
KIF7	1.293961742	0.618705601	1.087332657	1.617699578	0.668692896	0.713607526	0.243901186	0.6133301	2.142768714	0.319125924	0.817450851	1.863423225	0.42572494	0.552231848	2.022043213
LDHD	1.193020937	0.51457516	1.292403903	1.137700989	0.697383978	1.164915034	1.116063711	0.654495699	1.229440591	1.243687274	0.707741854	1.048570872	1.389008898	0.536179659	1.074811443
PLIN1	2.640947885	0.118395521	0.240656594	0.156400627	0.364214659	2.479384714	0.255611709	0.580788502	2.163599789	0.325237491	0.717513789	1.957248721	0.295793435	0.370009596	2.334196969
PEX11A	1.505206815	0.998319684	0.496473501	1.099062862	0.975767592	0.925169546	0.762748335	1.522393972	0.714857693	1.182612763	1.362266735	0.455120503	1.157232602	1.167842458	0.674924939
TMEM170A	0.667309365	1.146922351	1.185768284	0.699332435	1.025750732	1.274916833	0.571457531	0.844954874	1.583587595	0.773758577	1.327259745	0.898981678	1.155710278	1.007858627	0.836431096
ANPEP	1.774567318	0.701220674	0.524212008	0.640052749	1.45825942	0.901687831	0.681011184	0.728468359	1.590520457	1.447711112	0.586468425	0.965820463	1.690606352	0.551801428	0.757592219
SCNN1G	2.377599136	0.622400864	0	0.644924787	0.841365428	1.513709785	1.646203907	1.290070493	0.0637256	0.588160436	2.116166302	0.295673262	0.362181724	2.637818276	0
RBPMS2	1.33258167	0.66174401	1.005674319	1.037182098	0.432975451	1.529842451	0.728515462	1.827989743	0.443494796	1.246047138	1.372157887	0.381794975	1.256866229	1.582561096	0.160572675
NAV2	0.72783447	1.772229729	0.4999358	1.000536585	1.410070357	0.589393058	0.808400318	1.022260115	1.169339567	0.937009273	0.962865355	1.100125372	0.766199665	0.894797495	1.33900284
