	log2_hum-chimp_difference	log2_hum-rhe_monkey_difference	log2_chimp-rhe_monkey_difference
PCSK9	-3.0711293476555883	0.5299745350089564	0.5108780267669529
XPO6	-4.446069443935113	-4.92409448509208	-3.5218345581949704
GSG1L			
MN1		-0.5344061179551992	-0.13665800992761729
APEX2	-2.4375006432052713		
NSMCE1	-2.7697264890620015	-3.8796833144641303	-5.552753877819674
CCDC126		-3.5643180861030577	-1.7799781699540218
OR10G3		-3.321928094887362	1.632268215499513
RAB3B			
CD2BP2	-0.7633489464048963	-2.3388796679122095	
RSPO1	0.5452032996782925	-0.22672633733260716	
RGS14	-1.925712357006503		
TBC1D10B	-2.850944992006382		
LMAN2			
RAB24	-3.7375153065235	-4.570065936390562	-3.8969480405247916
PRELID1	0.09882198513650281		
THBS3	-2.006801773981563	-0.5531709882765925	-0.9086145407116754
CA5B		-2.7483660701766874	-0.4667002534521162
SLC50A1	-2.2582250374615342		
EFNA1	-2.290164365549538		
CXCL10	-3.38365889845305	-5.367340264183979	-5.137258028287112
SH3TC2	-6.617054860461669		
CXCL11	1.632268215499513	1.632268215499513	-3.321928094887362
ZRSR2		-0.5485519524521802	0.2008880221517906
NMD3		-0.7766036925572435	-0.26578243801593826
B3GALNT1	-2.1221141344632013		
GPRIN1	-2.6754641348919237		
KCNAB1			-6.633759341382872
MRPL1	-1.431938735678226	-2.9800898215563008	
SHE			-1.3344466881157497
NR0B1		-2.3649354803060367	-0.8210716066327314
PGM2			-1.2313948303087492
STK32A			0.05366535285344262
IL1RAPL1			-2.3412277747742483
P2RY12			-3.1691618033973072
KIAA1024	1.1963639645362625	1.3605015040588637	-1.4106952742213514
PDILT	-3.321928094887362		
UMOD	-2.1121743698103597		
SNUPN	-3.912488843237986	-4.9981273550815315	-3.9460353310764513
CRADD	-1.606276214425396		
SIN3A		-3.8056647934226464	-1.3631900460279494
ARL13B			-4.584293571171724
PTK2		-1.3193342336028826	-0.5021624674293831
PTAFR			
PTPN9	0.579812615485895	-4.1469674173869295	
RNASE6			
NPR1	-3.2859487698784093		
KCNK9			-1.1652821743935502
SCN9A		-1.6216421350693613	-0.603593279421994
COL22A1			-1.723937561585731
SDC2		-4.297855739826268	-0.38833888754741025
MMGT1			-6.364396641635479
TM2D2			-4.543077206040277
HTRA4	0.3088498781593231		
PLEKHA2			-0.6973772824333063
CLIC4			-5.718003920006514
SLC38A11			
GPR183	-4.974500048649815	0.17581246557204705	0.26037873690572155
CCDC8			
METTL15		-1.900122967287156	0.17670979345887844
MUC15	-3.321928094887362		
ZEB2			
HINT1	-1.915146140761289	-1.411928324337805	-2.246984543427662
DTWD2		-2.7070307477376505	-0.41297092809990266
CLIC3	-0.9196053821199891		
INO80E	-2.6626147394860213	-1.3364993718447065	-1.5647032226746376
BNC1		-3.321928094887362	1.632268215499513
DFFB	-0.4864972127038287	-3.129433545314796	
NFU1	-7.3432718943928315	-0.671025084240305	-0.4701249846366785
ANTXR1		-1.838180682941264	0.012880246921718946
CKAP2L			
C15orf40	-4.65431805422054	-2.306694580152411	-1.9300943028310433
FAM103A1			-0.672236096505087
PROKR1			
APLF	-9.301136338335898		
BOLA2B			-0.69849523928878
LUZP1			
HEXDC	-0.666089320465183	-1.0954323091251077	
DRD5			
BUB1		0.10880509869970335	0.5174391159144446
LRRC45	-1.5752973844158482		
CHRNA5		-1.100743210567839	1.216635645200578
STRA13	1.1732134342162595	1.2582851305604938	-2.0771756289801933
AGPAT2	-1.1258578063092262	-0.8795250294909983	-2.431933898994343
ASPSCR1	-0.48233238235668086		
GP9			
FASN	-2.85307011444872	-1.119209065776461	-1.244873866064702
CNBP		-2.931928920870338	-1.0855691298416892
DUS1L	0.5928319162243767	-0.09166028231263205	
GPS1	-5.2218806879439725		
RFNG	-3.592404448115862	-4.684314745165494	-4.158706147552546
DCXR	-0.525418015937045	-1.9086218455507395	
ZNF32	-2.4189642194231094	-0.3609158336719071	-0.5318238546362726
LDB2	-1.4787267434399896		
RAC3	0.3896860344777033	0.3440579628036476	-4.077927115003387
NRG4		-0.8488615508132428	0.7168677981887309
LIMS1	-0.5949624224005575		
C15orf27	-1.714378231602812	-1.7329038369253071	-3.3791405538049974
NLGN1			-1.1560641796072046
TAPT1			
UGP2		-1.9339691412499715	-1.3750388465186036
TAS2R1	-2.2457457783070964		
LINGO1	-1.8716873829111105		
HNRNPF		-3.522059752389995	-1.5538156404363386
BTD			
CSGALNACT2		-3.022204883954509	-2.0167039139296308
TACR3	-0.6380160258950106		
GSX1			
PCDH7			
ROBO1	-2.3013783298885344	0.29350666883796406	0.1670322241573207
ONECUT1			-2.0122658193535155
AVEN	-4.711221079572867	0.2088725646979309	0.2840514324294364
P2RY1			0.127358004151749
CTNND2		-2.428927448823471	-1.6958031249479604
WNT10B			0.6278169476926945
REPS2		-2.6304495760521376	-1.8484496903705059
ITGAM		-2.531766148044901	-1.0684706520561849
TPST1		-1.8432663759168482	-0.8911697989331052
TOR1AIP2		-1.8203487661244204	-0.49621938474259936
TM4SF1		-0.11435345328812026	0.05365309820195529
OTUD3			-3.184214087958456
OTUD7A			
GUSB	-3.6234454254459587	-0.4311774926857955	-0.39494881335657933
BRD3			-1.8872252570505423
FRMPD4			
ZFPM2		-2.6790221857083933	-0.7441845341651134
ZNF764			-1.638493649524844
ZNF747	-3.2193023723823684	-3.215318425950657	-3.3176508634893644
ZNF768	-1.591478408006062	-3.4640477745663096	
TAS1R3			
TMEM42			
MAP3K2			-1.3541495851113527
PUSL1	-1.7523820768773095	-2.034156841666307	-4.400818176507913
SF3B5		-4.262411880733021	-1.8408387155179826
ZNF35			-2.76369647906851
TIGD4			
IFFO2		-1.684394093416845	-0.9301454635873457
NLGN2			
MYO7B			-4.449114864510125
CHD3	-2.780019835265478		
TMEM154		-3.321928094887362	1.632268215499513
MYRIP	-3.0155310221163707	-1.1568961909743087	-1.2350940934274683
ALCAM		-4.485704068553013	-0.06959289775078334
YWHAG			-2.0624915297535447
UBE2E3	0.05751844928711981		
CNTROB	-3.915007051186767		
TRAPPC1	-1.6164478637292639		
ZPLD1		-3.321928094887362	1.632268215499513
KCNAB3	-0.9571686181463837	-2.036658255554698	
GPR37L1			-2.243618812495243
SIMC1	-1.7154077345784393		
TMEM192		-1.0050807574170986	0.48851877791647935
HMP19	-3.1485571558881675	-1.2201573864760886	-1.263726405212145
SERPINA6			-0.11844955543051489
NIPA1	-4.911769456891635		
GPR25	0.37916602762937507		
UBE2E1	-5.720140744399671	-0.7841121016475481	-0.59566513906261
HNRNPA3			0.3286117737193918
SIK2			-2.0037094080101236
RNF150		-2.217033037776543	-0.26293780485263035
VGLL2	-2.0472670776773634	0.11992091619912015	-0.08202093834864145
HOXD4	-3.321928094887362		
CHRNB1			
USP38			-1.8873825712424872
SLC16A5		0.2198862190908297	0.4266254123444121
NANP			-4.501128697711988
ANKK1			0.38312479218846607
ADRA1B	-1.8407094635840757		
ADPRM	-2.3731592003899595		
FABP6	1.4937099066776882	1.5646518372125875	-2.0472851605868003
PWWP2A		-0.4046426736555272	-0.13112327792887665
USP50	1.632268215499513	1.632268215499513	-3.321928094887362
USP47			-2.6036142002008775
PDCD6IP			-2.3070694188030787
ZNF212			
MRAP			
FAM161A		-1.8704175996424557	-0.09390992406755808
ZNF282		-4.286831414090394	-2.0213518447656957
GLB1			
C14orf142			
FAXDC2			-0.7701821533732753
CRTAP	-1.5167502108558513	-0.6923450650582381	-1.4368423939449848
HSPB2	-1.3624959710207352	0.5255778178353083	0.20238780587985414
ELP5	-2.0533677097734557	-1.9289714753511076	-3.0386547690534407
CMTM8	-1.9009795053350154		
GABARAP	-4.497895113083723	0.10629845846961176	0.1791340476197454
STX8	-2.1296632023014035	-0.7181163722517303	-1.0607601716061228
CDK1			
NFRKB		-1.9979897660691799	-0.39765442299254533
FABP4	-1.1931966832492984	0.8226619396345831	0.517359981120301
PRDM10		-2.2833543567607815	-0.3677953493722988
B3GNT2			
FOS	1.4081295513591217	1.3495311683798672	
TMED10			-3.033877645907471
SETMAR			
SMAD1		-1.268198423735876	-0.9067703555906768
EMX2			-0.8664259270604137
SP7	-3.7274424719701007		
SEMA3E			
SLC30A1			-1.9085577449385414
DCLK2			-0.8490793792304904
ZNF804A	-4.197200399467		-5.114028738425375
GPRC5C	-3.360859708171215		
TMEM182	-2.002406343377979	0.24693469981485233	0.05255462549530733
VSTM2A			
KRT8	1.3535946975783144	1.4996496553641965	-1.4256188538203272
SDR9C7	0.4247429030667966	1.1513176297977872	-0.030864815919661
MGMT	-2.403906776472667		
METTL7B	-3.3651816369294436		
KRT86		-0.41524406340250686	1.2928449772310286
HARS	-2.5881237102124133	-0.24751717740641418	-0.36579160878013534
NFXL1			-2.8103432890910507
KRT75	-3.321928094887362		
DENND5B			-1.6323433751854992
DNAJC18			-1.023618918997649
SPATA24			
RALGAPB			-2.3627691078258923
WIBG	-2.033972474754773	-4.2074601097753055	
MZB1	-4.072763070724258		
SLC23A1			0.6644355867893832
KRT74		-0.7517319005710842	1.381897875779298
NPAS2	-5.733383642290024		
KRT72		0.4664586474784126	0.8625794265820335
LONRF2			-2.4500910006703487
NUDT9	-2.1228922597850004		
HSD17B13	1.3875274614912734	1.5150813968060155	-1.5485626929405767
PA2G4	-1.7022259487103604	-1.7915510847202911	-3.6161760490626365
COX7B2	-3.321928094887362		
ELOVL6			
KRT83	-5.690252823508737	0.6412533165960547	0.7139741935731531
PFKFB3			
TMC7	-0.37182318466018777	-0.502590664944387	-4.919952460906611
ARL6IP1	-1.3068297856375597	0.6258362073422367	0.30905607567390964
SERPINB9	-3.5495131105791633	-1.480308120451739	-1.4227295590655533
SMAGP	-0.3562051162405786	0.2940251641817314	-0.876096945219678
IRX1			-3.49788085318062
CDH2			-5.069713970609587
IRX2			-6.120791303303998
EMB			
SIX2	-0.012236779789101062		
DLGAP1		-2.2933014503139066	-0.48334557315931903
STAT2			-1.8227773768010973
NUDCD2	-1.1671105378274917	0.8259127294514537	0.5133329098472701
IRF2BP1	-6.044292224416491		
HSPA4			-3.224371654617462
FOXA3	-1.771966928222		
SLC26A5	-1.5076719805780339		
COMMD5	-1.317561602697393	-4.451984440155853	
SGCD		-1.7106215824368263	0.07541758603449811
GTSF1	-0.6920121396490464		
ZNF16	-2.2464832226282967		
ARMC10		-7.943070138492906	-0.5773005388023118
RNF34			
ACYP2	-3.8739098848634317		
TRABD	-0.3608868966949157	-1.6711399048435525	
ATF7			-0.3588633812155101
SOCS6			-3.132452335085698
MURC	-2.301248747913066		
TTLL6		-0.7082185412945492	1.371795544875352
POLH			-1.6562027541075295
SYT9		-3.5803919900757446	-1.9960742843878758
KCNS3			
KIF5B			-2.650720223771512
GPR37			-0.8036454177282586
AKAP13			
SDR16C5			-2.713346995140351
CHCHD7	-7.306396195334609		
HTRA3	-0.08590112940923668	-0.22092896162130385	-5.982386050657012
FOXN2		-3.8189281280767777	-2.519016145681178
OR2AG1		-3.321928094887362	1.632268215499513
LMOD2			0.1714473874377273
FSHR		-2.997481950371594	1.620483957692874
USP32			-6.207926174741049
CEL			0.7704578545941737
PPM1D		-1.3652663194060635	-0.15972524152130202
KBTBD2	-4.047809211531041	-1.3280171704489754	-1.191483009010291
MINA	-1.5995706010279533	0.18304148501712098	-0.14353282421634153
TRIAP1	-0.7310983851192765	0.8884783324758981	0.4316523363043659
LSM3	-4.890471438988398	-0.14914048259132529	-0.04681270166041008
KIAA0232			-2.7372509049478735
MTSS1			
TMEM43		-1.9781320325280103	-1.361975430946672
RNF139		-1.7143504191947623	-0.7564738258917667
RPS9	-1.2631512538907617	-0.28290384916643696	-0.9847820798819968
PLA2G1B			-2.878428805795225
CYTL1	-0.09080930227368933	1.0139966662256819	0.23940057310647928
TSEN34	-3.987611852680421		
TRH	1.632268215499513	1.632268215499513	-3.321928094887362
GSTA4	-1.5862633162893083	-1.44963223498542	-2.9096145526631347
MSANTD4	-1.9281529658056378	-4.635328561857916	
NDUFA3		0.5838103777622079	0.6893259217051961
PAQR8			-3.4214396500754094
NUDT6			
TANC2			-1.0786868265636034
TEX13B			
PKHD1	-3.3698750836302183		
DNAJC24			
PGK2	-0.7655233673725237	0.8829325115013662	0.4392295359521433
PRKCDBP			-2.265468951445875
DCDC1	-6.156223700239332		
HAS2			
PDGFD			
HS6ST2			
OR4D5	-3.321928094887362		
PYGO1			
LRRC8E			
PKIA		-0.9587254605926989	-0.6429996436371909
TSNARE1		-1.2019640901492152	0.17149068088813357
FPR2			
PATE1		-3.321928094887362	1.632268215499513
FEZ2		-1.3882158433554965	-0.5079442131223877
C11orf24		0.04213249331406778	1.1179379281712423
ALK			
CCBL1	-5.54167110559507		
MTM1			-2.1965095736268303
OBP2B		-3.321928094887362	1.632268215499513
TRMT61B	-1.5510000642464232	-1.3172261592119543	-2.643564381837627
INSR		-4.837440705948588	-1.2573551767283435
MFN1			
GIMAP8		-1.9928852612936616	0.09522369487254309
NRTN	-2.047095980930367		
KCNMB3			
KCNG3	-3.321928094887362		
ATP6V0E2		-2.2644320408614584	-1.4284637551191475
PRKCE			
OR2K2		0.4244788003319684	0.8936825103647426
JAGN1		-1.939318500742735	-0.5742482165856528
RLN3	-3.321928094887362		
TADA3	-1.7586245683021746		
SOCS5		-2.1838918108749104	-1.215999706085997
C1GALT1C1			-1.4233651584420988
C9orf16	-0.7686795980804475	0.6160522014467442	0.06449797251000255
MORN4		-1.9788727149964822	-1.4931491124083964
NAIF1			
RBKS	-5.632698578902181	-0.8978901795613846	-0.6977904208671238
GRIK1			
TMEM126A	-4.056171735968688		
TMEM126B	-1.7824797556682261	-0.8148770018375326	-1.404406138197086
TRIM8	-3.726627257463122		
NETO2			
CLDN20	-0.4361501085621839	-0.38098967003451134	-2.956724674394577
CDC42BPG	-1.427267113307358	-1.7350043182702526	-5.129177228406383
JUNB	0.4864804885767543	0.14350758284173837	
C10orf35	-1.2637605476913207	-1.7934150445054917	
TMEM37	-6.878421180040109		
LRG1	-1.4547137292702812		
SHCBP1	1.4092396425893599	1.418139362857407	-3.1024052981400487
SOSTDC1	-1.314831016211701	0.6147142853125235	0.29781607293363993
NPTX1			
FAM98B	-2.6664624197514706	-2.1945058673254056	-2.635265244376639
GAA		-2.2687941706379173	-0.6562575228610507
CANT1			
KCNK3	-1.4636479012462478		
ZDHHC16		-2.0194235992183445	-1.1990253548743648
CHST11	-1.733163602235139	-1.2336845468624116	-2.155608535590481
EXOSC1	-1.2476013918556355	-0.9893674814261431	-2.4536305698412177
PGAM1			1.281106882763032
CHD7	-6.0428603660396005		
ESCO2		-4.452526074465734	0.24098596152033103
KRT19	-1.96646138119276	0.6489747919743805	0.49791748135196584
KRT15		0.026290497143098657	1.125393060046081
LURAP1	-2.9602262080193644		
CLCN5			0.2969300807340154
TPPP			
KCND3		-3.3539429902835938	-0.8178870421229205
APLN			-3.047297636336186
PDE7B		-5.4035506971799245	0.21595105603779446
NAT1	0.3176207786237849	-0.08488576725213136	
KRT20	-3.321928094887362		
KSR2			
MCC			
ZBTB26			-0.873689402562793
POLR1C	-5.85738804291885		
ASXL1		-2.4538795743420163	-0.547180316073474
OR1L6	-3.321928094887362		
DLK2	-0.5785079796152637	-1.1566790668897573	
ZNF318			-1.811570348500795
ZNF561	-0.5018615526907353	0.22444794571717874	-0.8310111244301152
WIPF2		-1.4699710304865687	-0.5307966787350002
HOPX		-3.452629337609807	-0.9880885719348815
NLRP5		-3.321928094887362	1.632268215499513
LRRC8C			-1.4563644691241806
SPACA5			
RSL1D1	-4.83484831064722		
LRRC8D		-5.74867855921184	-1.455986534506061
MROH2B	-3.321928094887362		
PPID	-0.7705541566342995	0.7523051278001952	0.26097693924852433
COL24A1			0.1410623519245773
ETFDH	-1.221674835212306	-1.8100568592400972	
RXFP1	-5.055403418375477		
LPAR3			
PTGER4	-0.927890027237776		
TBCA	1.572291171021127	1.5677497571329304	-3.4634903747428303
NEUROD2	-1.0088878080155104	-2.318604525616936	
MAP6		-2.9191087560692663	-2.096918792334235
BCL2L1	-1.4618526535689516	-0.7697552467712255	-1.628205535777674
FGG	-1.984036153366448	0.7453585459216825	0.6074928639654406
FGA	-1.9840393572759487	0.7453583043644061	0.6074931297451079
FGB	1.087958477056581	1.3856326321081547	-0.7682360384989332
PLRG1	-3.5189290819591266	-3.2936907390597274	-3.123555478911804
RAB4B-EGLN2	-1.6364077622171938		
DSCAM			-2.2741721880834547
DNAI2			0.9669243273554768
CLSTN1	-2.8414636651916685	-3.3732034683652015	-4.133172545541151
CXXC5	-3.036224458151317		
ZNF274		-1.6140533573676314	-0.9700004879705371
PIK3CD			-2.2201876431314385
PTCRA		-3.321928094887362	1.632268215499513
SLC25A33			
ENC1			
SPSB1			
P2RY6			
BPTF		-2.802237466882897	-0.7466724211133328
ZIK1			-1.4178619979341494
GPR82		-0.31613600160549543	-0.11829068533238135
GPR34			-6.105051327489461
PLEKHG5	-1.0349477608929059	-3.6360129135036905	
ATF7IP			-2.4871195999086333
LKAAEAR1	-0.9066953129860154		
RGS19	-0.4557378025250185		
TCEA2	-1.7427713002922303	-1.1502147978957569	-1.9898619286468966
ANO5			-1.3100966272335348
HDAC3	-1.9082501859660381	-0.9931777411378625	-1.5736620912997419
C1orf111		-4.94127317025111	-1.3775633166448626
GPHN	-2.530941617840899	-5.04416251232494	
VAT1L	-1.486318293539962	-2.0867572267847723	
TMEM51	-1.5752220136958135	-2.196404765403376	
CAMTA1			-1.3719511173953074
LGALS4	-1.8025613358144854		
LRRC34			-2.044748662042161
PAH	0.39018369868922137	0.576662450555824	-1.8322065040353435
SPATA5L1	-1.1280425199235313	-2.213320590364689	
GATM	-1.5542992684383112	-1.0965686009480915	-2.138387341464305
SYCE1	1.4956487612929599	1.513422081326977	-2.8894515991729466
NXNL1		0.03991040902466297	1.118990902810136
RASGRP4			-0.9225777357183118
NHLH1	-3.1993700091283968		
SLFNL1			-0.32002004330835815
BCL2			-0.9849453444836815
RHNO1		-1.9815129178784654	0.0053849304752220896
CTPS1			-2.259408625121044
KNDC1	-0.2617663600079882	-0.19339607110345974	-2.831578430981404
WDR87	1.632268215499513	1.632268215499513	-3.321928094887362
CFAP46	0.1286312603963699	0.43688385816913483	-1.4722438075883353
COL8A2	0.8588724965741337	1.153625895383521	-0.9683142926276284
PWWP2B	0.9164123548474737	-0.5674001750071671	
PCDHB1			-0.3001022050063562
ANGPTL7	-1.6985568493868255	0.4857005854788382	0.2535918397502073
EXOSC10		-0.40608200092146085	-0.19649777299745338
ZNF570		-2.67901965830458	-1.4563605407018168
NINJ2			
MLLT3			
RRM2	-1.862903033522894		
TRAPPC12	-0.5792732374671984	-0.7520338189534486	-5.353133425611653
RPS21		-5.487552985243719	-2.2007886777193866
C3AR1			0.6692701558454216
RNMTL1			
PTEN			-1.2879133421377744
RPS7	-0.040034703432519796		
PRND	1.632268215499513	1.632268215499513	-3.321928094887362
RNASEH1	-0.8796242906179451		
PRNP	-1.3346478394215058	-1.3714211191036385	-3.4735867173192734
FRMD5			-1.4867127040575996
AQP4			-0.9649117710110691
TLN2			
ZNF217			-4.737769430371967
SCG2	-0.01368775737247385	0.42393946668277127	-1.1487088640195502
ATPAF2			
CYP4F22	-3.321928094887362		
FOXB1	-1.0030521217740298	-1.218691690672522	-5.024262089538642
PPIH	-3.005065478432008	-0.47361935384523324	-0.5236830970592975
LRRC48	-5.283922611706652	-4.815576638584851	-3.186472057868793
C20orf196		-4.702410855492258	-2.127430409694671
JMJD1C		-1.7398246912045356	-0.2390992375299252
MAL			-1.5626942344176495
RAB33B	-4.538114187787227	-0.9454139857590118	-0.795261755431189
GAP43	-0.7479980310156593	0.3522865780043981	-0.3563227846207085
EPHX4	-4.909251582134673	-0.7607488694456629	-0.6062300179334641
LAMB2			-3.7177321373934933
USP19	-2.8442517697212977		
QARS	-2.4612295674338363	-3.5555910858692936	-8.176870110887247
ORMDL3	-2.66856128416811		
KLF11	-1.3728277062976313	-0.6948191107193088	-1.5922531020257498
LRRC15	-3.321928094887362		
SMN1			0.5466466724616965
EIF2AK3		-1.9623809554478633	-1.4238897350430721
MOB3A	-2.3497425135966403	0.7207954813117661	0.6340444126013871
NME6	-1.5851802706499525		
CYCS	0.2791085845915254	0.13831093566996136	
CD8B			0.48119316954082736
CALB2	-0.059924510377824015		
SLC9C1		-3.321928094887362	1.632268215499513
OR1A1	-3.321928094887362		
OR1A2		-3.321928094887362	1.632268215499513
FRMD3		-8.29620265061263	-2.882304714306325
SNTB1		-1.6277235894565631	-0.16449819582869193
MTBP		0.06048056433659558	0.23192791524412587
TEFM	-2.5528727606791795		
MRPL13	-8.473227222712449		
MALT1		-0.75999368738372	0.0789600735600867
PRL		-3.321928094887362	1.632268215499513
ISG20	-0.07111459259329085	-0.6284798947004515	
MBOAT1	-0.3936056499646265		
ID4	-0.46795699822890313		
GPR22	-1.1837134900369917		
PAIP1			-2.0177865067573397
CLEC7A		-0.7871756190744652	-0.35160103107792706
C5orf34	-2.8798350010423075		
C1QTNF4	-1.6720755719842684	-1.591867160323375	-3.0838716927790237
NEGR1	-3.565526308621017		
MACROD2	-4.1921720876188235		
DPAGT1	-3.2275331434780514		
BSG			-3.909745760421001
HINFP	-2.1640594510193663	-1.6400952115762375	-2.3385586555792837
CERS6			
SPTLC3		-2.5740115442636817	-0.4031643725310007
COPRS	-0.6356733509301123	-0.5891695620824644	-3.045906917584592
TP53RK			-3.6434338111950315
B3GALT1			-4.943968151998975
CLEC12A			
BPGM		-1.5831242107673265	-0.4967695408518039
POP7	-2.433336672546071	-1.7791821389709759	-2.277801560321805
ALG14	-4.707487422901581	-2.554868663092901	-2.108390138016349
SUCLG2			-1.9862020873255202
STARD5	-0.10605170464879748	-0.6654376774518319	
CSDC2	-1.9772797160694464	-3.892446872919268	
RCAN2			-4.801655994510704
IL16	-2.9287142404205153		
ABCG4	-3.5711137641092767		
GNB2	-1.7232982478744674	-1.650121844281568	-3.1108199640639187
CFAP53	-1.5991355832045748	0.0002360902981211886	-0.37690296176824156
FAM195A	-0.9408182800649854	-1.077719850092845	-4.2422339175276536
PDZD3			
C2CD2L	-2.416460990126697	-5.005590883581617	
ARNT2		-3.8051669127195207	-0.006973598371334181
GNG12			
PRSS27	-0.8463198943276	0.8475388971996209	0.4257030605535689
MYOZ2	1.632268215499513	1.632268215499513	-3.321928094887362
SYNPO2	-3.7662559595940706		
DNAJB7	0.18849312111221336	0.3415347547934202	-2.135864891912207
INSL5	1.1089661508889521	1.3942151061003583	-0.8070613265757971
EFCAB3	-3.321928094887362		
TTC36			-1.1362349357929842
RSPH9			
MYEOV2	-3.826088511427317	0.6372007323893182	0.6643020598552597
GTPBP2		-3.9980991488922806	-2.1058473116881022
FGGY	-0.742394294154818	-0.13915079426191138	-1.2852243591006607
FUT9			-0.03310292700738634
TCEAL1	-1.744929143499232	-1.7961824437655365	-3.480568284029947
ZNF24			-1.1796274684283983
MANEA			
C2orf54	-1.6331404970716257		
AGXT	-3.321928094887362		
AFF1			-2.4005499633678182
ACOT12	1.632268215499513	1.632268215499513	-3.321928094887362
FIBP	-0.8641918922751283	-0.4121819288130236	-1.7267494186381616
CARNS1			
BANP	-1.8965547419873765		
PPP1CA	-2.1108957390638245		
HCFC1			-1.3624380136033607
CTSW	-1.5518959096810783		
NIPAL4			
SNTG2		-0.8502113695888239	1.0854552943182898
FNDC9	1.1167178484976017	0.6469716750114878	
PDE3A	-1.2739191996994514		
RASGRP1		0.31317441288650627	0.8218642506438223
KLHL6			0.39498700437928236
CHCHD1	-2.2604734243575098		
MRPL52	-0.9635694736572664	-0.4407804731907113	-1.6261599724675704
SMPDL3A	-0.6146379957934271	0.17512706656987032	-0.7959341876761804
RND1	-0.6025517452971009	-0.5500636369576832	-3.0069190604918914
RAD9A	-1.8077047077998438		
EFEMP2	-2.4088929393273584		
TMEM134			-2.7749092861984774
ZMAT3			
ZFAND4		-0.9430205303871906	-0.6192458173674006
THEMIS	-0.4866710958595708	0.2556479947099333	-0.7853730228899942
SLFN11	0.611904938667048	0.4543253432631044	
FAM71D	-6.210899084534597		
CCL19			
CORO1B			-2.936106904563162
FUT10		-1.9214517533107076	0.4127189689083215
LRRC20	-0.6027554745333429	-1.0697309880371608	
MUS81	-2.634219554775248		
PURG	-1.261665596743895	-1.365057362494485	-3.8128541615493257
CFL1	-1.216152477527327	-1.6875355056363766	
TMCC1			-6.12642354490808
EFCAB12			
FAM192A	-4.044409334427399	0.6585354002917608	0.6940992042098614
RAB43			-0.8764745236654593
FADS6	-0.8452344156156555	0.8705108498695612	0.45595428221657786
HOXC5	-3.321928094887362		
RAB37	-3.25614731799253	0.05883787770259403	0.05236197968946282
DCP2	0.00776852574463132		
SNX32			
RPL38			
CYP7B1			-1.9009787432222442
OVOL1	-1.3644492890345894		
RARG	-3.587862942663219	-0.8709739838490025	-0.8272267307229852
CES4A	1.6205862014254409	1.6264390326072313	-3.1520002367534516
CES3	1.5896729720245646	1.6111277899139713	-2.7849360469968905
SSH3	-1.7081637524161652		
CES2	-0.7021190927671723	0.1275341722430131	-0.791467106587995
PDP2			
SP3		-3.728609373957847	-1.3393397713550212
DMXL1			-2.280267637155955
METAP1D			
EGFL7		-5.653398094492038	-2.91643255538663
NADSYN1	-0.32214731870532165	-0.49185444772919173	-6.4762414438402365
DHCR7	-5.810182217513292	-1.045185018961944	-0.8191886846189653
AQPEP	-2.563149634353738		
NBEA			-2.9394928443344823
ANKRD13D	-1.8013886676995172	-1.1458942237835217	-1.915874795118423
MRGPRF	-3.5320605253259085		
MYD88		-0.7854148460463785	-0.30690188705717186
MRGPRD			0.5042374187651251
OXSR1		-3.2642759158053547	-0.6296224161235916
SLC22A13	0.02690958006123454	-0.024940783284835042	-3.965027072366478
PHF8	-0.3613609574990113		
LCLAT1			-0.3088395774326105
ADH6	1.632268215499513	1.632268215499513	-3.321928094887362
KAT5	-4.184579094113856	-1.2671459817884798	-1.1187683620890339
SH3RF3			
GXYLT2	-1.492317303300581	0.28716196678454303	-0.05170368195836396
HPSE2	1.0167071617565628	0.9003802985733635	
DCAKD		-0.5872125048979189	0.13729840948670785
ARPP21	-1.6662058079564812	-1.0961044524225532	-1.9845196529044618
TADA2B			-2.020446255652814
ADRBK1	-1.5313491096189773	-4.946992306894712	
RELA		-3.098256433615338	-1.7968457636442055
EVC2			0.39251694127461473
HECTD4			-3.203561929253125
FAM222B		-4.6816029970530915	-1.1327908264978228
BNC2			
RXFP4			0.18770590566777862
HPSE			-2.637657888594083
COQ2	-1.0715555690641285		
C10orf131	-0.4790472762608343	0.932609735934042	0.36879557905787347
CCDC63	-3.321928094887362		
TRMT112	-1.4555591641734733		
LRRN3			-3.280122835998233
KDM2A			
ADCK5	-0.41958262716580574		
MRPL57	-4.924619120874065	-4.2786955512886955	-3.0758876136327165
NOC3L			-3.636565801766105
ESRRA	-2.515517656205048		
RHOD	-1.5809717929134275	0.01085676190863204	-0.37090536432878607
COMMD1	-0.7096361381167254	-3.080964500982133	
RAPH1	-3.738107710712583		
MTX1			-2.0474143786171313
ADCY5			
PARP14		-2.387084046340325	0.2718912628763934
PARP15			-1.2462366716031639
CKS1B			-0.9345662258468784
ABCD2		-1.123611498970037	-0.6842042146486343
AHSA2	-1.1994110757022267	-0.9147569255643679	-2.358600232470458
ABLIM3			-0.7618602956731461
MAB21L3	0.260777056547926		
KIAA1919			-1.443093659229022
VANGL1	-2.803452488500576		
GLRX	0.6696734617073103	0.3534645894734414	
IQCB1	-2.696157360887888	-0.13152789568048034	-0.2200080111674351
SYT12			-7.454836993244804
GOLGB1		-4.1142719892500486	-1.8923378447919375
GPR151	0.6818530157504197	-3.2055929951946465	
DMRT2	1.4283164356961962	1.533893375684316	-1.7162551729619142
ZNF483			
